seq,cmd_seq_echo,T0_ms,T1_ms,T3_ms,TQ_ms,T4_ms,T6_ms,T7_ms,RTT_ms,Processing_ms,QueueDelay_ms,Network_ms,RenderDelay_ms,MTP_ms,Jitter_ms
166,2,1779574729616,1779574729616,1779574729625,1779574729630,1779574729630,1779574729652,1779574729687,36,0,5,31,35,71,20.6443
167,3,1779574729652,1779574729652,1779574729660,1779574729665,1779574729665,1779574729686,1779574729762,34,0,5,29,76,110,21.8130
169,4,1779574729686,1779574729686,1779574729695,1779574729705,1779574729765,1779574729762,1779574729766,76,60,10,6,4,80,26.4374
171,6,1779574729766,1779574729766,1779574729775,1779574729800,1779574729842,1779574729840,1779574729843,74,42,25,7,3,77,24.7976
172,9,1779574729876,1779574729876,1779574729887,1779574729904,1779574729904,1779574729918,1779574729950,42,0,17,25,32,74,25.9664
173,10,1779574729918,1779574729918,1779574729926,1779574729938,1779574729938,1779574729950,1779574729983,32,0,12,20,33,65,24.4328
174,11,1779574729950,1779574729950,1779574729958,1779574729979,1779574729979,1779574729983,1779574730015,33,0,21,12,32,65,23.5003
175,13,1779574730014,1779574730015,1779574730024,1779574730040,1779574730040,1779574730049,1779574730080,34,0,16,18,31,65,22.1858
176,14,1779574730047,1779574730047,1779574730057,1779574730076,1779574730076,1779574730080,1779574730113,33,0,19,14,33,66,20.8420
177,15,1779574730080,1779574730080,1779574730089,1779574730116,1779574730116,1779574730145,1779574730184,65,0,27,38,39,104,21.2157
178,17,1779574730145,1779574730145,1779574730154,1779574730177,1779574730177,1779574730184,1779574730216,39,0,23,16,32,71,21.4515
179,18,1779574730182,1779574730182,1779574730192,1779574730210,1779574730211,1779574730216,1779574730249,34,1,18,15,33,67,20.3465
180,19,1779574730215,1779574730216,1779574730225,1779574730251,1779574730251,1779574730249,1779574730281,33,0,26,7,32,65,19.5412
181,21,1779574730281,1779574730281,1779574730290,1779574730312,1779574730312,1779574730322,1779574730354,41,0,22,19,32,73,19.1957
182,22,1779574730322,1779574730322,1779574730331,1779574730348,1779574730348,1779574730354,1779574730397,32,0,17,15,43,75,18.2517
183,23,1779574730354,1779574730354,1779574730362,1779574730389,1779574730389,1779574730396,1779574730426,42,0,27,15,30,72,17.6651
184,25,1779574730426,1779574730426,1779574730435,1779574730455,1779574730455,1779574730459,1779574730491,33,0,20,13,32,65,16.6854
185,26,1779574730459,1779574730459,1779574730467,1779574730489,1779574730490,1779574730491,1779574730524,32,1,22,9,33,65,15.8618
186,27,1779574730491,1779574730491,1779574730500,1779574730530,1779574730530,1779574730524,1779574730557,33,0,30,3,33,66,15.0481
187,29,1779574730557,1779574730557,1779574730565,1779574730591,1779574730591,1779574730589,1779574730624,32,0,26,6,35,67,14.2485
188,30,1779574730589,1779574730589,1779574730598,1779574730625,1779574730625,1779574730624,1779574730655,35,0,27,8,31,66,13.5038
189,32,1779574730655,1779574730655,1779574730663,1779574730666,1779574730666,1779574730688,1779574730720,33,0,3,30,32,65,14.1232
190,33,1779574730687,1779574730687,1779574730696,1779574730727,1779574730727,1779574730720,1779574730753,33,0,31,2,33,66,14.8221
191,35,1779574730753,1779574730753,1779574730761,1779574730763,1779574730763,1779574730786,1779574730868,33,0,2,31,82,115,18.7681
193,36,1779574730786,1779574730786,1779574730795,1779574730804,1779574730865,1779574730868,1779574730872,82,61,9,12,4,86,23.8006
194,38,1779574730871,1779574730871,1779574730880,1779574730899,1779574730899,1779574730913,1779574730946,42,0,19,23,33,75,24.8647
195,39,1779574730912,1779574730912,1779574730921,1779574730940,1779574730940,1779574730945,1779574730978,33,0,19,14,33,66,23.8175
196,41,1779574730978,1779574730978,1779574730987,1779574731000,1779574731000,1779574731011,1779574731044,33,0,13,20,33,66,22.5460
197,42,1779574731011,1779574731011,1779574731020,1779574731034,1779574731034,1779574731044,1779574731077,33,0,14,19,33,66,21.2651
198,43,1779574731044,1779574731044,1779574731052,1779574731075,1779574731075,1779574731077,1779574731109,33,0,23,10,32,65,20.6701
199,45,1779574731109,1779574731109,1779574731118,1779574731136,1779574731136,1779574731142,1779574731175,33,0,18,15,33,66,19.8376
200,46,1779574731141,1779574731141,1779574731150,1779574731170,1779574731170,1779574731174,1779574731207,33,0,20,13,33,66,18.8530
201,47,1779574731174,1779574731174,1779574731183,1779574731210,1779574731211,1779574731207,1779574731240,33,1,27,5,33,66,18.1407
202,49,1779574731240,1779574731240,1779574731248,1779574731271,1779574731271,1779574731273,1779574731306,33,0,23,10,33,66,17.5292
203,50,1779574731273,1779574731273,1779574731283,1779574731306,1779574731307,1779574731306,1779574731347,33,1,23,9,41,74,16.4915
204,51,1779574731306,1779574731306,1779574731315,1779574731347,1779574731347,1779574731347,1779574731380,41,0,32,9,33,74,15.7584
205,53,1779574731378,1779574731379,1779574731388,1779574731408,1779574731408,1779574731412,1779574731453,33,0,20,13,41,74,15.4141
206,54,1779574731412,1779574731412,1779574731421,1779574731443,1779574731443,1779574731453,1779574731483,41,0,22,19,30,71,14.7796
207,55,1779574731453,1779574731453,1779574731461,1779574731485,1779574731485,1779574731483,1779574731517,30,0,24,6,34,64,14.1147
208,57,1779574731516,1779574731517,1779574731525,1779574731547,1779574731547,1779574731549,1779574731582,32,0,22,10,33,65,13.3909
209,58,1779574731549,1779574731549,1779574731557,1779574731585,1779574731585,1779574731582,1779574731616,33,0,28,5,34,67,12.7610
210,60,1779574731615,1779574731615,1779574731624,1779574731627,1779574731627,1779574731647,1779574731680,32,0,3,29,33,65,13.3010
211,61,1779574731647,1779574731647,1779574731656,1779574731688,1779574731688,1779574731713,1779574731745,66,0,32,34,32,98,12.6874
212,63,1779574731712,1779574731712,1779574731721,1779574731723,1779574731723,1779574731745,1779574731779,33,0,2,31,34,67,12.2245
213,64,1779574731745,1779574731745,1779574731754,1779574731763,1779574731763,1779574731779,1779574731811,34,0,9,25,32,66,11.6496
215,66,1779574731811,1779574731811,1779574731820,1779574731823,1779574731857,1779574731852,1779574731884,41,34,3,4,32,73,12.1605
217,68,1779574731884,1779574731884,1779574731893,1779574731898,1779574731958,1779574731966,1779574731970,82,60,5,17,4,86,12.6687
218,70,1779574731970,1779574731970,1779574731979,1779574731992,1779574731992,1779574732004,1779574732037,34,0,13,21,33,67,14.0771
219,71,1779574732003,1779574732003,1779574732012,1779574732034,1779574732034,1779574732037,1779574732070,34,0,22,12,33,67,13.7823
220,73,1779574732070,1779574732070,1779574732078,1779574732096,1779574732097,1779574732103,1779574732146,33,1,18,14,43,76,13.7645
221,74,1779574732103,1779574732103,1779574732111,1779574732130,1779574732130,1779574732145,1779574732169,42,0,19,23,24,66,13.7074
222,75,1779574732145,1779574732145,1779574732154,1779574732171,1779574732171,1779574732169,1779574732201,24,0,17,7,32,56,13.0578
223,77,1779574732201,1779574732201,1779574732210,1779574732232,1779574732232,1779574732234,1779574732267,33,0,22,11,33,66,12.4737
224,78,1779574732233,1779574732233,1779574732242,1779574732266,1779574732266,1779574732267,1779574732299,34,0,24,10,32,66,11.9945
226,80,1779574732299,1779574732299,1779574732308,1779574732368,1779574732369,1779574732372,1779574732376,73,1,60,12,4,77,12.6041
227,82,1779574732376,1779574732376,1779574732385,1779574732404,1779574732405,1779574732408,1779574732450,32,1,19,12,42,74,13.8899
