t3_recv,tq_dequeue,cmd_seq,t0,t1,action_type,action_data
1779565485368,1779565485393,1,1779565485362,1779565485362,delta,"0,0.05"
1779565485373,1779565485393,2,1779565485362,1779565485368,delta,"0,0.05"
1779565485404,1779565485426,3,1779565485362,1779565485399,delta,"0,0.05"
1779565485436,1779565485464,4,1779565485362,1779565485431,delta,"0,0.05"
1779565485469,1779565485515,5,1779565485362,1779565485464,delta,"0,0.05"
1779565485500,1779565485515,6,1779565485362,1779565485496,delta,"0,0.05"
1779565485533,1779565485548,7,1779565485362,1779565485528,delta,"0,0.05"
1779565485565,1779565485586,8,1779565485362,1779565485560,delta,"0,0.05"
1779565485597,1779565485636,9,1779565485362,1779565485592,delta,"0,0.05"
1779565485629,1779565485636,10,1779565485362,1779565485624,delta,"0,0.05"
1779565485661,1779565485669,11,1779565485362,1779565485656,delta,"0,0.05"
1779565485733,1779565485757,12,1779565485362,1779565485728,delta,"0,0.05"
1779565485736,1779565485757,13,1779565485362,1779565485731,delta,"0,0.05"
1779565485768,1779565485790,14,1779565485362,1779565485764,delta,"0,0.05"
1779565485807,1779565485828,15,1779565485362,1779565485803,delta,"0,0.05"
1779565485847,1779565485878,16,1779565485362,1779565485842,delta,"0,0.05"
1779565485878,1779565485878,17,1779565485362,1779565485873,delta,"0,0.05"
1779565485910,1779565485912,18,1779565485362,1779565485905,delta,"0,0.05"
1779565485942,1779565485949,19,1779565485362,1779565485937,delta,"0,0.05"
1779565485975,1779565485999,20,1779565485362,1779565485970,delta,"0,0.05"
1779565486007,1779565486033,21,1779565485362,1779565486002,delta,"0,0.05"
1779565486039,1779565486071,22,1779565485362,1779565486034,delta,"0,0.05"
1779565486072,1779565486120,23,1779565485362,1779565486066,delta,"0,0.05"
1779565486103,1779565486120,24,1779565485362,1779565486098,delta,"0,0.05"
1779565486135,1779565486153,25,1779565485362,1779565486130,delta,"0,0.05"
1779565486168,1779565486191,26,1779565485362,1779565486163,delta,"0,0.05"
1779565486208,1779565486241,27,1779565485362,1779565486203,delta,"0,0.05"
1779565486278,1779565486311,28,1779565485362,1779565486273,delta,"0,0.05"
1779565486281,1779565486311,29,1779565485362,1779565486276,delta,"0,0.05"
1779565486313,1779565486360,30,1779565485362,1779565486308,delta,"0,0.05"
1779565486345,1779565486361,31,1779565485362,1779565486340,delta,"0,0.05"
1779565486377,1779565486395,32,1779565485362,1779565486372,delta,"0,0.05"
1779565486409,1779565486434,33,1779565485362,1779565486404,delta,"0,0.05"
1779565486442,1779565486485,34,1779565485362,1779565486437,delta,"0,0.05"
1779565486475,1779565486485,35,1779565485362,1779565486469,delta,"0,0.05"
1779565486506,1779565486524,36,1779565485362,1779565486501,delta,"0,0.05"
1779565486538,1779565486567,37,1779565485362,1779565486533,delta,"0,0.05"
1779565486570,1779565486619,38,1779565485362,1779565486565,delta,"0,0.05"
1779565486603,1779565486619,39,1779565485362,1779565486598,delta,"0,0.05"
1779565486635,1779565486661,40,1779565485362,1779565486630,delta,"0,0.05"
