seq,cmd_seq_echo,T0_ms,T1_ms,T3_ns,TQ_ms,T4_ns,T6_ms,T7_ms,RTT_ms,Processing_ns,QueueDelay_ms,Network_ms,RenderDelay_ms,MTP_ms,Jitter_ms
42,2,1779554278126,1779554278126,1779554278129,1779554278169,1779554278202,1779554278199,1779554278201,73,33,40,0,2,75,22.0637
43,4,1779554278207,1779554278207,1779554278211,1779554278243,1779554278243,1779554278241,1779554278241,34,0,32,2,0,34,20.8206
44,6,1779554278285,1779554278285,1779554278289,1779554278296,1779554278296,1779554278293,1779554278317,8,0,7,1,24,32,21.0245
45,7,1779554278317,1779554278317,1779554278321,1779554278329,1779554278330,1779554278327,1779554278351,10,1,8,1,24,34,19.7180
46,8,1779554278351,1779554278351,1779554278355,1779554278369,1779554278370,1779554278367,1779554278386,16,1,14,1,19,35,18.8152
47,9,1779554278386,1779554278386,1779554278390,1779554278422,1779554278422,1779554278420,1779554278421,34,0,32,2,1,35,18.7977
48,10,1779554278421,1779554278421,1779554278425,1779554278456,1779554278456,1779554278453,1779554278455,32,0,31,1,2,34,17.7046
49,12,1779554278489,1779554278489,1779554278494,1779554278497,1779554278497,1779554278494,1779554278523,5,0,3,2,29,34,18.3175
50,13,1779554278523,1779554278523,1779554278527,1779554278549,1779554278550,1779554278547,1779554278559,24,1,22,1,12,36,18.2932
51,14,1779554278559,1779554278559,1779554278562,1779554278584,1779554278584,1779554278581,1779554278593,22,0,22,0,12,34,17.1513
52,15,1779554278593,1779554278593,1779554278596,1779554278623,1779554278623,1779554278621,1779554278627,28,0,27,1,6,34,16.3491
54,17,1779554278671,1779554278671,1779554278675,1779554278676,1779554278714,1779554278712,1779554278744,41,38,1,2,32,73,20.3467
55,19,1779554278748,1779554278748,1779554278752,1779554278752,1779554278752,1779554278749,1779554278782,1,0,0,1,33,34,19.0784
56,20,1779554278782,1779554278782,1779554278786,1779554278808,1779554278808,1779554278805,1779554278817,23,0,22,1,12,35,19.2210
57,21,1779554278816,1779554278816,1779554278820,1779554278844,1779554278844,1779554278841,1779554278851,25,0,24,1,10,35,18.1264
58,22,1779554278851,1779554278851,1779554278855,1779554278885,1779554278885,1779554278882,1779554278885,31,0,30,1,3,34,17.4371
59,24,1779554278919,1779554278919,1779554278923,1779554278937,1779554278938,1779554278935,1779554278953,16,1,14,1,18,34,17.3220
60,25,1779554278953,1779554278953,1779554278958,1779554278971,1779554278971,1779554278968,1779554278988,15,0,13,2,20,35,16.3473
61,26,1779554278988,1779554278988,1779554278992,1779554279011,1779554279011,1779554279008,1779554279022,20,0,19,1,14,34,15.6879
62,28,1779554279057,1779554279057,1779554279061,1779554279066,1779554279066,1779554279063,1779554279091,6,0,5,1,28,34,15.5806
63,29,1779554279091,1779554279091,1779554279095,1779554279101,1779554279102,1779554279099,1779554279126,8,1,6,1,27,35,14.6572
64,30,1779554279126,1779554279126,1779554279130,1779554279142,1779554279142,1779554279139,1779554279161,13,0,12,1,22,35,14.0822
65,31,1779554279161,1779554279161,1779554279165,1779554279195,1779554279196,1779554279193,1779554279206,32,1,30,1,13,45,13.7582
67,32,1779554279206,1779554279206,1779554279210,1779554279229,1779554279269,1779554279267,1779554279280,61,40,19,2,13,74,16.9706
68,34,1779554279284,1779554279284,1779554279289,1779554279323,1779554279323,1779554279320,1779554279324,36,0,34,2,4,40,16.5208
69,35,1779554279324,1779554279324,1779554279327,1779554279358,1779554279358,1779554279355,1779554279362,31,0,31,0,7,38,15.6970
70,36,1779554279362,1779554279362,1779554279367,1779554279400,1779554279400,1779554279397,1779554279402,35,0,33,2,5,40,14.8626
71,38,1779554279440,1779554279440,1779554279444,1779554279452,1779554279452,1779554279450,1779554279480,10,0,8,2,30,40,15.5264
72,39,1779554279479,1779554279479,1779554279483,1779554279485,1779554279485,1779554279482,1779554279519,3,0,2,1,37,40,14.9478
73,40,1779554279519,1779554279519,1779554279522,1779554279524,1779554279525,1779554279522,1779554279553,3,1,2,0,31,34,14.3841
74,41,1779554279553,1779554279553,1779554279556,1779554279577,1779554279577,1779554279575,1779554279587,22,0,21,1,12,34,14.6325
75,42,1779554279587,1779554279587,1779554279591,1779554279611,1779554279611,1779554279608,1779554279622,21,0,20,1,14,35,13.7898
76,43,1779554279622,1779554279622,1779554279625,1779554279650,1779554279650,1779554279647,1779554279657,25,0,25,0,10,35,13.1679
77,45,1779554279699,1779554279699,1779554279703,1779554279703,1779554279704,1779554279701,1779554279732,2,1,0,1,31,33,13.6905
79,46,1779554279732,1779554279732,1779554279737,1779554279776,1779554279776,1779554279773,1779554279776,41,0,39,2,3,44,15.0934
80,48,1779554279809,1779554279809,1779554279813,1779554279829,1779554279829,1779554279826,1779554279843,17,0,16,1,17,34,15.0308
81,49,1779554279843,1779554279843,1779554279848,1779554279862,1779554279862,1779554279859,1779554279878,16,0,14,2,19,35,14.1835
82,50,1779554279878,1779554279878,1779554279882,1779554279902,1779554279902,1779554279899,1779554279912,21,0,20,1,13,34,13.6465
83,52,1779554279947,1779554279947,1779554279950,1779554279955,1779554279956,1779554279953,1779554279981,6,1,5,0,28,34,13.7102
84,53,1779554279981,1779554279981,1779554279985,1779554279989,1779554279989,1779554279986,1779554280016,5,0,4,1,30,35,12.9926
85,54,1779554280016,1779554280016,1779554280020,1779554280028,1779554280029,1779554280026,1779554280050,10,1,8,1,24,34,12.5320
86,55,1779554280050,1779554280050,1779554280054,1779554280082,1779554280082,1779554280080,1779554280084,30,0,28,2,4,34,12.9890
87,56,1779554280084,1779554280084,1779554280088,1779554280116,1779554280116,1779554280113,1779554280119,29,0,28,1,6,35,12.2905
88,57,1779554280119,1779554280119,1779554280123,1779554280155,1779554280155,1779554280152,1779554280154,33,0,32,1,2,35,11.8105
90,59,1779554280197,1779554280197,1779554280201,1779554280208,1779554280241,1779554280238,1779554280271,41,33,7,1,33,74,16.1940
91,60,1779554280271,1779554280271,1779554280275,1779554280280,1779554280281,1779554280278,1779554280311,7,1,5,1,33,40,15.1980
92,62,1779554280311,1779554280311,1779554280314,1779554280334,1779554280334,1779554280331,1779554280345,20,0,20,0,14,34,15.3992
93,63,1779554280345,1779554280345,1779554280349,1779554280368,1779554280368,1779554280365,1779554280379,20,0,19,1,14,34,14.4476
94,64,1779554280379,1779554280379,1779554280383,1779554280408,1779554280408,1779554280405,1779554280414,26,0,25,1,9,35,13.9045
95,66,1779554280448,1779554280448,1779554280452,1779554280461,1779554280461,1779554280458,1779554280483,10,0,9,1,25,35,14.0398
