seq,cmd_seq_echo,T0_ms,T1_ms,T3_ns,TQ_ms,T4_ns,T6_ms,T7_ms,RTT_ms,Processing_ns,QueueDelay_ms,Network_ms,RenderDelay_ms,MTP_ms,Jitter_ms
137,2,1779564425198,1779564425198,1779564425207,1779564425216,1779564425216,1779564425208,1779564425231,10,0,9,1,23,33,21.3050
138,3,1779564425231,1779564425231,1779564425239,1779564425253,1779564425253,1779564425246,1779564425265,15,0,14,1,19,34,20.1336
139,4,1779564425265,1779564425265,1779564425274,1779564425304,1779564425304,1779564425296,1779564425300,31,0,30,1,4,35,19.8980
140,5,1779564425300,1779564425300,1779564425308,1779564425336,1779564425337,1779564425329,1779564425338,29,1,28,0,9,38,18.9877
141,6,1779564425338,1779564425338,1779564425347,1779564425374,1779564425375,1779564425367,1779564425376,29,1,27,1,9,38,17.8060
143,8,1779564425416,1779564425416,1779564425425,1779564425426,1779564425460,1779564425452,1779564425455,36,34,1,1,3,39,19.3773
144,9,1779564425455,1779564425455,1779564425464,1779564425497,1779564425498,1779564425490,1779564425493,35,1,33,1,3,38,18.1881
146,11,1779564425538,1779564425538,1779564425546,1779564425548,1779564425581,1779564425573,1779564425574,35,33,2,0,1,36,19.8665
147,12,1779564425574,1779564425574,1779564425583,1779564425619,1779564425619,1779564425611,1779564425617,37,0,36,1,6,43,18.9354
148,13,1779564425617,1779564425617,1779564425626,1779564425670,1779564425670,1779564425662,1779564425691,45,0,44,1,29,74,19.2012
149,14,1779564425691,1779564425691,1779564425700,1779564425703,1779564425703,1779564425696,1779564425729,5,0,3,2,33,38,18.2956
150,16,1779564425729,1779564425729,1779564425738,1779564425741,1779564425741,1779564425734,1779564425764,5,0,3,2,30,35,17.3536
151,17,1779564425764,1779564425764,1779564425773,1779564425791,1779564425791,1779564425784,1779564425798,20,0,18,2,14,34,17.2717
152,18,1779564425798,1779564425798,1779564425807,1779564425825,1779564425825,1779564425817,1779564425832,19,0,18,1,15,34,16.2275
153,19,1779564425832,1779564425832,1779564425841,1779564425865,1779564425865,1779564425857,1779564425869,25,0,24,1,12,37,15.4191
154,20,1779564425869,1779564425869,1779564425878,1779564425916,1779564425916,1779564425909,1779564425909,40,0,38,2,0,40,15.1496
155,21,1779564425909,1779564425909,1779564425918,1779564425950,1779564425950,1779564425942,1779564425943,33,0,32,1,1,34,14.2155
156,23,1779564425977,1779564425977,1779564425986,1779564425987,1779564425987,1779564425980,1779564426012,3,0,1,2,32,35,15.3085
157,24,1779564426012,1779564426012,1779564426021,1779564426038,1779564426038,1779564426030,1779564426046,18,0,17,1,16,34,15.3864
159,25,1779564426046,1779564426046,1779564426055,1779564426070,1779564426108,1779564426100,1779564426122,54,38,15,1,22,76,18.3171
160,27,1779564426126,1779564426126,1779564426135,1779564426158,1779564426158,1779564426151,1779564426161,25,0,23,2,10,35,17.9069
161,28,1779564426161,1779564426161,1779564426170,1779564426193,1779564426193,1779564426185,1779564426204,24,0,23,1,19,43,17.3413
162,29,1779564426204,1779564426204,1779564426212,1779564426231,1779564426231,1779564426223,1779564426237,19,0,19,0,14,33,16.5964
163,31,1779564426271,1779564426271,1779564426279,1779564426286,1779564426286,1779564426278,1779564426306,7,0,7,0,28,35,16.4487
164,32,1779564426306,1779564426306,1779564426315,1779564426319,1779564426319,1779564426312,1779564426340,6,0,4,2,28,34,15.4861
165,33,1779564426340,1779564426340,1779564426349,1779564426359,1779564426359,1779564426352,1779564426375,12,0,10,2,23,35,14.8436
166,34,1779564426375,1779564426375,1779564426384,1779564426410,1779564426411,1779564426403,1779564426409,28,1,26,1,6,34,15.0289
167,35,1779564426409,1779564426409,1779564426417,1779564426443,1779564426443,1779564426436,1779564426443,27,0,26,1,7,34,14.2550
168,36,1779564426443,1779564426443,1779564426453,1779564426481,1779564426481,1779564426474,1779564426478,31,0,28,3,4,35,13.5938
169,38,1779564426512,1779564426512,1779564426521,1779564426530,1779564426531,1779564426523,1779564426547,11,1,9,1,24,35,13.9283
170,39,1779564426547,1779564426547,1779564426555,1779564426563,1779564426564,1779564426556,1779564426582,9,1,8,0,26,35,13.1909
172,40,1779564426582,1779564426582,1779564426591,1779564426602,1779564426653,1779564426645,1779564426659,63,51,11,1,14,77,16.9928
173,42,1779564426663,1779564426663,1779564426671,1779564426688,1779564426688,1779564426681,1779564426698,18,0,17,1,17,35,16.2358
174,43,1779564426698,1779564426698,1779564426706,1779564426726,1779564426726,1779564426718,1779564426740,20,0,20,0,22,42,15.5124
175,44,1779564426740,1779564426740,1779564426749,1779564426777,1779564426777,1779564426770,1779564426774,30,0,28,2,4,34,15.6292
176,45,1779564426774,1779564426774,1779564426783,1779564426810,1779564426810,1779564426803,1779564426808,29,0,27,2,5,34,14.7123
177,46,1779564426808,1779564426808,1779564426817,1779564426848,1779564426848,1779564426840,1779564426843,32,0,31,1,3,35,13.9950
178,48,1779564426877,1779564426877,1779564426886,1779564426897,1779564426898,1779564426890,1779564426917,13,1,11,1,27,40,14.6241
179,49,1779564426917,1779564426917,1779564426925,1779564426930,1779564426931,1779564426923,1779564426954,6,1,5,0,31,37,13.9622
180,50,1779564426954,1779564426954,1779564426963,1779564426968,1779564426968,1779564426961,1779564426988,7,0,5,2,27,34,13.2724
181,51,1779564426988,1779564426988,1779564426997,1779564427019,1779564427019,1779564427011,1779564427023,23,0,22,1,12,35,13.4323
182,52,1779564427023,1779564427023,1779564427031,1779564427052,1779564427052,1779564427045,1779564427058,22,0,21,1,13,35,12.7171
183,53,1779564427058,1779564427058,1779564427067,1779564427089,1779564427090,1779564427082,1779564427092,24,1,22,1,10,34,12.1633
