seq,cmd_seq_echo,T0_ms,T1_ms,T3_ns,TQ_ms,T4_ns,T6_ms,T7_ms,RTT_ms,Processing_ns,QueueDelay_ms,Network_ms,RenderDelay_ms,MTP_ms,Jitter_ms
52,2,1779558526247,1779558526252,1779558526260,1779558526284,1779558526284,1779558526277,1779558526284,25,0,24,1,7,32,10.6234
53,3,1779558526247,1779558526284,1779558526292,1779558526317,1779558526317,1779558526310,1779558526316,26,0,25,1,6,32,10.0276
54,4,1779558526247,1779558526316,1779558526324,1779558526355,1779558526355,1779558526348,1779558526349,32,0,31,1,1,33,9.7619
55,6,1779558526247,1779558526381,1779558526389,1779558526405,1779558526405,1779558526398,1779558526413,17,0,16,1,15,32,10.0429
56,7,1779558526247,1779558526413,1779558526421,1779558526438,1779558526438,1779558526430,1779558526445,17,0,17,0,15,32,9.4496
57,8,1779558526247,1779558526445,1779558526453,1779558526476,1779558526476,1779558526469,1779558526477,24,0,23,1,8,32,9.2545
58,10,1779558526247,1779558526509,1779558526518,1779558526526,1779558526526,1779558526519,1779558526541,10,0,8,2,22,32,9.5106
59,11,1779558526247,1779558526541,1779558526549,1779558526559,1779558526559,1779558526552,1779558526573,11,0,10,1,21,32,8.9364
60,12,1779558526247,1779558526573,1779558526581,1779558526597,1779558526597,1779558526590,1779558526605,17,0,16,1,15,32,8.7351
63,15,1779558526247,1779558526680,1779558526689,1779558526718,1779558526719,1779558526711,1779558526713,31,1,29,1,2,33,8.5505
64,17,1779558526247,1779558526752,1779558526760,1779558526769,1779558526769,1779558526762,1779558526783,10,0,9,1,21,31,9.2714
65,18,1779558526247,1779558526783,1779558526791,1779558526803,1779558526803,1779558526796,1779558526815,13,0,12,1,19,32,8.8823
66,19,1779558526247,1779558526815,1779558526823,1779558526841,1779558526841,1779558526834,1779558526847,19,0,18,1,13,32,8.6325
67,21,1779558526247,1779558526879,1779558526888,1779558526891,1779558526891,1779558526884,1779558526912,5,0,3,2,28,33,9.0353
68,22,1779558526247,1779558526912,1779558526920,1779558526925,1779558526925,1779558526918,1779558526944,6,0,5,1,26,32,8.5973
69,23,1779558526247,1779558526944,1779558526952,1779558526963,1779558526963,1779558526957,1779558526976,13,0,11,2,19,32,8.4287
70,24,1779558526247,1779558526976,1779558526984,1779558527014,1779558527014,1779558527006,1779558527009,30,0,30,0,3,33,9.0339
71,25,1779558526247,1779558527008,1779558527017,1779558527047,1779558527047,1779558527040,1779558527040,32,0,30,2,0,32,8.5662
72,27,1779558526247,1779558527073,1779558527081,1779558527085,1779558527085,1779558527078,1779558527105,5,0,4,1,27,32,9.6780
73,28,1779558526247,1779558527105,1779558527113,1779558527134,1779558527134,1779558527126,1779558527137,21,0,21,0,11,32,10.1207
78,33,1779558526247,1779558527285,1779558527293,1779558527323,1779558527323,1779558527316,1779558527317,31,0,30,1,1,32,9.0655
79,35,1779558526247,1779558527349,1779558527357,1779558527373,1779558527373,1779558527366,1779558527383,17,0,16,1,17,34,9.4771
80,36,1779558526247,1779558527382,1779558527391,1779558527405,1779558527405,1779558527398,1779558527414,16,0,14,2,16,32,8.9949
81,37,1779558526247,1779558527414,1779558527422,1779558527443,1779558527443,1779558527436,1779558527446,22,0,21,1,10,32,8.7868
82,39,1779558526247,1779558527478,1779558527486,1779558527494,1779558527494,1779558527487,1779558527510,9,0,8,1,23,32,9.0984
83,40,1779558526247,1779558527510,1779558527518,1779558527527,1779558527527,1779558527520,1779558527543,10,0,9,1,23,33,8.5451
84,41,1779558526247,1779558527543,1779558527551,1779558527566,1779558527566,1779558527559,1779558527574,16,0,15,1,15,31,8.4758
85,43,1779558526247,1779558527606,1779558527615,1779558527616,1779558527616,1779558527609,1779558527639,3,0,1,2,30,33,8.8645
88,46,1779558526247,1779558527715,1779558527723,1779558527735,1779558527735,1779558527728,1779558527748,13,0,12,1,20,33,8.6988
89,47,1779558526247,1779558527747,1779558527756,1779558527768,1779558527768,1779558527761,1779558527788,14,0,12,2,27,41,8.6404
90,48,1779558526247,1779558527788,1779558527796,1779558527805,1779558527805,1779558527798,1779558527819,10,0,9,1,21,31,8.4951
91,49,1779558526247,1779558527819,1779558527827,1779558527855,1779558527855,1779558527847,1779558527852,28,0,28,0,5,33,9.0428
92,50,1779558526247,1779558527852,1779558527860,1779558527887,1779558527887,1779558527880,1779558527884,28,0,27,1,4,32,8.4814
93,51,1779558526247,1779558527884,1779558527892,1779558527924,1779558527924,1779558527917,1779558527918,33,0,32,1,1,34,8.1265
94,52,1779558526247,1779558527918,1779558527926,1779558527974,1779558527974,1779558527967,1779558527983,49,0,48,1,16,65,8.5539
95,53,1779558526247,1779558527983,1779558527991,1779558528007,1779558528007,1779558528000,1779558528022,17,0,16,1,22,39,8.3254
96,54,1779558526247,1779558528022,1779558528030,1779558528045,1779558528045,1779558528038,1779558528060,16,0,15,1,22,38,7.8643
97,56,1779558526247,1779558528064,1779558528072,1779558528095,1779558528095,1779558528088,1779558528097,24,0,23,1,9,33,8.1514
98,57,1779558526247,1779558528097,1779558528105,1779558528128,1779558528128,1779558528121,1779558528133,24,0,23,1,12,36,7.8332
99,58,1779558526247,1779558528133,1779558528141,1779558528165,1779558528165,1779558528158,1779558528169,25,0,24,1,11,36,7.4587
