seq,cmd_seq_echo,T0_ms,T1_ms,T3_ns,TQ_ms,T4_ns,T6_ms,T7_ms,RTT_ms,Processing_ns,QueueDelay_ms,Network_ms,RenderDelay_ms,MTP_ms,Jitter_ms
176,2,1779563754155,1779563754155,1779563754170,1779563754191,1779563754191,1779563754178,1779563754190,23,0,21,2,12,35,19.0888
177,3,1779563754190,1779563754190,1779563754205,1779563754231,1779563754231,1779563754217,1779563754233,27,0,26,1,16,43,18.1937
178,5,1779563754267,1779563754267,1779563754282,1779563754286,1779563754286,1779563754273,1779563754301,6,0,4,2,28,34,17.7667
179,6,1779563754301,1779563754301,1779563754316,1779563754320,1779563754320,1779563754306,1779563754335,5,0,4,1,29,34,16.7211
180,7,1779563754335,1779563754335,1779563754349,1779563754360,1779563754360,1779563754346,1779563754369,11,0,11,0,23,34,16.0285
181,8,1779563754369,1779563754369,1779563754384,1779563754417,1779563754417,1779563754404,1779563754438,35,0,33,2,34,69,15.6822
182,10,1779563754438,1779563754438,1779563754452,1779563754453,1779563754453,1779563754439,1779563754473,1,0,1,0,34,35,14.7038
183,11,1779563754473,1779563754473,1779563754487,1779563754491,1779563754491,1779563754477,1779563754506,4,0,4,0,29,33,14.0496
184,12,1779563754506,1779563754506,1779563754521,1779563754547,1779563754547,1779563754533,1779563754541,27,0,26,1,8,35,14.5270
185,13,1779563754541,1779563754541,1779563754556,1779563754580,1779563754580,1779563754567,1779563754575,26,0,24,2,8,34,13.6524
186,14,1779563754575,1779563754575,1779563754590,1779563754619,1779563754619,1779563754606,1779563754610,31,0,29,2,4,35,13.0829
187,16,1779563754645,1779563754645,1779563754660,1779563754675,1779563754676,1779563754662,1779563754691,17,1,15,1,29,46,13.8250
188,17,1779563754691,1779563754691,1779563754706,1779563754709,1779563754714,1779563754701,1779563754723,10,5,3,2,22,32,13.3314
189,18,1779563754723,1779563754723,1779563754737,1779563754749,1779563754749,1779563754735,1779563754765,12,0,12,0,30,42,12.9538
190,19,1779563754765,1779563754765,1779563754780,1779563754808,1779563754808,1779563754794,1779563754806,29,0,28,1,12,41,13.2834
191,20,1779563754806,1779563754806,1779563754820,1779563754842,1779563754842,1779563754828,1779563754842,22,0,22,0,14,36,12.6116
192,21,1779563754842,1779563754842,1779563754857,1779563754881,1779563754881,1779563754868,1779563754877,26,0,24,2,9,35,12.0941
193,23,1779563754912,1779563754912,1779563754927,1779563754936,1779563754936,1779563754923,1779563754946,11,0,9,2,23,34,12.1254
194,24,1779563754946,1779563754946,1779563754960,1779563754969,1779563754969,1779563754956,1779563754980,10,0,9,1,24,34,11.5233
195,25,1779563754980,1779563754980,1779563754995,1779563755008,1779563755008,1779563754995,1779563755015,15,0,13,2,20,35,11.1550
197,27,1779563755049,1779563755049,1779563755064,1779563755096,1779563755096,1779563755083,1779563755083,34,0,32,2,0,34,12.7112
198,29,1779563755117,1779563755117,1779563755132,1779563755135,1779563755135,1779563755121,1779563755153,4,0,3,1,32,36,13.8389
199,30,1779563755153,1779563755153,1779563755167,1779563755190,1779563755191,1779563755177,1779563755197,24,1,23,0,20,44,13.7434
202,33,1779563755273,1779563755273,1779563755288,1779563755318,1779563755318,1779563755305,1779563755307,32,0,30,2,2,34,16.9249
203,34,1779563755307,1779563755307,1779563755322,1779563755351,1779563755352,1779563755338,1779563755343,31,1,29,1,5,36,15.9656
204,36,1779563755376,1779563755376,1779563755390,1779563755390,1779563755390,1779563755377,1779563755411,1,0,0,1,34,35,16.8467
205,37,1779563755411,1779563755411,1779563755425,1779563755445,1779563755445,1779563755432,1779563755445,21,0,20,1,13,34,17.0843
