seq,cmd_seq_echo,T0_ms,T1_ms,T3_ns,TQ_ms,T4_ns,T6_ms,T7_ms,RTT_ms,Processing_ns,QueueDelay_ms,Network_ms,RenderDelay_ms,MTP_ms,Jitter_ms
226,2,1779565485362,1779565485368,1779565485373,1779565485393,1779565485393,1779565485389,1779565485399,21,0,20,1,10,31,10.1829
227,3,1779565485362,1779565485399,1779565485404,1779565485426,1779565485426,1779565485422,1779565485431,23,0,22,1,9,32,9.6152
228,4,1779565485362,1779565485431,1779565485436,1779565485464,1779565485464,1779565485460,1779565485464,29,0,28,1,4,33,9.4096
229,6,1779565485362,1779565485496,1779565485500,1779565485515,1779565485515,1779565485511,1779565485528,15,0,15,0,17,32,9.6947
230,7,1779565485362,1779565485528,1779565485533,1779565485548,1779565485548,1779565485544,1779565485560,16,0,15,1,16,32,9.1507
231,8,1779565485362,1779565485560,1779565485565,1779565485586,1779565485586,1779565485582,1779565485593,22,0,21,1,11,33,8.9211
232,10,1779565485362,1779565485624,1779565485629,1779565485636,1779565485636,1779565485632,1779565485657,8,0,7,1,25,33,9.2486
235,13,1779565485362,1779565485731,1779565485736,1779565485757,1779565485757,1779565485753,1779565485764,22,0,21,1,11,33,8.9961
236,14,1779565485362,1779565485764,1779565485768,1779565485790,1779565485790,1779565485786,1779565485803,22,0,22,0,17,39,8.7472
237,15,1779565485362,1779565485803,1779565485807,1779565485828,1779565485828,1779565485824,1779565485842,21,0,21,0,18,39,8.3664
238,17,1779565485362,1779565485873,1779565485878,1779565485878,1779565485878,1779565485874,1779565485905,1,0,0,1,31,32,8.5863
239,18,1779565485362,1779565485905,1779565485910,1779565485912,1779565485912,1779565485907,1779565485937,2,0,2,0,30,32,8.1051
240,19,1779565485362,1779565485937,1779565485942,1779565485949,1779565485949,1779565485945,1779565485970,8,0,7,1,25,33,7.8880
241,20,1779565485362,1779565485970,1779565485975,1779565485999,1779565485999,1779565485995,1779565486002,25,0,24,1,7,32,8.5090
242,21,1779565485362,1779565486002,1779565486007,1779565486033,1779565486033,1779565486029,1779565486034,27,0,26,1,5,32,8.1044
243,22,1779565485362,1779565486034,1779565486039,1779565486071,1779565486071,1779565486067,1779565486098,33,0,32,1,31,64,9.2501
244,24,1779565485362,1779565486098,1779565486103,1779565486120,1779565486120,1779565486116,1779565486131,18,0,17,1,15,33,9.7265
245,25,1779565485362,1779565486130,1779565486135,1779565486153,1779565486154,1779565486149,1779565486163,19,1,18,0,14,33,9.1950
246,26,1779565485362,1779565486163,1779565486168,1779565486191,1779565486191,1779565486187,1779565486203,24,0,23,1,16,40,8.7990
249,29,1779565485362,1779565486276,1779565486281,1779565486311,1779565486311,1779565486307,1779565486308,31,0,30,1,1,32,8.6230
250,31,1779565485362,1779565486340,1779565486345,1779565486361,1779565486361,1779565486356,1779565486373,16,0,16,0,17,33,8.9901
251,32,1779565485362,1779565486372,1779565486377,1779565486395,1779565486395,1779565486392,1779565486411,20,0,18,2,19,39,8.6205
252,33,1779565485362,1779565486404,1779565486409,1779565486434,1779565486434,1779565486431,1779565486437,27,0,25,2,6,33,8.8716
253,35,1779565485362,1779565486469,1779565486475,1779565486485,1779565486485,1779565486481,1779565486501,12,0,10,2,20,32,9.1791
