seq,cmd_seq_echo,T0_ms,T1_ms,T3_ms,TQ_ms,T4_ms,T6_ms,T7_ms,RTT_ms,Processing_ms,QueueDelay_ms,Network_ms,RenderDelay_ms,MTP_ms,Jitter_ms
86,1,1779576317204,1779576317205,1779576317211,1779576317211,1779576317211,1779576317242,1779576317276,37,0,0,37,34,71,22.6996
87,3,1779576317242,1779576317242,1779576317247,1779576317253,1779576317253,1779576317276,1779576317318,34,0,6,28,42,76,21.3018
88,4,1779576317276,1779576317276,1779576317281,1779576317315,1779576317315,1779576317318,1779576317356,42,0,34,8,38,80,21.2038
89,5,1779576317317,1779576317317,1779576317322,1779576317351,1779576317351,1779576317356,1779576317397,39,0,29,10,41,80,20.0774
90,6,1779576317356,1779576317356,1779576317360,1779576317392,1779576317392,1779576317397,1779576317428,41,0,32,9,31,72,19.4776
91,8,1779576317428,1779576317428,1779576317434,1779576317454,1779576317454,1779576317461,1779576317494,33,0,20,13,33,66,18.3972
92,9,1779576317461,1779576317461,1779576317465,1779576317489,1779576317489,1779576317494,1779576317526,33,0,24,9,32,65,17.2980
93,10,1779576317493,1779576317493,1779576317498,1779576317530,1779576317530,1779576317559,1779576317592,66,0,32,34,33,99,17.6838
94,12,1779576317559,1779576317559,1779576317564,1779576317593,1779576317593,1779576317625,1779576317658,66,0,29,37,33,99,16.6186
95,14,1779576317624,1779576317624,1779576317629,1779576317631,1779576317631,1779576317657,1779576317726,33,0,2,31,69,102,17.6145
96,15,1779576317657,1779576317657,1779576317662,1779576317670,1779576317670,1779576317726,1779576317730,69,0,8,61,4,73,18.9629
97,16,1779576317726,1779576317726,1779576317731,1779576317733,1779576317733,1779576317764,1779576317837,38,0,2,36,73,111,20.8672
99,18,1779576317764,1779576317764,1779576317769,1779576317769,1779576317813,1779576317837,1779576317844,73,44,0,29,7,80,24.3977
101,20,1779576317844,1779576317844,1779576317848,1779576317879,1779576317916,1779576317916,1779576317920,72,37,31,4,4,76,24.3476
102,23,1779576317952,1779576317952,1779576317957,1779576317959,1779576317959,1779576317985,1779576318017,33,0,2,31,32,65,26.2576
103,24,1779576317985,1779576317985,1779576317990,1779576318021,1779576318022,1779576318050,1779576318083,65,1,31,33,33,98,24.7077
104,25,1779576318017,1779576318017,1779576318023,1779576318057,1779576318057,1779576318083,1779576318116,66,0,34,32,33,99,23.2622
105,27,1779576318083,1779576318083,1779576318087,1779576318103,1779576318103,1779576318115,1779576318148,32,0,16,16,33,65,22.7009
106,29,1779576318148,1779576318148,1779576318153,1779576318166,1779576318166,1779576318181,1779576318214,33,0,13,20,33,66,21.3449
107,30,1779576318181,1779576318181,1779576318186,1779576318202,1779576318202,1779576318214,1779576318246,33,0,16,17,32,65,20.3014
108,31,1779576318214,1779576318214,1779576318219,1779576318244,1779576318244,1779576318246,1779576318280,32,0,25,7,34,66,19.2891
109,33,1779576318279,1779576318279,1779576318285,1779576318306,1779576318306,1779576318314,1779576318355,35,0,21,14,41,76,18.8005
110,34,1779576318314,1779576318314,1779576318318,1779576318342,1779576318342,1779576318355,1779576318393,41,0,24,17,38,79,17.6630
111,35,1779576318355,1779576318355,1779576318359,1779576318385,1779576318385,1779576318392,1779576318433,37,0,26,11,41,78,16.6587
112,37,1779576318433,1779576318433,1779576318437,1779576318448,1779576318448,1779576318464,1779576318497,31,0,11,20,33,64,15.6683
113,38,1779576318464,1779576318464,1779576318469,1779576318484,1779576318484,1779576318497,1779576318530,33,0,15,18,33,66,14.8638
114,39,1779576318496,1779576318497,1779576318501,1779576318528,1779576318528,1779576318530,1779576318562,33,0,27,6,32,65,14.8362
115,42,1779576318595,1779576318595,1779576318599,1779576318600,1779576318600,1779576318628,1779576318661,33,0,1,32,33,66,15.6609
116,43,1779576318627,1779576318627,1779576318632,1779576318634,1779576318634,1779576318661,1779576318694,34,0,2,32,33,67,14.7893
117,44,1779576318660,1779576318660,1779576318665,1779576318675,1779576318675,1779576318694,1779576318726,34,0,10,24,32,66,14.3762
118,46,1779576318726,1779576318726,1779576318730,1779576318736,1779576318736,1779576318759,1779576318793,33,0,6,27,34,67,13.5764
119,47,1779576318758,1779576318758,1779576318763,1779576318770,1779576318771,1779576318793,1779576318868,35,1,7,27,75,110,15.4016
120,48,1779576318792,1779576318792,1779576318797,1779576318812,1779576318812,1779576318868,1779576318873,76,0,15,61,5,81,16.7332
122,50,1779576318872,1779576318872,1779576318877,1779576318909,1779576318909,1779576318947,1779576318980,75,0,32,43,33,108,18.7622
123,51,1779576318905,1779576318905,1779576318910,1779576318949,1779576318949,1779576318980,1779576319013,75,0,39,36,33,108,18.1130
124,53,1779576318980,1779576318980,1779576318985,1779576319013,1779576319013,1779576319013,1779576319047,33,0,28,5,34,67,18.7610
125,55,1779576319046,1779576319046,1779576319051,1779576319078,1779576319078,1779576319079,1779576319112,33,0,27,6,33,66,17.6865
126,57,1779576319112,1779576319112,1779576319117,1779576319119,1779576319119,1779576319145,1779576319177,33,0,2,31,32,65,17.9718
127,59,1779576319177,1779576319177,1779576319182,1779576319185,1779576319185,1779576319210,1779576319243,33,0,3,30,33,66,16.9512
128,60,1779576319210,1779576319210,1779576319215,1779576319220,1779576319221,1779576319243,1779576319276,33,1,5,27,33,66,15.9516
129,61,1779576319242,1779576319243,1779576319248,1779576319261,1779576319261,1779576319276,1779576319309,33,0,13,20,33,66,15.4321
130,63,1779576319309,1779576319309,1779576319314,1779576319322,1779576319322,1779576319351,1779576319388,42,0,8,34,37,79,15.5455
131,64,1779576319351,1779576319351,1779576319355,1779576319357,1779576319357,1779576319388,1779576319433,37,0,2,35,45,82,15.0956
132,65,1779576319388,1779576319388,1779576319393,1779576319397,1779576319397,1779576319433,1779576319467,45,0,4,41,34,79,14.5722
133,66,1779576319432,1779576319432,1779576319437,1779576319459,1779576319460,1779576319467,1779576319505,35,1,22,12,38,73,15.1595
134,67,1779576319467,1779576319467,1779576319471,1779576319493,1779576319494,1779576319505,1779576319541,38,1,22,15,36,74,14.4892
135,68,1779576319505,1779576319505,1779576319509,1779576319534,1779576319534,1779576319541,1779576319577,36,0,25,11,36,72,13.8997
136,70,1779576319577,1779576319577,1779576319583,1779576319597,1779576319597,1779576319613,1779576319650,36,0,14,22,37,73,13.6773
137,71,1779576319613,1779576319613,1779576319618,1779576319631,1779576319631,1779576319650,1779576319683,37,0,13,24,33,70,12.9683
138,72,1779576319649,1779576319649,1779576319654,1779576319672,1779576319672,1779576319683,1779576319715,34,0,18,16,32,66,12.7851
139,74,1779576319715,1779576319715,1779576319720,1779576319733,1779576319733,1779576319748,1779576319781,33,0,13,20,33,66,12.5360
140,75,1779576319748,1779576319748,1779576319752,1779576319767,1779576319768,1779576319781,1779576319814,33,1,15,17,33,66,11.8395
141,76,1779576319781,1779576319781,1779576319785,1779576319809,1779576319809,1779576319814,1779576319847,33,0,24,9,33,66,11.7089
142,78,1779576319847,1779576319847,1779576319851,1779576319871,1779576319871,1779576319887,1779576319962,40,0,20,20,75,115,14.3068
144,79,1779576319887,1779576319887,1779576319892,1779576319906,1779576319947,1779576319962,1779576319966,75,41,14,20,4,79,18.0576
145,82,1779576319999,1779576319999,1779576320004,1779576320008,1779576320008,1779576320033,1779576320066,34,0,4,30,33,67,19.5407
146,83,1779576320032,1779576320032,1779576320037,1779576320043,1779576320043,1779576320066,1779576320098,34,0,6,28,32,66,18.5879
147,84,1779576320065,1779576320065,1779576320070,1779576320084,1779576320084,1779576320098,1779576320131,33,0,14,19,33,66,18.0039
148,86,1779576320131,1779576320131,1779576320136,1779576320147,1779576320147,1779576320164,1779576320201,33,0,11,22,37,70,17.4221
149,87,1779576320164,1779576320164,1779576320169,1779576320182,1779576320182,1779576320201,1779576320233,37,0,13,24,32,69,16.6313
150,88,1779576320201,1779576320201,1779576320205,1779576320222,1779576320222,1779576320233,1779576320266,32,0,17,15,33,65,15.8376
151,90,1779576320266,1779576320266,1779576320271,1779576320284,1779576320284,1779576320299,1779576320378,33,0,13,20,79,112,17.9028
153,91,1779576320299,1779576320299,1779576320304,1779576320319,1779576320361,1779576320378,1779576320382,79,42,15,22,4,83,21.4111
154,94,1779576320414,1779576320414,1779576320419,1779576320422,1779576320422,1779576320455,1779576320486,41,0,3,38,31,72,22.8856
156,96,1779576320486,1779576320486,1779576320491,1779576320500,1779576320500,1779576320519,1779576320551,33,0,9,24,32,65,20.8895
157,98,1779576320551,1779576320551,1779576320556,1779576320562,1779576320562,1779576320584,1779576320617,33,0,6,27,33,66,19.7769
158,99,1779576320584,1779576320584,1779576320588,1779576320597,1779576320597,1779576320616,1779576320649,32,0,9,23,33,65,18.8159
159,100,1779576320616,1779576320616,1779576320621,1779576320637,1779576320637,1779576320649,1779576320682,33,0,16,17,33,66,18.1637
160,102,1779576320681,1779576320682,1779576320686,1779576320699,1779576320699,1779576320714,1779576320747,32,0,13,19,33,65,17.3209
161,103,1779576320714,1779576320714,1779576320719,1779576320734,1779576320734,1779576320746,1779576320779,32,0,15,17,33,65,16.4422
162,104,1779576320746,1779576320746,1779576320751,1779576320776,1779576320776,1779576320779,1779576320812,33,0,25,8,33,66,15.9773
164,106,1779576320812,1779576320812,1779576320817,1779576320839,1779576320874,1779576320884,1779576320888,72,35,22,15,4,76,16.4099
165,108,1779576320887,1779576320887,1779576320892,1779576320916,1779576320917,1779576320921,1779576320961,34,1,24,9,40,74,17.3505
167,110,1779576320960,1779576320960,1779576320965,1779576320979,1779576321013,1779576321027,1779576321032,67,34,14,19,5,72,17.8285
168,112,1779576321031,1779576321031,1779576321036,1779576321054,1779576321054,1779576321064,1779576321098,33,0,18,15,34,67,18.2074
169,114,1779576321097,1779576321097,1779576321102,1779576321115,1779576321115,1779576321131,1779576321164,34,0,13,21,33,67,17.2594
170,115,1779576321131,1779576321131,1779576321136,1779576321149,1779576321149,1779576321164,1779576321196,33,0,13,20,32,65,16.2899
171,116,1779576321163,1779576321163,1779576321168,1779576321190,1779576321190,1779576321196,1779576321229,33,0,22,11,33,66,15.8596
172,118,1779576321229,1779576321229,1779576321234,1779576321251,1779576321251,1779576321262,1779576321295,33,0,17,16,33,66,15.1129
173,119,1779576321262,1779576321262,1779576321266,1779576321286,1779576321287,1779576321295,1779576321327,33,1,20,12,32,65,14.2016
174,120,1779576321295,1779576321295,1779576321300,1779576321328,1779576321328,1779576321327,1779576321367,32,0,28,4,40,72,13.5235
175,122,1779576321367,1779576321367,1779576321372,1779576321389,1779576321389,1779576321408,1779576321479,41,0,17,24,71,112,15.7122
177,123,1779576321408,1779576321408,1779576321413,1779576321424,1779576321465,1779576321479,1779576321482,71,41,11,19,3,74,19.1187
178,126,1779576321514,1779576321514,1779576321519,1779576321526,1779576321526,1779576321547,1779576321579,33,0,7,26,32,65,20.1006
179,127,1779576321547,1779576321547,1779576321551,1779576321562,1779576321562,1779576321579,1779576321612,32,0,11,21,33,65,19.1071
180,128,1779576321579,1779576321579,1779576321584,1779576321604,1779576321604,1779576321612,1779576321644,33,0,20,13,32,65,18.4521
181,130,1779576321644,1779576321644,1779576321649,1779576321665,1779576321665,1779576321677,1779576321710,33,0,16,17,33,66,17.7754
182,131,1779576321677,1779576321677,1779576321682,1779576321702,1779576321702,1779576321710,1779576321742,33,0,20,13,32,65,17.3894
183,132,1779576321710,1779576321710,1779576321714,1779576321743,1779576321743,1779576321742,1779576321775,32,0,29,3,33,65,16.5216
184,134,1779576321775,1779576321775,1779576321779,1779576321805,1779576321805,1779576321808,1779576321841,33,0,26,7,33,66,15.6896
185,135,1779576321808,1779576321808,1779576321812,1779576321841,1779576321841,1779576321841,1779576321874,33,0,29,4,33,66,14.9686
186,137,1779576321874,1779576321874,1779576321879,1779576321883,1779576321883,1779576321915,1779576321946,41,0,4,37,31,72,16.0422
187,138,1779576321915,1779576321915,1779576321919,1779576321946,1779576321946,1779576321946,1779576321987,31,0,27,4,41,72,16.3790
188,139,1779576321946,1779576321946,1779576321951,1779576321982,1779576321982,1779576321987,1779576322018,41,0,31,10,31,72,15.6425
190,141,1779576322018,1779576322018,1779576322023,1779576322024,1779576322085,1779576322087,1779576322091,69,61,1,7,4,73,16.6795
191,143,1779576322091,1779576322091,1779576322095,1779576322119,1779576322120,1779576322124,1779576322157,33,1,24,8,33,66,17.7881
192,144,1779576322124,1779576322124,1779576322129,1779576322161,1779576322161,1779576322190,1779576322223,66,0,32,34,33,99,18.0254
193,146,1779576322190,1779576322190,1779576322195,1779576322222,1779576322223,1779576322223,1779576322255,33,1,27,5,32,65,18.7325
194,147,1779576322223,1779576322223,1779576322227,1779576322258,1779576322258,1779576322288,1779576322321,65,0,31,34,33,98,19.3397
195,149,1779576322288,1779576322288,1779576322292,1779576322299,1779576322299,1779576322321,1779576322358,33,0,7,26,37,70,18.3803
196,150,1779576322321,1779576322321,1779576322326,1779576322360,1779576322360,1779576322358,1779576322395,37,0,34,3,37,74,18.5032
197,151,1779576322358,1779576322358,1779576322362,1779576322395,1779576322395,1779576322395,1779576322435,37,0,33,4,40,77,17.6261
199,153,1779576322435,1779576322435,1779576322440,1779576322497,1779576322498,1779576322505,1779576322509,70,1,57,12,4,74,18.3882
200,155,1779576322509,1779576322509,1779576322513,1779576322533,1779576322534,1779576322541,1779576322574,32,1,20,11,33,65,19.2260
201,156,1779576322541,1779576322541,1779576322545,1779576322574,1779576322574,1779576322574,1779576322606,33,0,29,4,32,65,18.6276
202,158,1779576322606,1779576322606,1779576322611,1779576322636,1779576322636,1779576322640,1779576322672,34,0,25,9,32,66,17.5785
203,159,1779576322640,1779576322640,1779576322644,1779576322671,1779576322671,1779576322672,1779576322705,32,0,27,5,33,65,16.5195
204,161,1779576322705,1779576322705,1779576322709,1779576322714,1779576322714,1779576322738,1779576322771,33,0,5,28,33,66,16.8396
205,162,1779576322737,1779576322737,1779576322742,1779576322775,1779576322775,1779576322803,1779576322836,66,0,33,33,33,99,15.9829
206,164,1779576322803,1779576322803,1779576322807,1779576322809,1779576322809,1779576322836,1779576322870,33,0,2,31,34,67,15.1647
207,165,1779576322835,1779576322835,1779576322840,1779576322850,1779576322850,1779576322869,1779576322903,34,0,10,24,34,68,14.6837
208,167,1779576322903,1779576322903,1779576322908,1779576322913,1779576322914,1779576322943,1779576322974,40,1,5,34,31,71,13.9515
209,168,1779576322942,1779576322943,1779576322947,1779576322949,1779576322949,1779576322974,1779576323007,31,0,2,29,33,64,13.2261
210,169,1779576322974,1779576322974,1779576322979,1779576322990,1779576322990,1779576323007,1779576323049,33,0,11,22,42,75,12.4445
211,170,1779576323007,1779576323007,1779576323012,1779576323052,1779576323052,1779576323081,1779576323113,74,0,40,34,32,106,11.7323
212,172,1779576323080,1779576323080,1779576323085,1779576323088,1779576323088,1779576323113,1779576323146,33,0,3,30,33,66,11.2727
213,173,1779576323113,1779576323113,1779576323118,1779576323128,1779576323129,1779576323146,1779576323183,33,1,10,22,37,70,10.7710
214,175,1779576323183,1779576323183,1779576323188,1779576323190,1779576323191,1779576323215,1779576323248,32,1,2,29,33,65,10.4633
215,176,1779576323215,1779576323215,1779576323220,1779576323225,1779576323225,1779576323248,1779576323281,33,0,5,28,33,66,10.0159
216,177,1779576323248,1779576323248,1779576323253,1779576323266,1779576323266,1779576323281,1779576323350,33,0,13,20,69,102,11.1060
217,178,1779576323281,1779576323281,1779576323286,1779576323328,1779576323328,1779576323349,1779576323355,68,0,42,26,6,74,13.9228
218,180,1779576323355,1779576323355,1779576323360,1779576323363,1779576323363,1779576323395,1779576323438,40,0,3,37,43,83,16.2135
219,181,1779576323395,1779576323395,1779576323400,1779576323404,1779576323404,1779576323438,1779576323468,43,0,4,39,30,73,15.9206
220,182,1779576323438,1779576323438,1779576323443,1779576323466,1779576323466,1779576323468,1779576323510,30,0,23,7,42,72,16.1758
221,183,1779576323468,1779576323468,1779576323473,1779576323500,1779576323500,1779576323510,1779576323541,42,0,27,15,31,73,15.4840
222,184,1779576323510,1779576323510,1779576323515,1779576323542,1779576323542,1779576323541,1779576323574,31,0,27,4,33,64,15.0575
223,186,1779576323573,1779576323573,1779576323578,1779576323604,1779576323604,1779576323606,1779576323639,33,0,26,7,33,66,14.2692
224,187,1779576323606,1779576323606,1779576323611,1779576323639,1779576323639,1779576323672,1779576323705,66,0,28,38,33,99,15.2511
225,189,1779576323672,1779576323672,1779576323676,1779576323681,1779576323681,1779576323705,1779576323737,33,0,5,28,32,65,14.9018
226,191,1779576323737,1779576323737,1779576323742,1779576323743,1779576323743,1779576323770,1779576323803,33,0,1,32,33,66,14.2439
227,192,1779576323770,1779576323770,1779576323775,1779576323777,1779576323783,1779576323803,1779576323836,33,6,2,25,33,66,13.5783
228,193,1779576323802,1779576323802,1779576323807,1779576323819,1779576323820,1779576323836,1779576323869,34,1,12,21,33,67,12.9820
229,195,1779576323869,1779576323869,1779576323874,1779576323881,1779576323881,1779576323902,1779576323935,33,0,7,26,33,66,12.3031
230,196,1779576323901,1779576323901,1779576323906,1779576323919,1779576323919,1779576323935,1779576323979,34,0,13,21,44,78,11.7862
231,197,1779576323935,1779576323935,1779576323940,1779576323959,1779576323959,1779576323979,1779576324008,44,0,19,25,29,73,11.6290
232,199,1779576324008,1779576324008,1779576324012,1779576324021,1779576324021,1779576324048,1779576324080,40,0,9,31,32,72,11.4784
233,200,1779576324048,1779576324048,1779576324053,1779576324055,1779576324055,1779576324080,1779576324112,32,0,2,30,32,64,10.7853
234,201,1779576324080,1779576324080,1779576324085,1779576324096,1779576324096,1779576324112,1779576324145,32,0,11,21,33,65,10.6369
235,203,1779576324144,1779576324144,1779576324149,1779576324157,1779576324157,1779576324178,1779576324211,34,0,8,26,33,67,10.3977
236,204,1779576324177,1779576324177,1779576324182,1779576324192,1779576324192,1779576324211,1779576324243,34,0,10,24,32,66,10.0374
237,205,1779576324211,1779576324211,1779576324216,1779576324233,1779576324234,1779576324243,1779576324276,32,1,17,14,33,65,9.8890
238,207,1779576324276,1779576324276,1779576324280,1779576324295,1779576324295,1779576324308,1779576324341,32,0,15,17,33,65,9.4082
239,208,1779576324308,1779576324308,1779576324312,1779576324330,1779576324330,1779576324341,1779576324375,33,0,18,15,34,67,8.9441
240,209,1779576324341,1779576324341,1779576324346,1779576324371,1779576324371,1779576324375,1779576324414,34,0,25,9,39,73,8.5686
242,211,1779576324414,1779576324414,1779576324419,1779576324432,1779576324467,1779576324492,1779576324498,78,35,13,30,6,84,8.6711
243,213,1779576324498,1779576324498,1779576324502,1779576324508,1779576324509,1779576324531,1779576324572,33,1,6,26,41,74,10.0525
244,214,1779576324531,1779576324531,1779576324536,1779576324570,1779576324570,1779576324572,1779576324603,41,0,34,7,31,72,11.2876
245,215,1779576324571,1779576324572,1779576324576,1779576324605,1779576324605,1779576324603,1779576324636,31,0,29,2,33,64,10.7141
246,217,1779576324636,1779576324636,1779576324640,1779576324646,1779576324646,1779576324669,1779576324702,33,0,6,27,33,66,11.5203
247,219,1779576324701,1779576324701,1779576324706,1779576324709,1779576324709,1779576324736,1779576324766,35,0,3,32,30,65,10.9175
248,220,1779576324734,1779576324735,1779576324740,1779576324744,1779576324744,1779576324766,1779576324799,31,0,4,27,33,64,10.4544
249,221,1779576324766,1779576324766,1779576324771,1779576324784,1779576324784,1779576324799,1779576324833,33,0,13,20,34,67,10.2911
250,223,1779576324833,1779576324833,1779576324838,1779576324845,1779576324846,1779576324864,1779576324897,31,1,7,23,33,64,9.7511
251,224,1779576324864,1779576324864,1779576324869,1779576324880,1779576324880,1779576324897,1779576324930,33,0,11,22,33,66,9.2268
252,225,1779576324897,1779576324897,1779576324901,1779576324923,1779576324924,1779576324930,1779576324963,33,1,22,10,33,66,9.4643
253,227,1779576324963,1779576324963,1779576324968,1779576324985,1779576324985,1779576325015,1779576325048,52,0,17,35,33,85,10.5995
255,229,1779576325048,1779576325048,1779576325052,1779576325060,1779576325060,1779576325078,1779576325111,30,0,8,22,33,63,10.1732
256,231,1779576325110,1779576325111,1779576325115,1779576325121,1779576325121,1779576325143,1779576325181,32,0,6,26,38,70,10.0896
257,232,1779576325143,1779576325143,1779576325147,1779576325158,1779576325158,1779576325180,1779576325213,37,0,11,26,33,70,9.9723
258,233,1779576325179,1779576325179,1779576325184,1779576325198,1779576325198,1779576325212,1779576325245,33,0,14,19,33,66,9.6695
259,235,1779576325244,1779576325244,1779576325249,1779576325259,1779576325259,1779576325277,1779576325309,33,0,10,23,32,65,9.2094
260,236,1779576325277,1779576325277,1779576325281,1779576325294,1779576325294,1779576325309,1779576325378,32,0,13,19,69,101,10.9267
261,237,1779576325309,1779576325309,1779576325314,1779576325336,1779576325336,1779576325378,1779576325382,69,0,22,47,4,73,12.5336
262,239,1779576325382,1779576325382,1779576325387,1779576325399,1779576325399,1779576325424,1779576325458,42,0,12,30,34,76,12.4404
263,240,1779576325424,1779576325424,1779576325429,1779576325433,1779576325433,1779576325458,1779576325499,34,0,4,30,41,75,11.8925
264,241,1779576325457,1779576325457,1779576325462,1779576325475,1779576325475,1779576325498,1779576325531,41,0,13,28,33,74,11.7218
266,243,1779576325531,1779576325531,1779576325536,1779576325537,1779576325572,1779576325570,1779576325602,39,35,1,3,32,71,12.4431
267,245,1779576325602,1779576325602,1779576325606,1779576325613,1779576325613,1779576325634,1779576325667,32,0,7,25,33,65,13.0519
268,247,1779576325667,1779576325667,1779576325671,1779576325674,1779576325674,1779576325699,1779576325733,32,0,3,29,34,66,12.3854
269,248,1779576325699,1779576325699,1779576325704,1779576325710,1779576325710,1779576325732,1779576325765,33,0,6,27,33,66,11.7465
270,249,1779576325732,1779576325732,1779576325737,1779576325751,1779576325751,1779576325765,1779576325798,33,0,14,19,33,66,11.6168
271,251,1779576325797,1779576325797,1779576325802,1779576325812,1779576325812,1779576325830,1779576325863,33,0,10,23,33,66,11.2758
272,252,1779576325830,1779576325830,1779576325835,1779576325846,1779576325847,1779576325863,1779576325895,33,1,11,21,32,65,10.8076
273,253,1779576325863,1779576325863,1779576325867,1779576325888,1779576325888,1779576325895,1779576325928,32,0,21,11,33,65,10.4627
274,255,1779576325927,1779576325927,1779576325932,1779576325950,1779576325951,1779576325961,1779576326004,34,1,18,15,43,77,10.5759
275,256,1779576325961,1779576325961,1779576325965,1779576325986,1779576325986,1779576326004,1779576326034,43,0,21,22,30,73,10.2774
276,257,1779576326004,1779576326004,1779576326008,1779576326026,1779576326026,1779576326034,1779576326075,30,0,18,12,41,71,9.6477
277,259,1779576326075,1779576326075,1779576326080,1779576326087,1779576326087,1779576326106,1779576326139,31,0,7,24,33,64,9.2774
278,260,1779576326106,1779576326106,1779576326111,1779576326122,1779576326122,1779576326139,1779576326171,33,0,11,22,32,65,8.9681
279,261,1779576326138,1779576326138,1779576326143,1779576326163,1779576326163,1779576326171,1779576326204,33,0,20,13,33,66,8.6871
280,263,1779576326204,1779576326204,1779576326208,1779576326225,1779576326225,1779576326236,1779576326269,32,0,17,15,33,65,8.3461
281,264,1779576326236,1779576326236,1779576326241,1779576326260,1779576326260,1779576326269,1779576326302,33,0,19,14,33,66,8.0115
282,265,1779576326269,1779576326269,1779576326274,1779576326300,1779576326300,1779576326302,1779576326335,33,0,26,7,33,66,8.0618
283,267,1779576326334,1779576326334,1779576326339,1779576326361,1779576326362,1779576326367,1779576326400,33,1,22,10,33,66,7.9918
284,268,1779576326367,1779576326367,1779576326374,1779576326397,1779576326397,1779576326400,1779576326483,33,0,23,10,83,116,10.3053
285,269,1779576326400,1779576326400,1779576326405,1779576326437,1779576326437,1779576326483,1779576326487,83,0,32,51,4,87,11.9712
286,271,1779576326487,1779576326487,1779576326492,1779576326498,1779576326498,1779576326521,1779576326561,34,0,6,28,40,74,12.2675
287,272,1779576326521,1779576326521,1779576326525,1779576326533,1779576326533,1779576326561,1779576326594,40,0,8,32,33,73,11.7409
288,273,1779576326561,1779576326561,1779576326566,1779576326574,1779576326574,1779576326594,1779576326627,33,0,8,25,33,66,11.5370
289,275,1779576326626,1779576326626,1779576326631,1779576326635,1779576326635,1779576326661,1779576326696,35,0,4,31,35,70,11.3872
290,276,1779576326660,1779576326660,1779576326665,1779576326670,1779576326670,1779576326696,1779576326726,36,0,5,31,30,66,10.9925
291,277,1779576326696,1779576326696,1779576326701,1779576326711,1779576326711,1779576326726,1779576326759,30,0,10,20,33,63,11.0108
292,279,1779576326758,1779576326758,1779576326763,1779576326773,1779576326773,1779576326791,1779576326823,33,0,10,23,32,65,10.4442
293,280,1779576326791,1779576326791,1779576326795,1779576326808,1779576326808,1779576326823,1779576326856,32,0,13,19,33,65,9.8948
294,281,1779576326823,1779576326823,1779576326828,1779576326848,1779576326848,1779576326856,1779576326888,33,0,20,13,32,65,9.8712
295,283,1779576326888,1779576326888,1779576326893,1779576326909,1779576326909,1779576326924,1779576326954,36,0,16,20,30,66,9.4063
296,284,1779576326922,1779576326922,1779576326929,1779576326945,1779576326946,1779576326954,1779576327027,32,1,16,15,73,105,11.0535
297,285,1779576326954,1779576326954,1779576326958,1779576326986,1779576326986,1779576327026,1779576327031,72,0,28,44,5,77,12.3594
298,287,1779576327031,1779576327031,1779576327035,1779576327047,1779576327047,1779576327064,1779576327105,33,0,12,21,41,74,12.2627
299,288,1779576327063,1779576327063,1779576327069,1779576327082,1779576327082,1779576327105,1779576327136,42,0,13,29,31,73,11.5556
300,289,1779576327104,1779576327104,1779576327109,1779576327123,1779576327124,1779576327136,1779576327174,32,1,14,17,38,70,11.3941
301,291,1779576327173,1779576327173,1779576327178,1779576327185,1779576327185,1779576327206,1779576327238,33,0,7,26,32,65,11.0998
302,292,1779576327205,1779576327206,1779576327210,1779576327221,1779576327221,1779576327238,1779576327271,32,0,11,21,33,65,10.6667
303,293,1779576327238,1779576327238,1779576327243,1779576327262,1779576327262,1779576327271,1779576327304,33,0,19,14,33,66,10.5338
304,295,1779576327303,1779576327303,1779576327308,1779576327323,1779576327323,1779576327337,1779576327369,34,0,15,19,32,66,10.2054
305,296,1779576327336,1779576327336,1779576327341,1779576327357,1779576327358,1779576327369,1779576327402,33,1,16,16,33,66,9.8300
306,297,1779576327369,1779576327369,1779576327373,1779576327398,1779576327399,1779576327402,1779576327442,33,1,25,7,40,73,9.2413
307,299,1779576327442,1779576327442,1779576327449,1779576327460,1779576327460,1779576327475,1779576327553,33,0,11,22,78,111,11.7427
309,300,1779576327475,1779576327475,1779576327480,1779576327494,1779576327535,1779576327553,1779576327556,78,41,14,23,3,81,15.3968
311,303,1779576327590,1779576327590,1779576327595,1779576327596,1779576327633,1779576327634,1779576327664,44,37,1,6,30,74,15.0896
312,305,1779576327664,1779576327664,1779576327668,1779576327673,1779576327673,1779576327697,1779576327730,33,0,5,28,33,66,15.6544
313,307,1779576327730,1779576327730,1779576327735,1779576327736,1779576327736,1779576327762,1779576327795,32,0,1,31,33,65,14.7556
314,308,1779576327762,1779576327762,1779576327767,1779576327773,1779576327773,1779576327795,1779576327828,33,0,6,27,33,66,13.8594
315,309,1779576327795,1779576327795,1779576327800,1779576327813,1779576327814,1779576327828,1779576327862,33,1,13,19,34,67,13.4330
316,311,1779576327861,1779576327861,1779576327866,1779576327875,1779576327875,1779576327893,1779576327926,32,0,9,23,33,65,12.6304
317,312,1779576327893,1779576327893,1779576327898,1779576327909,1779576327909,1779576327926,1779576327958,33,0,11,22,32,65,11.9041
318,313,1779576327926,1779576327926,1779576327931,1779576327951,1779576327951,1779576327958,1779576327995,32,0,20,12,37,69,11.9888
319,315,1779576327992,1779576327992,1779576327999,1779576328013,1779576328013,1779576328025,1779576328066,33,0,14,19,41,74,11.9690
