seq,cmd_seq_echo,T0_ms,T1_ms,T3_ns,TQ_ms,T4_ns,T6_ms,T7_ms,RTT_ms,Processing_ns,QueueDelay_ms,Network_ms,RenderDelay_ms,MTP_ms,Jitter_ms
51,2,1779557576521,1779557576521,1779557576530,1779557576537,1779557576538,1779557576530,1779557576557,9,1,7,1,27,36,14.7773
52,3,1779557576557,1779557576557,1779557576565,1779557576579,1779557576579,1779557576571,1779557576599,14,0,14,0,28,42,13.9128
54,4,1779557576598,1779557576598,1779557576608,1779557576632,1779557576673,1779557576665,1779557576671,67,41,24,2,6,73,15.8268
55,6,1779557576675,1779557576675,1779557576685,1779557576711,1779557576711,1779557576703,1779557576709,28,0,26,2,6,34,14.8820
56,8,1779557576743,1779557576743,1779557576753,1779557576764,1779557576764,1779557576756,1779557576784,13,0,11,2,28,41,14.9531
57,9,1779557576778,1779557576778,1779557576793,1779557576797,1779557576797,1779557576789,1779557576813,11,0,4,7,24,35,14.1300
58,10,1779557576812,1779557576812,1779557576823,1779557576837,1779557576837,1779557576829,1779557576847,17,0,14,3,18,35,13.6163
59,12,1779557576881,1779557576881,1779557576890,1779557576891,1779557576891,1779557576882,1779557576916,1,0,1,0,34,35,13.7002
61,14,1779557576949,1779557576949,1779557576958,1779557576964,1779557576965,1779557576956,1779557576983,7,1,6,0,27,34,12.5377
62,15,1779557576983,1779557576983,1779557576992,1779557577018,1779557577018,1779557577010,1779557577018,27,0,26,1,8,35,12.8755
64,16,1779557577018,1779557577018,1779557577028,1779557577051,1779557577091,1779557577083,1779557577094,65,40,23,2,11,76,16.2919
66,19,1779557577132,1779557577132,1779557577142,1779557577144,1779557577177,1779557577169,1779557577175,37,33,2,2,6,43,18.0298
67,20,1779557577175,1779557577175,1779557577185,1779557577217,1779557577217,1779557577209,1779557577242,34,0,32,2,33,67,18.5980
68,22,1779557577242,1779557577242,1779557577252,1779557577269,1779557577269,1779557577261,1779557577277,19,0,17,2,16,35,18.4931
69,23,1779557577277,1779557577277,1779557577287,1779557577304,1779557577304,1779557577296,1779557577311,19,0,17,2,15,34,17.4369
70,24,1779557577311,1779557577311,1779557577320,1779557577344,1779557577345,1779557577336,1779557577346,25,1,24,0,10,35,16.7524
71,26,1779557577379,1779557577379,1779557577389,1779557577397,1779557577397,1779557577389,1779557577414,10,0,8,2,25,35,16.7603
72,27,1779557577414,1779557577414,1779557577424,1779557577430,1779557577430,1779557577422,1779557577449,8,0,6,2,27,35,15.8395
73,28,1779557577449,1779557577449,1779557577459,1779557577469,1779557577469,1779557577461,1779557577484,12,0,10,2,23,35,15.1446
74,29,1779557577484,1779557577484,1779557577494,1779557577522,1779557577522,1779557577514,1779557577517,30,0,28,2,3,33,15.3906
75,30,1779557577517,1779557577517,1779557577527,1779557577557,1779557577557,1779557577549,1779557577552,32,0,30,2,3,35,14.4630
