t3_recv,tq_dequeue,cmd_seq,t0,t1,action_type,action_data
1779572021378,1779572021413,1,1779572021365,1779572021366,delta,"0,0.05"
1779572021382,1779572021413,2,1779572021370,1779572021370,delta,"0,0.05"
1779572021426,1779572021470,3,1779572021415,1779572021415,delta,"0,0.05"
1779572021466,1779572021470,4,1779572021455,1779572021455,delta,"0,0.05"
1779572021509,1779572021544,5,1779572021498,1779572021498,delta,"0,0.05"
1779572021550,1779572021602,6,1779572021539,1779572021539,delta,"0,0.05"
1779572021592,1779572021602,7,1779572021581,1779572021581,delta,"0,0.05"
1779572021671,1779572021678,8,1779572021659,1779572021659,delta,"0,0.05"
1779572021675,1779572021678,9,1779572021664,1779572021664,delta,"0,0.05"
1779572021746,1779572021769,10,1779572021735,1779572021735,delta,"0,0.05"
1779572021751,1779572021770,11,1779572021739,1779572021739,delta,"0,0.05"
1779572021784,1779572021808,12,1779572021773,1779572021773,delta,"0,0.05"
1779572021817,1779572021865,13,1779572021806,1779572021806,delta,"0,0.05"
1779572021849,1779572021865,14,1779572021837,1779572021837,delta,"0,0.05"
1779572021881,1779572021899,15,1779572021869,1779572021869,delta,"0,0.05"
1779572021914,1779572021941,16,1779572021902,1779572021902,delta,"0,0.05"
1779572021947,1779572021999,17,1779572021935,1779572021935,delta,"0,0.05"
1779572021978,1779572021999,18,1779572021967,1779572021967,delta,"0,0.05"
1779572022011,1779572022035,19,1779572022000,1779572022000,delta,"0,0.05"
1779572022049,1779572022076,20,1779572022038,1779572022038,delta,"0,0.05"
1779572022092,1779572022135,21,1779572022080,1779572022080,delta,"0,0.05"
1779572022133,1779572022135,22,1779572022121,1779572022121,delta,"0,0.05"
1779572022183,1779572022210,23,1779572022171,1779572022171,delta,"0,0.05"
1779572022217,1779572022268,24,1779572022205,1779572022205,delta,"0,0.05"
1779572022262,1779572022268,25,1779572022250,1779572022250,delta,"0,0.05"
1779572022301,1779572022302,26,1779572022289,1779572022289,delta,"0,0.05"
1779572022387,1779572022404,27,1779572022376,1779572022376,delta,"0,0.05"
1779572022391,1779572022404,28,1779572022379,1779572022379,delta,"0,0.05"
1779572022432,1779572022438,29,1779572022420,1779572022420,delta,"0,0.05"
1779572022475,1779572022478,30,1779572022463,1779572022463,delta,"0,0.05"
1779572022516,1779572022535,31,1779572022504,1779572022504,delta,"0,0.05"
1779572022558,1779572022573,32,1779572022547,1779572022547,delta,"0,0.05"
1779572022596,1779572022614,33,1779572022585,1779572022585,delta,"0,0.05"
1779572022637,1779572022672,34,1779572022625,1779572022625,delta,"0,0.05"
1779572022677,1779572022706,35,1779572022666,1779572022666,delta,"0,0.05"
1779572022709,1779572022746,36,1779572022697,1779572022697,delta,"0,0.05"
1779572022749,1779572022806,37,1779572022738,1779572022738,delta,"0,0.05"
1779572022780,1779572022806,38,1779572022769,1779572022769,delta,"0,0.05"
1779572022813,1779572022841,39,1779572022802,1779572022802,delta,"0,0.05"
1779572022846,1779572022880,40,1779572022835,1779572022835,delta,"0,0.05"
1779572022879,1779572022880,41,1779572022867,1779572022867,delta,"0,0.05"
1779572022911,1779572022937,42,1779572022900,1779572022900,delta,"0,0.05"
1779572022944,1779572022971,43,1779572022933,1779572022933,delta,"0,0.05"
1779572022977,1779572023011,44,1779572022966,1779572022966,delta,"0,0.05"
1779572023010,1779572023012,45,1779572022998,1779572022998,delta,"0,0.05"
1779572023043,1779572023070,46,1779572023031,1779572023031,delta,"0,0.05"
1779572023084,1779572023105,47,1779572023073,1779572023073,delta,"0,0.05"
1779572023126,1779572023148,48,1779572023114,1779572023114,delta,"0,0.05"
1779572023206,1779572023238,49,1779572023195,1779572023195,delta,"0,0.05"
1779572023211,1779572023238,50,1779572023199,1779572023199,delta,"0,0.05"
1779572023250,1779572023278,51,1779572023239,1779572023239,delta,"0,0.05"
1779572023293,1779572023335,52,1779572023280,1779572023280,delta,"0,0.05"
1779572023330,1779572023335,53,1779572023318,1779572023319,delta,"0,0.05"
1779572023373,1779572023410,54,1779572023361,1779572023361,delta,"0,0.05"
1779572023412,1779572023467,55,1779572023401,1779572023401,delta,"0,0.05"
1779572023499,1779572023502,56,1779572023487,1779572023487,delta,"0,0.05"
1779572023503,1779572023541,57,1779572023492,1779572023492,delta,"0,0.05"
1779572023544,1779572023603,58,1779572023533,1779572023533,delta,"0,0.05"
1779572023586,1779572023603,59,1779572023573,1779572023573,delta,"0,0.05"
