timestamp_utc,channel_label,channel_state,bytesSent,bytesReceived,messagesSent,messagesReceived,delta_bytesSent,delta_bytesReceived,delta_msgsSent,delta_msgsRecv,throughput_send_kbps,throughput_recv_kbps,transport_bytesSent,transport_bytesRecv,transport_throughput_send_kbps,transport_throughput_recv_kbps,ice_rtt_ms,ice_availableOutBitrate_kbps
2026-05-23T10:41:40.8662570Z,commands,open,0,0,0,0,0,0,0,0,0.00,0.00,0,0,N/A,N/A,1.00,0.00
2026-05-23T10:41:40.8662570Z,robot_state,open,0,4083,0,22,0,4083,0,22,0.00,32.66,0,0,N/A,N/A,1.00,0.00
2026-05-23T10:41:41.9619810Z,commands,open,0,0,0,0,0,0,0,0,0.00,0.00,0,0,N/A,N/A,1.00,0.00
2026-05-23T10:41:41.9619810Z,robot_state,open,0,8547,0,46,0,4464,0,24,0.00,35.71,0,0,N/A,N/A,1.00,0.00
2026-05-23T10:41:43.0297530Z,commands,open,957,0,14,0,957,0,14,0,7.66,0.00,0,0,N/A,N/A,1.00,0.00
2026-05-23T10:41:43.0297530Z,robot_state,open,0,13561,0,70,0,5014,0,24,0.00,40.11,0,0,N/A,N/A,1.00,0.00
2026-05-23T10:41:44.1169690Z,commands,open,3165,0,46,0,2208,0,32,0,17.66,0.00,0,0,N/A,N/A,1.00,0.00
2026-05-23T10:41:44.1169690Z,robot_state,open,0,19441,0,94,0,5880,0,24,0.00,47.04,0,0,N/A,N/A,1.00,0.00
2026-05-23T10:41:45.1954950Z,commands,open,5304,0,77,0,2139,0,31,0,17.11,0.00,0,0,N/A,N/A,1.00,0.00
2026-05-23T10:41:45.1954950Z,robot_state,open,0,25118,0,117,0,5677,0,23,0.00,45.42,0,0,N/A,N/A,1.00,0.00
2026-05-23T10:41:46.2809600Z,commands,open,7522,0,109,0,2218,0,32,0,17.74,0.00,0,0,N/A,N/A,1.00,0.00
2026-05-23T10:41:46.2809600Z,robot_state,open,0,31034,0,141,0,5916,0,24,0.00,47.33,0,0,N/A,N/A,1.00,0.00
2026-05-23T10:41:47.3758410Z,commands,open,9762,0,141,0,2240,0,32,0,17.92,0.00,0,0,N/A,N/A,1.00,0.00
2026-05-23T10:41:47.3758410Z,robot_state,open,0,36967,0,165,0,5933,0,24,0.00,47.46,0,0,N/A,N/A,1.00,0.00
2026-05-23T10:41:48.4677270Z,commands,open,12002,0,173,0,2240,0,32,0,17.92,0.00,0,0,N/A,N/A,1.00,0.00
2026-05-23T10:41:48.4677270Z,robot_state,open,0,42901,0,189,0,5934,0,24,0.00,47.47,0,0,N/A,N/A,1.00,0.00
2026-05-23T10:41:49.5520730Z,commands,open,14242,0,205,0,2240,0,32,0,17.92,0.00,0,0,N/A,N/A,1.00,0.00
2026-05-23T10:41:49.5520730Z,robot_state,open,0,48851,0,213,0,5950,0,24,0.00,47.60,0,0,N/A,N/A,1.00,0.00
2026-05-23T10:41:50.6340810Z,commands,open,16482,0,237,0,2240,0,32,0,17.92,0.00,0,0,N/A,N/A,0.00,0.00
2026-05-23T10:41:50.6340810Z,robot_state,open,0,54836,0,237,0,5985,0,24,0.00,47.88,0,0,N/A,N/A,0.00,0.00
2026-05-23T10:41:51.7202750Z,commands,open,18722,0,269,0,2240,0,32,0,17.92,0.00,0,0,N/A,N/A,0.00,0.00
2026-05-23T10:41:51.7202750Z,robot_state,open,0,60765,0,261,0,5929,0,24,0.00,47.43,0,0,N/A,N/A,0.00,0.00
2026-05-23T10:41:52.8085320Z,commands,open,20962,0,301,0,2240,0,32,0,17.92,0.00,0,0,N/A,N/A,1.00,0.00
2026-05-23T10:41:52.8085320Z,robot_state,open,0,66723,0,285,0,5958,0,24,0.00,47.66,0,0,N/A,N/A,1.00,0.00
2026-05-23T10:41:53.8962620Z,commands,open,23202,0,333,0,2240,0,32,0,17.92,0.00,0,0,N/A,N/A,1.00,0.00
2026-05-23T10:41:53.8962620Z,robot_state,open,0,72693,0,309,0,5970,0,24,0.00,47.76,0,0,N/A,N/A,1.00,0.00
2026-05-23T10:41:54.9781380Z,commands,open,25372,0,364,0,2170,0,31,0,17.36,0.00,0,0,N/A,N/A,1.00,0.00
2026-05-23T10:41:54.9781380Z,robot_state,open,0,78651,0,333,0,5958,0,24,0.00,47.66,0,0,N/A,N/A,1.00,0.00
2026-05-23T10:41:56.0740830Z,commands,open,27612,0,396,0,2240,0,32,0,17.92,0.00,0,0,N/A,N/A,1.00,0.00
2026-05-23T10:41:56.0740830Z,robot_state,open,0,84621,0,357,0,5970,0,24,0.00,47.76,0,0,N/A,N/A,1.00,0.00
2026-05-23T10:41:57.1618380Z,commands,open,29852,0,428,0,2240,0,32,0,17.92,0.00,0,0,N/A,N/A,1.00,0.00
2026-05-23T10:41:57.1618380Z,robot_state,open,0,90841,0,382,0,6220,0,25,0.00,49.76,0,0,N/A,N/A,1.00,0.00
2026-05-23T10:41:58.2558080Z,commands,open,32092,0,460,0,2240,0,32,0,17.92,0.00,0,0,N/A,N/A,1.00,0.00
2026-05-23T10:41:58.2558080Z,robot_state,open,0,96546,0,405,0,5705,0,23,0.00,45.64,0,0,N/A,N/A,1.00,0.00
2026-05-23T10:41:59.3402380Z,commands,open,34332,0,492,0,2240,0,32,0,17.92,0.00,0,0,N/A,N/A,1.00,0.00
2026-05-23T10:41:59.3402380Z,robot_state,open,0,102501,0,429,0,5955,0,24,0.00,47.64,0,0,N/A,N/A,1.00,0.00
2026-05-23T10:42:00.4289920Z,commands,open,36572,0,524,0,2240,0,32,0,17.92,0.00,0,0,N/A,N/A,1.00,0.00
