seq,cmd_seq_echo,T0_ms,T1_ms,T3_ms,TQ_ms,T4_ms,T6_ms,T7_ms,RTT_ms,Processing_ms,QueueDelay_ms,Network_ms,RenderDelay_ms,MTP_ms,Jitter_ms
62,3,1779532902582,1779532902582,1779532902582,1779532902596,1779532902596,1779532902615,1779532902648,33,0,14,19,33,66,24.3137
63,4,1779532902615,1779532902615,1779532902615,1779532902632,1779532902633,1779532902648,1779532902680,33,1,17,15,32,65,23.3269
65,6,1779532902680,1779532902680,1779532902680,1779532902733,1779532902734,1779532902752,1779532902755,72,1,53,18,3,75,23.4334
66,8,1779532902755,1779532902755,1779532902755,1779532902768,1779532902768,1779532902793,1779532902862,38,0,13,25,69,107,26.5987
67,9,1779532902793,1779532902793,1779532902793,1779532902809,1779532902809,1779532902862,1779532902866,69,0,16,53,4,73,27.3553
68,11,1779532902865,1779532902866,1779532902865,1779532902869,1779532902869,1779532902898,1779532902931,32,0,4,28,33,65,26.0950
69,12,1779532902898,1779532902898,1779532902898,1779532902903,1779532902903,1779532902931,1779532902966,33,0,5,28,35,68,24.6838
70,13,1779532902931,1779532902931,1779532902930,1779532902944,1779532902944,1779532902965,1779532902997,34,0,14,20,32,66,23.6967
71,15,1779532902996,1779532902996,1779532902996,1779532903003,1779532903003,1779532903030,1779532903062,34,0,7,27,32,66,22.7155
72,16,1779532903029,1779532903029,1779532903029,1779532903040,1779532903040,1779532903061,1779532903133,32,0,11,21,72,104,23.3231
73,17,1779532903061,1779532903061,1779532903061,1779532903080,1779532903081,1779532903133,1779532903136,72,1,19,52,3,75,24.1599
74,19,1779532903136,1779532903136,1779532903135,1779532903140,1779532903140,1779532903170,1779532903203,34,0,5,29,33,67,23.3521
75,20,1779532903170,1779532903170,1779532903170,1779532903179,1779532903180,1779532903203,1779532903237,33,1,9,23,34,67,22.4136
76,21,1779532903203,1779532903203,1779532903203,1779532903220,1779532903221,1779532903237,1779532903278,34,1,17,16,41,75,21.0147
77,23,1779532903278,1779532903278,1779532903278,1779532903280,1779532903280,1779532903309,1779532903350,31,0,2,29,41,72,20.5573
78,24,1779532903309,1779532903309,1779532903309,1779532903318,1779532903318,1779532903350,1779532903382,41,0,9,32,32,73,19.8451
79,25,1779532903350,1779532903350,1779532903349,1779532903358,1779532903358,1779532903382,1779532903414,32,0,9,23,32,64,18.8943
80,27,1779532903414,1779532903414,1779532903414,1779532903418,1779532903418,1779532903446,1779532903479,32,0,4,28,33,65,17.9948
81,28,1779532903446,1779532903446,1779532903446,1779532903452,1779532903452,1779532903479,1779532903512,33,0,6,27,33,66,17.0884
82,29,1779532903479,1779532903479,1779532903479,1779532903493,1779532903493,1779532903512,1779532903545,33,0,14,19,33,66,16.5769
83,31,1779532903545,1779532903545,1779532903545,1779532903552,1779532903552,1779532903578,1779532903610,33,0,7,26,32,65,16.0379
84,32,1779532903577,1779532903577,1779532903577,1779532903587,1779532903588,1779532903610,1779532903643,33,1,10,22,33,66,15.2935
85,33,1779532903610,1779532903610,1779532903609,1779532903628,1779532903628,1779532903643,1779532903676,33,0,19,14,33,66,14.6061
86,35,1779532903675,1779532903675,1779532903675,1779532903688,1779532903688,1779532903709,1779532903742,34,0,13,21,33,67,14.1252
87,36,1779532903708,1779532903708,1779532903708,1779532903723,1779532903723,1779532903742,1779532903784,34,0,15,19,42,76,13.5507
88,37,1779532903741,1779532903741,1779532903741,1779532903766,1779532903766,1779532903784,1779532903816,43,0,25,18,32,75,13.2491
89,39,1779532903816,1779532903816,1779532903815,1779532903825,1779532903825,1779532903856,1779532903888,40,0,10,30,32,72,13.0707
90,40,1779532903856,1779532903856,1779532903855,1779532903861,1779532903861,1779532903888,1779532903920,32,0,6,26,32,64,12.5483
91,41,1779532903888,1779532903888,1779532903888,1779532903902,1779532903902,1779532903920,1779532903953,32,0,14,18,33,65,12.2913
92,43,1779532903953,1779532903953,1779532903952,1779532903962,1779532903962,1779532903986,1779532904020,33,0,10,23,34,67,12.1306
93,44,1779532903986,1779532903986,1779532903985,1779532903998,1779532903998,1779532904020,1779532904051,34,0,13,21,31,65,11.9727
94,45,1779532904020,1779532904020,1779532904019,1779532904038,1779532904038,1779532904051,1779532904084,31,0,19,12,33,64,11.3690
95,47,1779532904084,1779532904084,1779532904083,1779532904097,1779532904098,1779532904117,1779532904150,33,1,14,18,33,66,11.0200
96,48,1779532904116,1779532904116,1779532904116,1779532904132,1779532904132,1779532904150,1779532904218,34,0,16,18,68,102,12.2709
97,49,1779532904149,1779532904149,1779532904149,1779532904174,1779532904174,1779532904218,1779532904221,69,0,25,44,3,72,13.9191
99,51,1779532904221,1779532904221,1779532904222,1779532904234,1779532904268,1779532904294,1779532904298,73,34,12,27,4,77,13.9964
100,53,1779532904298,1779532904298,1779532904297,1779532904310,1779532904310,1779532904331,1779532904371,33,0,13,20,40,73,15.0008
101,54,1779532904331,1779532904331,1779532904330,1779532904369,1779532904369,1779532904402,1779532904435,71,0,39,32,33,104,14.2525
102,56,1779532904402,1779532904402,1779532904401,1779532904403,1779532904403,1779532904435,1779532904468,33,0,2,31,33,66,13.4306
103,57,1779532904435,1779532904435,1779532904434,1779532904444,1779532904444,1779532904468,1779532904501,33,0,10,23,33,66,13.1709
104,59,1779532904501,1779532904501,1779532904500,1779532904503,1779532904503,1779532904533,1779532904566,32,0,3,29,33,65,12.8750
105,60,1779532904533,1779532904533,1779532904533,1779532904537,1779532904537,1779532904566,1779532904601,33,0,4,29,35,68,12.1911
106,61,1779532904566,1779532904566,1779532904566,1779532904580,1779532904580,1779532904601,1779532904638,35,0,14,21,37,72,11.7698
107,63,1779532904638,1779532904638,1779532904637,1779532904639,1779532904639,1779532904676,1779532904713,38,0,2,36,37,75,12.2033
109,65,1779532904712,1779532904712,1779532904712,1779532904714,1779532904715,1779532904749,1779532904786,37,1,2,34,37,74,11.0754
110,66,1779532904749,1779532904749,1779532904749,1779532904774,1779532904774,1779532904786,1779532904827,37,0,25,12,41,78,11.6278
111,67,1779532904786,1779532904786,1779532904785,1779532904809,1779532904810,1779532904827,1779532904861,41,1,24,16,34,75,11.1164
112,68,1779532904827,1779532904827,1779532904826,1779532904852,1779532904853,1779532904861,1779532904902,34,1,26,7,41,75,10.8215
113,70,1779532904902,1779532904902,1779532904901,1779532904912,1779532904912,1779532904934,1779532904966,32,0,11,21,32,64,10.7323
114,71,1779532904934,1779532904934,1779532904933,1779532904950,1779532904950,1779532904966,1779532904999,32,0,17,15,33,65,10.6918
115,72,1779532904966,1779532904966,1779532904965,1779532904991,1779532904992,1779532904999,1779532905032,33,1,26,6,33,66,10.5590
116,74,1779532905031,1779532905031,1779532905032,1779532905052,1779532905052,1779532905065,1779532905098,34,0,20,14,33,67,10.4754
117,75,1779532905065,1779532905065,1779532905065,1779532905088,1779532905088,1779532905098,1779532905130,33,0,23,10,32,65,10.0898
118,77,1779532905129,1779532905129,1779532905129,1779532905132,1779532905132,1779532905162,1779532905196,33,0,3,30,34,67,10.6214
119,78,1779532905162,1779532905162,1779532905161,1779532905191,1779532905191,1779532905195,1779532905227,33,0,30,3,32,65,11.5219
120,80,1779532905227,1779532905227,1779532905227,1779532905228,1779532905228,1779532905260,1779532905337,33,0,1,32,77,110,15.3857
122,81,1779532905260,1779532905260,1779532905260,1779532905269,1779532905329,1779532905337,1779532905342,77,60,9,8,5,82,20.6442
123,83,1779532905342,1779532905342,1779532905341,1779532905363,1779532905363,1779532905375,1779532905417,33,0,22,11,42,75,22.1487
124,84,1779532905375,1779532905375,1779532905374,1779532905404,1779532905404,1779532905417,1779532905448,42,0,30,12,31,73,21.4524
125,86,1779532905447,1779532905447,1779532905447,1779532905464,1779532905464,1779532905481,1779532905513,34,0,17,17,32,66,20.2745
126,87,1779532905481,1779532905481,1779532905481,1779532905499,1779532905499,1779532905513,1779532905546,32,0,18,14,33,65,19.1326
127,88,1779532905513,1779532905513,1779532905513,1779532905541,1779532905541,1779532905546,1779532905580,33,0,28,5,34,67,18.4589
128,90,1779532905580,1779532905580,1779532905580,1779532905600,1779532905601,1779532905612,1779532905644,32,1,20,11,32,64,17.4284
129,91,1779532905612,1779532905612,1779532905611,1779532905637,1779532905637,1779532905644,1779532905676,32,0,26,6,32,64,16.6282
130,93,1779532905676,1779532905676,1779532905676,1779532905678,1779532905678,1779532905709,1779532905742,33,0,2,31,33,66,17.3053
131,94,1779532905709,1779532905709,1779532905708,1779532905739,1779532905739,1779532905775,1779532905808,66,0,31,35,33,99,16.4964
132,95,1779532905741,1779532905742,1779532905741,1779532905774,1779532905774,1779532905808,1779532905850,66,0,33,33,42,108,15.6893
133,97,1779532905808,1779532905808,1779532905807,1779532905817,1779532905817,1779532905850,1779532905881,42,0,10,32,31,73,15.2820
134,98,1779532905849,1779532905849,1779532905849,1779532905876,1779532905876,1779532905881,1779532905922,32,0,27,5,41,73,15.4803
