seq,cmd_seq_echo,T0_ms,T1_ms,T3_ns,TQ_ms,T4_ns,T6_ms,T7_ms,RTT_ms,Processing_ns,QueueDelay_ms,Network_ms,RenderDelay_ms,MTP_ms,Jitter_ms
167,2,1779565250368,1779565250374,1779565250379,1779565250406,1779565250406,1779565250402,1779565250406,28,0,27,1,4,32,8.1142
168,4,1779565250368,1779565250438,1779565250444,1779565250458,1779565250458,1779565250454,1779565250471,16,0,14,2,17,33,8.3531
169,5,1779565250368,1779565250471,1779565250476,1779565250492,1779565250492,1779565250488,1779565250503,17,0,16,1,15,32,7.9086
170,6,1779565250368,1779565250502,1779565250508,1779565250533,1779565250533,1779565250528,1779565250535,26,0,25,1,7,33,7.9562
171,8,1779565250368,1779565250567,1779565250573,1779565250585,1779565250585,1779565250581,1779565250608,14,0,12,2,27,41,8.6916
172,9,1779565250368,1779565250607,1779565250613,1779565250620,1779565250620,1779565250616,1779565250639,9,0,7,2,23,32,8.3213
173,10,1779565250368,1779565250639,1779565250644,1779565250660,1779565250661,1779565250656,1779565250671,17,1,16,0,15,32,8.3783
174,12,1779565250368,1779565250703,1779565250708,1779565250716,1779565250716,1779565250711,1779565250735,8,0,8,0,24,32,8.4640
175,13,1779565250368,1779565250735,1779565250741,1779565250749,1779565250749,1779565250744,1779565250769,9,0,8,1,25,34,7.9554
176,14,1779565250368,1779565250768,1779565250774,1779565250789,1779565250789,1779565250785,1779565250809,17,0,15,2,24,41,7.4662
179,17,1779565250368,1779565250881,1779565250887,1779565250919,1779565250919,1779565250915,1779565250946,34,0,32,2,31,65,9.2386
180,19,1779565250368,1779565250945,1779565250951,1779565250972,1779565250972,1779565250967,1779565250978,22,0,21,1,11,33,9.9665
181,20,1779565250368,1779565250978,1779565250983,1779565251008,1779565251008,1779565251004,1779565251010,26,0,25,1,6,32,9.5948
182,22,1779565250368,1779565251042,1779565251048,1779565251049,1779565251049,1779565251044,1779565251074,2,0,1,1,30,32,10.4373
183,23,1779565250368,1779565251074,1779565251079,1779565251102,1779565251102,1779565251097,1779565251106,23,0,23,0,9,32,11.0915
184,24,1779565250368,1779565251106,1779565251111,1779565251136,1779565251136,1779565251132,1779565251139,26,0,25,1,7,33,10.5455
185,26,1779565250368,1779565251170,1779565251176,1779565251176,1779565251176,1779565251171,1779565251204,1,0,0,1,33,34,11.5243
186,27,1779565250368,1779565251203,1779565251209,1779565251228,1779565251228,1779565251224,1779565251235,21,0,19,2,11,32,12.1029
187,28,1779565250368,1779565251235,1779565251240,1779565251262,1779565251262,1779565251258,1779565251268,23,0,22,1,10,33,11.3810
188,29,1779565250368,1779565251268,1779565251273,1779565251302,1779565251302,1779565251298,1779565251308,30,0,29,1,10,40,10.6984
189,31,1779565250368,1779565251339,1779565251345,1779565251355,1779565251355,1779565251351,1779565251379,12,0,10,2,28,40,11.1630
190,32,1779565250368,1779565251379,1779565251384,1779565251389,1779565251389,1779565251384,1779565251410,5,0,5,0,26,31,10.6752
191,33,1779565250368,1779565251410,1779565251415,1779565251429,1779565251429,1779565251424,1779565251442,14,0,14,0,18,32,10.4946
192,35,1779565250368,1779565251474,1779565251480,1779565251482,1779565251482,1779565251477,1779565251507,3,0,2,1,30,33,10.5756
193,36,1779565250368,1779565251507,1779565251512,1779565251516,1779565251516,1779565251512,1779565251539,5,0,4,1,27,32,10.0469
194,37,1779565250368,1779565251538,1779565251544,1779565251556,1779565251556,1779565251551,1779565251572,13,0,12,1,21,34,9.8480
195,38,1779565250368,1779565251571,1779565251577,1779565251609,1779565251609,1779565251605,1779565251610,34,0,32,2,5,39,10.1665
196,39,1779565250368,1779565251610,1779565251615,1779565251643,1779565251643,1779565251638,1779565251643,28,0,28,0,5,33,9.5549
197,41,1779565250368,1779565251675,1779565251681,1779565251683,1779565251683,1779565251679,1779565251708,4,0,2,2,29,33,10.4427
198,42,1779565250368,1779565251708,1779565251713,1779565251737,1779565251737,1779565251733,1779565251740,25,0,24,1,7,32,11.0931
201,46,1779565250368,1779565251848,1779565251853,1779565251868,1779565251868,1779565251864,1779565251888,16,0,15,1,24,40,11.4002
202,47,1779565250368,1779565251888,1779565251893,1779565251903,1779565251903,1779565251898,1779565251919,10,0,10,0,21,31,10.9520
203,48,1779565250368,1779565251919,1779565251924,1779565251941,1779565251942,1779565251937,1779565251951,18,1,17,0,14,32,10.6929
204,50,1779565250368,1779565251983,1779565251989,1779565251995,1779565251995,1779565251990,1779565252016,7,0,6,1,26,33,10.7431
205,51,1779565250368,1779565252016,1779565252021,1779565252035,1779565252035,1779565252031,1779565252048,15,0,14,1,17,32,10.5974
206,52,1779565250368,1779565252048,1779565252054,1779565252077,1779565252077,1779565252073,1779565252080,25,0,23,2,7,32,10.5126
207,54,1779565250368,1779565252112,1779565252118,1779565252131,1779565252131,1779565252127,1779565252145,15,0,13,2,18,33,10.5168
208,55,1779565250368,1779565252144,1779565252150,1779565252168,1779565252168,1779565252163,1779565252177,19,0,18,1,14,33,10.1668
209,56,1779565250368,1779565252177,1779565252182,1779565252206,1779565252206,1779565252201,1779565252209,24,0,24,0,8,32,9.9147
210,58,1779565250368,1779565252241,1779565252246,1779565252259,1779565252259,1779565252254,1779565252273,13,0,13,0,19,32,10.0300
211,59,1779565250368,1779565252273,1779565252279,1779565252293,1779565252293,1779565252288,1779565252307,15,0,14,1,19,34,9.4400
212,60,1779565250368,1779565252307,1779565252312,1779565252333,1779565252333,1779565252328,1779565252347,21,0,21,0,19,40,8.8610
213,62,1779565250368,1779565252377,1779565252383,1779565252386,1779565252386,1779565252382,1779565252411,5,0,3,2,29,34,8.9947
214,63,1779565250368,1779565252410,1779565252416,1779565252420,1779565252421,1779565252416,1779565252450,6,1,4,1,34,40,8.7131
215,64,1779565250368,1779565252450,1779565252455,1779565252463,1779565252463,1779565252458,1779565252481,8,0,8,0,23,31,8.8516
216,65,1779565250368,1779565252481,1779565252486,1779565252515,1779565252515,1779565252511,1779565252513,30,0,29,1,2,32,9.6115
217,66,1779565250368,1779565252513,1779565252518,1779565252549,1779565252549,1779565252544,1779565252545,31,0,31,0,1,32,9.0583
