timestamp_utc,seq,cmd_seq_echo,has_cmd,server_ts_ms,T0_input_ns,T1_send_ns,T3_isaac_recv_ns,T4_physics_ns,T5_isaac_send_ns,T6_unity_recv_ns,T7_rendered_ns,RTT_ms,Processing_ms,Network_est_ms,RenderDelay_ms,MTP_ms,Jitter_ms,NOTE_clocks
2026-05-23T09:55:37.2549260Z,3,-1,0,1779530137207,0,0,0,1779530137207000000,1779530137207000000,1779530137247000000,1779530137254000000,N/A,N/A,N/A,7.0000,N/A,0.00,T3-T5 on Isaac clock; Network_est approximate
2026-05-23T09:55:37.2907890Z,4,-1,0,1779530137253,0,0,0,1779530137249000000,1779530137253000000,1779530137254000000,1779530137290000000,N/A,N/A,N/A,36.0000,N/A,0.60,T3-T5 on Isaac clock; Network_est approximate
2026-05-23T09:55:37.3569970Z,5,-1,0,1779530137315,0,0,0,1779530137312000000,1779530137315000000,1779530137323000000,1779530137356000000,N/A,N/A,N/A,33.0000,N/A,0.84,T3-T5 on Isaac clock; Network_est approximate
2026-05-23T09:55:37.3899220Z,6,-1,0,1779530137351,0,0,0,1779530137347000000,1779530137351000000,1779530137356000000,1779530137389000000,N/A,N/A,N/A,33.0000,N/A,0.98,T3-T5 on Isaac clock; Network_est approximate
2026-05-23T09:55:37.4615410Z,8,-1,0,1779530137454,0,0,0,1779530137452000000,1779530137454000000,1779530137458000000,1779530137461000000,N/A,N/A,N/A,3.0000,N/A,2.87,T3-T5 on Isaac clock; Network_est approximate
2026-05-23T09:55:37.5292160Z,9,-1,0,1779530137490,0,0,0,1779530137488000000,1779530137490000000,1779530137495000000,1779530137529000000,N/A,N/A,N/A,34.0000,N/A,4.67,T3-T5 on Isaac clock; Network_est approximate
2026-05-23T09:55:37.5943380Z,10,-1,0,1779530137531,0,0,0,1779530137530000000,1779530137531000000,1779530137561000000,1779530137594000000,N/A,N/A,N/A,33.0000,N/A,5.89,T3-T5 on Isaac clock; Network_est approximate
2026-05-23T09:55:37.6273480Z,11,-1,0,1779530137594,0,0,0,1779530137593000000,1779530137594000000,1779530137594000000,1779530137627000000,N/A,N/A,N/A,33.0000,N/A,7.39,T3-T5 on Isaac clock; Network_est approximate
2026-05-23T09:55:37.6939650Z,12,-1,0,1779530137631,0,0,0,1779530137629000000,1779530137631000000,1779530137659000000,1779530137693000000,N/A,N/A,N/A,34.0000,N/A,8.78,T3-T5 on Isaac clock; Network_est approximate
2026-05-23T09:55:37.7267040Z,13,-1,0,1779530137672,0,0,0,1779530137671000000,1779530137672000000,1779530137693000000,1779530137726000000,N/A,N/A,N/A,33.0000,N/A,8.74,T3-T5 on Isaac clock; Network_est approximate
2026-05-23T09:55:37.8378350Z,14,-1,0,1779530137740,0,0,0,1779530137735000000,1779530137740000000,1779530137767000000,1779530137837000000,N/A,N/A,N/A,70.0000,N/A,10.89,T3-T5 on Isaac clock; Network_est approximate
2026-05-23T09:55:37.8415570Z,16,-1,0,1779530137812,0,0,0,1779530137811000000,1779530137812000000,1779530137837000000,1779530137841000000,N/A,N/A,N/A,4.0000,N/A,14.47,T3-T5 on Isaac clock; Network_est approximate
2026-05-23T09:55:37.9067620Z,17,-1,0,1779530137874,0,0,0,1779530137874000000,1779530137874000000,1779530137873000000,1779530137906000000,N/A,N/A,N/A,33.0000,N/A,13.77,T3-T5 on Isaac clock; Network_est approximate
2026-05-23T09:55:37.9715610Z,18,-1,0,1779530137916,0,0,0,1779530137910000000,1779530137916000000,1779530137938000000,1779530137971000000,N/A,N/A,N/A,33.0000,N/A,14.33,T3-T5 on Isaac clock; Network_est approximate
2026-05-23T09:55:38.0040800Z,19,-1,0,1779530137953,0,0,0,1779530137953000000,1779530137953000000,1779530137971000000,1779530138004000000,N/A,N/A,N/A,33.0000,N/A,13.71,T3-T5 on Isaac clock; Network_est approximate
2026-05-23T09:55:38.0697460Z,20,-1,0,1779530138020,0,0,0,1779530138016000000,1779530138020000000,1779530138037000000,1779530138069000000,N/A,N/A,N/A,32.0000,N/A,12.94,T3-T5 on Isaac clock; Network_est approximate
2026-05-23T09:55:38.1111040Z,21,-1,0,1779530138052,0,0,0,1779530138051000000,1779530138052000000,1779530138069000000,1779530138111000000,N/A,N/A,N/A,42.0000,N/A,12.18,T3-T5 on Isaac clock; Network_est approximate
2026-05-23T09:55:38.1402400Z,22,-1,0,1779530138093,0,0,0,1779530138093000000,1779530138093000000,1779530138104000000,1779530138140000000,N/A,N/A,N/A,36.0000,N/A,11.96,T3-T5 on Isaac clock; Network_est approximate
2026-05-23T09:55:38.2037050Z,23,-1,0,1779530138157,0,0,0,1779530138154000000,1779530138157000000,1779530138168000000,1779530138203000000,N/A,N/A,N/A,35.0000,N/A,11.50,T3-T5 on Isaac clock; Network_est approximate
2026-05-23T09:55:38.2461250Z,24,-1,0,1779530138194,0,0,0,1779530138190000000,1779530138194000000,1779530138203000000,1779530138246000000,N/A,N/A,N/A,43.0000,N/A,11.12,T3-T5 on Isaac clock; Network_est approximate
2026-05-23T09:55:38.3214660Z,25,-1,0,1779530138236,0,0,0,1779530138232000000,1779530138236000000,1779530138246000000,1779530138321000000,N/A,N/A,N/A,75.0000,N/A,12.51,T3-T5 on Isaac clock; Network_est approximate
2026-05-23T09:55:38.3251760Z,26,-1,0,1779530138293,0,0,0,1779530138293000000,1779530138293000000,1779530138321000000,1779530138325000000,N/A,N/A,N/A,4.0000,N/A,15.06,T3-T5 on Isaac clock; Network_est approximate
2026-05-23T09:55:38.3918370Z,27,-1,0,1779530138329,0,0,0,1779530138328000000,1779530138329000000,1779530138358000000,1779530138391000000,N/A,N/A,N/A,33.0000,N/A,16.03,T3-T5 on Isaac clock; Network_est approximate
2026-05-23T09:55:38.4247660Z,28,-1,0,1779530138372,0,0,0,1779530138371000000,1779530138372000000,1779530138391000000,1779530138424000000,N/A,N/A,N/A,33.0000,N/A,15.65,T3-T5 on Isaac clock; Network_est approximate
2026-05-23T09:55:38.4904620Z,29,-1,0,1779530138435,0,0,0,1779530138432000000,1779530138435000000,1779530138457000000,1779530138490000000,N/A,N/A,N/A,33.0000,N/A,14.84,T3-T5 on Isaac clock; Network_est approximate
2026-05-23T09:55:38.5307810Z,30,-1,0,1779530138471,0,0,0,1779530138467000000,1779530138471000000,1779530138490000000,1779530138530000000,N/A,N/A,N/A,40.0000,N/A,14.19,T3-T5 on Isaac clock; Network_est approximate
2026-05-23T09:55:38.5614360Z,31,-1,0,1779530138512,0,0,0,1779530138509000000,1779530138512000000,1779530138530000000,1779530138561000000,N/A,N/A,N/A,31.0000,N/A,13.94,T3-T5 on Isaac clock; Network_est approximate
2026-05-23T09:55:38.6270460Z,32,-1,0,1779530138575,0,0,0,1779530138571000000,1779530138575000000,1779530138594000000,1779530138627000000,N/A,N/A,N/A,33.0000,N/A,13.23,T3-T5 on Isaac clock; Network_est approximate
