seq,cmd_seq_echo,T0_ms,T1_ms,T3_ns,TQ_ms,T4_ns,T6_ms,T7_ms,RTT_ms,Processing_ns,QueueDelay_ms,Network_ms,RenderDelay_ms,MTP_ms,Jitter_ms
200,2,1779561210557,1779561210557,1779561210571,1779561210597,1779561210597,1779561210584,1779561210598,27,0,26,1,14,41,20.6164
201,3,1779561210598,1779561210598,1779561210612,1779561210635,1779561210635,1779561210622,1779561210644,24,0,23,1,22,46,19.8032
202,4,1779561210644,1779561210644,1779561210658,1779561210689,1779561210689,1779561210676,1779561210685,32,0,31,1,9,41,19.3558
203,5,1779561210685,1779561210685,1779561210700,1779561210723,1779561210723,1779561210710,1779561210731,25,0,23,2,21,46,18.9017
204,6,1779561210731,1779561210731,1779561210745,1779561210762,1779561210762,1779561210749,1779561210776,18,0,17,1,27,45,18.0607
205,7,1779561210776,1779561210776,1779561210790,1779561210817,1779561210817,1779561210804,1779561210818,28,0,27,1,14,42,17.7101
206,8,1779561210818,1779561210818,1779561210832,1779561210850,1779561210850,1779561210837,1779561210864,19,0,18,1,27,46,17.3884
207,9,1779561210864,1779561210864,1779561210878,1779561210888,1779561210888,1779561210875,1779561210909,11,0,10,1,34,45,16.7528
208,10,1779561210909,1779561210909,1779561210923,1779561210941,1779561210942,1779561210929,1779561210948,20,1,18,1,19,39,16.6547
210,11,1779561210948,1779561210948,1779561210962,1779561210974,1779561211012,1779561210999,1779561211002,51,38,12,1,3,54,18.3394
211,13,1779561211032,1779561211032,1779561211047,1779561211068,1779561211068,1779561211055,1779561211076,23,0,21,2,21,44,18.4186
212,14,1779561211076,1779561211076,1779561211091,1779561211101,1779561211101,1779561211088,1779561211118,12,0,10,2,30,42,17.8091
213,15,1779561211118,1779561211118,1779561211132,1779561211139,1779561211139,1779561211126,1779561211162,8,0,7,1,36,44,17.0665
214,16,1779561211162,1779561211162,1779561211176,1779561211194,1779561211194,1779561211181,1779561211196,19,0,18,1,15,34,17.2971
215,17,1779561211196,1779561211196,1779561211210,1779561211229,1779561211229,1779561211216,1779561211231,20,0,19,1,15,35,16.2528
216,18,1779561211230,1779561211230,1779561211245,1779561211267,1779561211268,1779561211254,1779561211274,24,1,22,1,20,44,15.5362
217,20,1779561211299,1779561211299,1779561211313,1779561211322,1779561211322,1779561211309,1779561211334,10,0,9,1,25,35,14.9003
218,21,1779561211334,1779561211334,1779561211348,1779561211356,1779561211356,1779561211343,1779561211367,9,0,8,1,24,33,13.9844
219,22,1779561211367,1779561211367,1779561211382,1779561211394,1779561211395,1779561211381,1779561211403,14,1,12,1,22,36,13.3571
221,23,1779561211402,1779561211402,1779561211417,1779561211449,1779561211484,1779561211471,1779561211478,69,35,32,2,7,76,15.0692
222,25,1779561211482,1779561211482,1779561211496,1779561211521,1779561211522,1779561211508,1779561211521,26,1,25,0,13,39,14.4035
224,27,1779561211563,1779561211563,1779561211577,1779561211610,1779561211610,1779561211597,1779561211607,34,0,33,1,10,44,16.6736
225,28,1779561211607,1779561211607,1779561211622,1779561211649,1779561211649,1779561211636,1779561211649,29,0,27,2,13,42,15.8148
226,29,1779561211649,1779561211649,1779561211663,1779561211704,1779561211704,1779561211691,1779561211695,42,0,41,1,4,46,15.4109
227,30,1779561211695,1779561211695,1779561211709,1779561211738,1779561211738,1779561211725,1779561211738,30,0,29,1,13,43,14.9761
228,31,1779561211737,1779561211737,1779561211752,1779561211777,1779561211777,1779561211764,1779561211782,27,0,25,2,18,45,14.3954
229,32,1779561211782,1779561211782,1779561211796,1779561211832,1779561211833,1779561211820,1779561211826,38,1,36,1,6,44,14.2089
230,33,1779561211826,1779561211826,1779561211841,1779561211868,1779561211868,1779561211855,1779561211870,29,0,27,2,15,44,13.8725
231,34,1779561211870,1779561211870,1779561211884,1779561211906,1779561211906,1779561211893,1779561211916,23,0,22,1,23,46,13.4752
233,35,1779561211916,1779561211916,1779561211930,1779561211961,1779561211994,1779561211981,1779561212002,65,33,31,1,21,86,15.7297
234,37,1779561212006,1779561212006,1779561212020,1779561212032,1779561212032,1779561212019,1779561212047,13,0,12,1,28,41,15.2072
235,38,1779561212047,1779561212047,1779561212061,1779561212086,1779561212086,1779561212073,1779561212091,26,0,25,1,18,44,14.8938
236,39,1779561212091,1779561212091,1779561212105,1779561212120,1779561212120,1779561212107,1779561212133,16,0,15,1,26,42,14.4680
237,40,1779561212133,1779561212133,1779561212147,1779561212159,1779561212159,1779561212146,1779561212173,13,0,12,1,27,40,13.5932
238,41,1779561212173,1779561212173,1779561212187,1779561212214,1779561212214,1779561212201,1779561212207,28,0,27,1,6,34,14.0205
239,42,1779561212207,1779561212207,1779561212222,1779561212249,1779561212249,1779561212236,1779561212241,29,0,27,2,5,34,13.1982
240,43,1779561212241,1779561212241,1779561212256,1779561212288,1779561212288,1779561212275,1779561212276,34,0,32,2,1,35,12.6448
241,45,1779561212310,1779561212310,1779561212325,1779561212342,1779561212342,1779561212329,1779561212345,19,0,17,2,16,35,12.7889
242,46,1779561212345,1779561212345,1779561212359,1779561212376,1779561212376,1779561212363,1779561212379,18,0,17,1,16,34,12.0097
243,47,1779561212379,1779561212379,1779561212394,1779561212417,1779561212417,1779561212404,1779561212414,25,0,23,2,10,35,11.6474
244,49,1779561212449,1779561212449,1779561212463,1779561212472,1779561212472,1779561212459,1779561212484,10,0,9,1,25,35,11.8716
245,50,1779561212484,1779561212484,1779561212498,1779561212505,1779561212505,1779561212492,1779561212528,8,0,7,1,36,44,11.8111
246,51,1779561212528,1779561212528,1779561212542,1779561212543,1779561212544,1779561212531,1779561212567,3,1,1,1,36,39,11.0959
247,52,1779561212567,1779561212567,1779561212581,1779561212598,1779561212598,1779561212585,1779561212613,18,0,17,1,28,46,10.8874
249,53,1779561212613,1779561212613,1779561212627,1779561212632,1779561212670,1779561212657,1779561212658,44,38,5,1,1,45,12.5901
250,55,1779561212699,1779561212699,1779561212714,1779561212725,1779561212725,1779561212712,1779561212745,13,0,11,2,33,46,13.7914
252,56,1779561212745,1779561212745,1779561212759,1779561212797,1779561212797,1779561212784,1779561212789,39,0,38,1,5,44,15.2182
