seq,cmd_seq_echo,T0_ms,T1_ms,T3_ms,TQ_ms,T4_ms,T6_ms,T7_ms,RTT_ms,Processing_ms,QueueDelay_ms,Network_ms,RenderDelay_ms,MTP_ms,Jitter_ms
59,2,1779532735330,1779532735330,1779532735330,1779532735352,1779532735352,1779532735363,1779532735402,33,0,22,11,39,72,23.1559
60,3,1779532735363,1779532735363,1779532735363,1779532735392,1779532735392,1779532735402,1779532735433,39,0,29,10,31,70,22.0194
61,5,1779532735433,1779532735433,1779532735433,1779532735450,1779532735450,1779532735466,1779532735499,33,0,17,16,33,66,20.7949
62,6,1779532735466,1779532735466,1779532735465,1779532735484,1779532735484,1779532735499,1779532735531,33,0,19,14,32,65,19.5731
63,7,1779532735499,1779532735499,1779532735499,1779532735524,1779532735524,1779532735531,1779532735564,32,0,25,7,33,65,18.8367
64,9,1779532735564,1779532735564,1779532735564,1779532735583,1779532735583,1779532735597,1779532735630,33,0,19,14,33,66,18.1263
65,10,1779532735597,1779532735597,1779532735597,1779532735617,1779532735617,1779532735630,1779532735662,33,0,20,13,32,65,17.0341
66,11,1779532735629,1779532735630,1779532735629,1779532735657,1779532735657,1779532735662,1779532735695,32,0,28,4,33,65,16.5781
67,13,1779532735694,1779532735694,1779532735694,1779532735716,1779532735716,1779532735727,1779532735760,33,0,22,11,33,66,15.9461
68,14,1779532735727,1779532735727,1779532735727,1779532735750,1779532735750,1779532735760,1779532735793,33,0,23,10,33,66,15.2111
69,15,1779532735760,1779532735760,1779532735760,1779532735791,1779532735791,1779532735793,1779532735834,33,0,31,2,41,74,14.5268
70,17,1779532735834,1779532735834,1779532735834,1779532735851,1779532735851,1779532735865,1779532735906,31,0,17,14,41,72,14.2943
71,18,1779532735865,1779532735865,1779532735865,1779532735889,1779532735889,1779532735906,1779532735937,41,0,24,17,31,72,13.7570
72,19,1779532735906,1779532735906,1779532735906,1779532735930,1779532735930,1779532735937,1779532735970,31,0,24,7,33,64,13.4806
73,21,1779532735970,1779532735970,1779532735970,1779532735989,1779532735989,1779532736003,1779532736035,33,0,19,14,32,65,12.9651
74,22,1779532736002,1779532736002,1779532736002,1779532736022,1779532736022,1779532736035,1779532736068,33,0,20,13,33,66,12.2060
75,23,1779532736035,1779532736035,1779532736035,1779532736062,1779532736062,1779532736068,1779532736100,33,0,27,6,32,65,12.0526
76,25,1779532736100,1779532736100,1779532736100,1779532736121,1779532736121,1779532736133,1779532736166,33,0,21,12,33,66,11.8596
77,26,1779532736133,1779532736133,1779532736132,1779532736154,1779532736154,1779532736166,1779532736200,33,0,22,11,34,67,11.1478
78,27,1779532736166,1779532736166,1779532736166,1779532736194,1779532736194,1779532736200,1779532736267,34,0,28,6,67,101,12.1724
79,28,1779532736199,1779532736199,1779532736199,1779532736252,1779532736252,1779532736267,1779532736271,68,0,53,15,4,72,14.7104
81,30,1779532736271,1779532736271,1779532736272,1779532736285,1779532736325,1779532736345,1779532736350,74,40,13,21,5,79,14.0600
82,33,1779532736382,1779532736382,1779532736382,1779532736383,1779532736383,1779532736423,1779532736454,41,0,1,40,31,72,16.0649
84,35,1779532736454,1779532736454,1779532736454,1779532736458,1779532736458,1779532736488,1779532736519,34,0,4,30,31,65,14.5879
85,36,1779532736487,1779532736487,1779532736487,1779532736517,1779532736517,1779532736552,1779532736585,65,0,30,35,33,98,13.8457
86,37,1779532736519,1779532736519,1779532736519,1779532736551,1779532736551,1779532736585,1779532736617,66,0,32,34,32,98,12.9929
87,39,1779532736585,1779532736585,1779532736585,1779532736590,1779532736590,1779532736617,1779532736650,32,0,5,27,33,65,12.6971
88,40,1779532736617,1779532736617,1779532736617,1779532736649,1779532736649,1779532736683,1779532736715,66,0,32,34,32,98,12.4082
89,41,1779532736650,1779532736650,1779532736650,1779532736682,1779532736682,1779532736715,1779532736748,65,0,32,33,33,98,11.7717
90,43,1779532736715,1779532736715,1779532736715,1779532736723,1779532736723,1779532736748,1779532736781,33,0,8,25,33,66,11.6099
92,45,1779532736781,1779532736781,1779532736781,1779532736815,1779532736815,1779532736854,1779532736858,73,0,34,39,4,77,11.9162
93,46,1779532736853,1779532736854,1779532736853,1779532736855,1779532736855,1779532736858,1779532736891,4,0,2,2,33,37,11.5275
94,48,1779532736891,1779532736891,1779532736890,1779532736913,1779532736913,1779532736936,1779532736965,45,0,23,22,29,74,11.7983
95,49,1779532736933,1779532736935,1779532736935,1779532736946,1779532736946,1779532736965,1779532736997,30,0,11,19,32,62,11.3099
96,50,1779532736964,1779532736964,1779532736964,1779532736986,1779532736986,1779532736997,1779532737030,33,0,22,11,33,66,10.8485
97,52,1779532737029,1779532737030,1779532737030,1779532737043,1779532737044,1779532737062,1779532737095,32,1,13,18,33,65,10.7188
98,53,1779532737062,1779532737062,1779532737063,1779532737077,1779532737077,1779532737095,1779532737127,33,0,14,19,32,65,10.2440
99,54,1779532737094,1779532737094,1779532737094,1779532737119,1779532737120,1779532737127,1779532737162,33,1,25,7,35,68,10.0807
100,56,1779532737162,1779532737162,1779532737163,1779532737178,1779532737178,1779532737194,1779532737225,32,0,15,17,31,63,9.8131
101,57,1779532737194,1779532737194,1779532737194,1779532737211,1779532737211,1779532737225,1779532737258,31,0,17,14,33,64,9.2128
102,58,1779532737225,1779532737225,1779532737225,1779532737251,1779532737251,1779532737258,1779532737291,33,0,26,7,33,66,9.2581
104,60,1779532737291,1779532737291,1779532737292,1779532737309,1779532737343,1779532737369,1779532737375,78,34,17,27,6,84,9.0935
105,62,1779532737375,1779532737375,1779532737375,1779532737385,1779532737385,1779532737410,1779532737450,35,0,10,25,40,75,10.5025
106,63,1779532737410,1779532737410,1779532737410,1779532737443,1779532737443,1779532737450,1779532737483,40,0,33,7,33,73,11.3227
107,65,1779532737483,1779532737483,1779532737483,1779532737485,1779532737485,1779532737515,1779532737548,32,0,2,30,33,65,12.1109
108,66,1779532737514,1779532737514,1779532737514,1779532737525,1779532737525,1779532737548,1779532737580,34,0,11,23,32,66,11.9374
109,68,1779532737580,1779532737580,1779532737580,1779532737583,1779532737583,1779532737614,1779532737645,34,0,3,31,31,65,11.7535
110,69,1779532737614,1779532737614,1779532737614,1779532737616,1779532737616,1779532737645,1779532737679,31,0,2,29,34,65,11.0939
111,70,1779532737645,1779532737645,1779532737645,1779532737656,1779532737656,1779532737679,1779532737711,34,0,11,23,32,66,11.0804
112,72,1779532737710,1779532737711,1779532737710,1779532737714,1779532737715,1779532737743,1779532737777,32,1,4,27,34,66,11.0139
113,73,1779532737743,1779532737743,1779532737743,1779532737748,1779532737748,1779532737777,1779532737810,34,0,5,29,33,67,10.5135
