seq,cmd_seq_echo,T0_ms,T1_ms,T3_ns,TQ_ms,T4_ns,T6_ms,T7_ms,RTT_ms,Processing_ns,QueueDelay_ms,Network_ms,RenderDelay_ms,MTP_ms,Jitter_ms
201,2,1779562623723,1779562623723,1779562623739,1779562623759,1779562623759,1779562623744,1779562623757,21,0,20,1,13,34,15.2426
202,3,1779562623757,1779562623757,1779562623773,1779562623793,1779562623793,1779562623778,1779562623792,21,0,20,1,14,35,14.3514
203,4,1779562623792,1779562623792,1779562623808,1779562623834,1779562623834,1779562623819,1779562623868,27,0,26,1,49,76,15.6190
204,5,1779562623867,1779562623867,1779562623883,1779562623884,1779562623884,1779562623869,1779562623873,2,0,1,1,4,6,17.4335
205,6,1779562623873,1779562623873,1779562623889,1779562623917,1779562623917,1779562623902,1779562623913,29,0,28,1,11,40,16.7703
206,7,1779562623913,1779562623913,1779562623928,1779562623956,1779562623956,1779562623941,1779562623953,28,0,28,0,12,40,15.8113
207,9,1779562623986,1779562623986,1779562624002,1779562624008,1779562624008,1779562623993,1779562624021,7,0,6,1,28,35,15.7874
208,10,1779562624021,1779562624021,1779562624036,1779562624041,1779562624041,1779562624026,1779562624055,5,0,5,0,29,34,14.8613
209,11,1779562624054,1779562624054,1779562624070,1779562624079,1779562624079,1779562624064,1779562624089,10,0,9,1,25,35,14.2027
210,12,1779562624089,1779562624089,1779562624105,1779562624130,1779562624130,1779562624115,1779562624123,26,0,25,1,8,34,14.2996
211,13,1779562624123,1779562624123,1779562624139,1779562624163,1779562624163,1779562624148,1779562624158,25,0,24,1,10,35,13.4932
212,14,1779562624158,1779562624158,1779562624173,1779562624201,1779562624201,1779562624186,1779562624192,28,0,28,0,6,34,12.9055
213,16,1779562624226,1779562624226,1779562624242,1779562624252,1779562624252,1779562624237,1779562624261,11,0,10,1,24,35,13.2342
214,17,1779562624261,1779562624261,1779562624277,1779562624285,1779562624285,1779562624270,1779562624295,9,0,8,1,25,34,12.4928
215,18,1779562624295,1779562624295,1779562624311,1779562624324,1779562624324,1779562624309,1779562624330,14,0,13,1,21,35,11.9722
216,19,1779562624330,1779562624330,1779562624346,1779562624375,1779562624375,1779562624360,1779562624373,30,0,29,1,13,43,11.7180
217,20,1779562624373,1779562624373,1779562624389,1779562624409,1779562624409,1779562624395,1779562624407,22,0,20,2,12,34,10.9878
218,21,1779562624407,1779562624407,1779562624423,1779562624447,1779562624447,1779562624432,1779562624450,25,0,24,1,18,43,10.5921
219,22,1779562624450,1779562624450,1779562624465,1779562624498,1779562624498,1779562624483,1779562624517,33,0,33,0,34,67,10.9122
220,24,1779562624517,1779562624517,1779562624532,1779562624533,1779562624533,1779562624518,1779562624552,1,0,1,0,34,35,10.2311
221,25,1779562624551,1779562624551,1779562624567,1779562624572,1779562624572,1779562624557,1779562624586,6,0,5,1,29,35,9.8923
222,26,1779562624586,1779562624586,1779562624602,1779562624625,1779562624625,1779562624610,1779562624620,24,0,23,1,10,34,10.4214
223,27,1779562624620,1779562624620,1779562624636,1779562624659,1779562624659,1779562624644,1779562624655,24,0,23,1,11,35,9.7914
224,28,1779562624655,1779562624655,1779562624670,1779562624698,1779562624698,1779562624683,1779562624689,28,0,28,0,6,34,9.5261
225,30,1779562624723,1779562624723,1779562624739,1779562624749,1779562624749,1779562624734,1779562624758,11,0,10,1,24,35,10.1125
226,31,1779562624758,1779562624758,1779562624774,1779562624783,1779562624783,1779562624768,1779562624792,10,0,9,1,24,34,9.4899
