t3_recv,tq_dequeue,cmd_seq,t0,t1,action_type,action_data
1779576130413,1779576130415,1,1779576130406,1779576130407,delta,"0,0.05"
1779576130418,1779576130456,2,1779576130413,1779576130413,delta,"0,0.05"
1779576130450,1779576130456,3,1779576130445,1779576130445,delta,"0,0.05"
1779576130483,1779576130517,4,1779576130478,1779576130478,delta,"0,0.05"
1779576130516,1779576130517,5,1779576130511,1779576130511,delta,"0,0.05"
1779576130548,1779576130553,6,1779576130543,1779576130543,delta,"0,0.05"
1779576130580,1779576130594,7,1779576130575,1779576130576,delta,"0,0.05"
1779576130613,1779576130655,8,1779576130608,1779576130608,delta,"0,0.05"
1779576130648,1779576130655,9,1779576130643,1779576130643,delta,"0,0.05"
1779576130686,1779576130690,10,1779576130681,1779576130681,delta,"0,0.05"
1779576130755,1779576130791,11,1779576130750,1779576130750,delta,"0,0.05"
1779576130758,1779576130792,12,1779576130753,1779576130753,delta,"0,0.05"
1779576130792,1779576130828,13,1779576130787,1779576130787,delta,"0,0.05"
1779576130825,1779576130828,14,1779576130820,1779576130820,delta,"0,0.05"
1779576130867,1779576130870,15,1779576130861,1779576130861,delta,"0,0.05"
1779576130898,1779576130932,16,1779576130893,1779576130893,delta,"0,0.05"
1779576130938,1779576130966,17,1779576130933,1779576130933,delta,"0,0.05"
1779576130969,1779576131007,18,1779576130964,1779576130964,delta,"0,0.05"
1779576131002,1779576131007,19,1779576130997,1779576130997,delta,"0,0.05"
1779576131035,1779576131069,20,1779576131030,1779576131030,delta,"0,0.05"
1779576131067,1779576131069,21,1779576131063,1779576131063,delta,"0,0.05"
1779576131100,1779576131103,22,1779576131095,1779576131095,delta,"0,0.05"
1779576131133,1779576131144,23,1779576131128,1779576131128,delta,"0,0.05"
1779576131166,1779576131205,24,1779576131161,1779576131161,delta,"0,0.05"
1779576131203,1779576131205,25,1779576131198,1779576131198,delta,"0,0.05"
1779576131236,1779576131238,26,1779576131230,1779576131230,delta,"0,0.05"
1779576131267,1779576131279,27,1779576131262,1779576131262,delta,"0,0.05"
1779576131300,1779576131340,28,1779576131295,1779576131295,delta,"0,0.05"
1779576131372,1779576131374,29,1779576131368,1779576131368,delta,"0,0.05"
1779576131376,1779576131424,30,1779576131371,1779576131371,delta,"0,0.05"
1779576131409,1779576131424,31,1779576131404,1779576131404,delta,"0,0.05"
1779576131450,1779576131487,32,1779576131445,1779576131445,delta,"0,0.05"
1779576131481,1779576131487,33,1779576131476,1779576131476,delta,"0,0.05"
1779576131514,1779576131521,34,1779576131509,1779576131509,delta,"0,0.05"
1779576131547,1779576131564,35,1779576131542,1779576131542,delta,"0,0.05"
1779576131580,1779576131627,36,1779576131575,1779576131575,delta,"0,0.05"
1779576131615,1779576131627,37,1779576131607,1779576131608,delta,"0,0.05"
1779576131646,1779576131662,38,1779576131641,1779576131641,delta,"0,0.05"
1779576131686,1779576131704,39,1779576131681,1779576131681,delta,"0,0.05"
1779576131719,1779576131766,40,1779576131714,1779576131714,delta,"0,0.05"
1779576131751,1779576131766,41,1779576131746,1779576131746,delta,"0,0.05"
1779576131784,1779576131801,42,1779576131779,1779576131779,delta,"0,0.05"
