seq,cmd_seq_echo,T0_ms,T1_ms,T3_ms,TQ_ms,T4_ms,T6_ms,T7_ms,RTT_ms,Processing_ms,QueueDelay_ms,Network_ms,RenderDelay_ms,MTP_ms,Jitter_ms
124,2,1779575872430,1779575872430,1779575872436,1779575872448,1779575872448,1779575872464,1779575872496,34,0,12,22,32,66,24.8595
125,3,1779575872464,1779575872464,1779575872469,1779575872487,1779575872487,1779575872496,1779575872529,32,0,18,14,33,65,23.5625
126,4,1779575872496,1779575872496,1779575872501,1779575872530,1779575872530,1779575872529,1779575872601,33,0,29,4,72,105,23.9826
127,5,1779575872529,1779575872529,1779575872534,1779575872594,1779575872594,1779575872601,1779575872605,72,0,60,12,4,76,26.2136
129,7,1779575872605,1779575872605,1779575872610,1779575872631,1779575872673,1779575872675,1779575872679,70,42,21,7,4,74,24.8860
130,10,1779575872711,1779575872711,1779575872717,1779575872735,1779575872735,1779575872745,1779575872777,34,0,18,16,32,66,25.4882
131,11,1779575872744,1779575872744,1779575872750,1779575872773,1779575872773,1779575872777,1779575872810,33,0,23,10,33,66,24.1160
132,13,1779575872809,1779575872809,1779575872814,1779575872815,1779575872815,1779575872842,1779575872875,33,0,1,32,33,66,24.0254
133,14,1779575872842,1779575872842,1779575872847,1779575872877,1779575872877,1779575872875,1779575872907,33,0,30,3,32,65,24.3936
134,16,1779575872907,1779575872907,1779575872912,1779575872913,1779575872913,1779575872940,1779575872973,33,0,1,32,33,66,24.5914
135,17,1779575872940,1779575872940,1779575872945,1779575872953,1779575872954,1779575872973,1779575873010,33,1,8,24,37,70,23.2942
136,19,1779575873010,1779575873010,1779575873016,1779575873016,1779575873016,1779575873046,1779575873087,36,0,0,36,41,77,22.7175
137,20,1779575873046,1779575873046,1779575873051,1779575873051,1779575873051,1779575873087,1779575873159,41,0,0,41,72,113,23.7393
139,21,1779575873087,1779575873087,1779575873092,1779575873093,1779575873155,1779575873158,1779575873163,71,62,1,8,5,76,28.3954
140,23,1779575873163,1779575873163,1779575873167,1779575873190,1779575873191,1779575873195,1779575873228,32,1,23,8,33,65,28.3609
141,24,1779575873194,1779575873194,1779575873199,1779575873232,1779575873232,1779575873260,1779575873293,66,0,33,33,33,99,28.0629
142,26,1779575873260,1779575873260,1779575873265,1779575873294,1779575873294,1779575873293,1779575873326,33,0,29,4,33,66,28.1449
143,27,1779575873293,1779575873293,1779575873298,1779575873330,1779575873330,1779575873358,1779575873428,65,0,32,33,70,135,30.4587
144,29,1779575873358,1779575873358,1779575873363,1779575873373,1779575873373,1779575873428,1779575873431,70,0,10,60,3,73,30.8921
145,30,1779575873427,1779575873427,1779575873433,1779575873436,1779575873436,1779575873466,1779575873499,39,0,3,36,33,72,29.2245
146,32,1779575873465,1779575873465,1779575873471,1779575873471,1779575873472,1779575873499,1779575873532,34,1,0,33,33,67,27.6555
147,33,1779575873499,1779575873499,1779575873504,1779575873515,1779575873515,1779575873532,1779575873566,33,0,11,22,34,67,26.3734
148,35,1779575873565,1779575873565,1779575873571,1779575873576,1779575873576,1779575873606,1779575873638,41,0,5,36,32,73,25.2078
149,36,1779575873606,1779575873606,1779575873611,1779575873612,1779575873612,1779575873638,1779575873681,32,0,1,31,43,75,24.2890
