utc_iso,unix_ms,received_queue_size
2026-05-23T22:48:15.3475600Z,1779576495347,0
2026-05-23T22:48:16.0865460Z,1779576496086,0
2026-05-23T22:48:16.1370620Z,1779576496137,0
2026-05-23T22:48:16.1762440Z,1779576496176,0
2026-05-23T22:48:16.2133800Z,1779576496213,0
2026-05-23T22:48:16.2511910Z,1779576496251,0
2026-05-23T22:48:16.2884540Z,1779576496288,0
2026-05-23T22:48:16.3259430Z,1779576496325,0
2026-05-23T22:48:16.3626260Z,1779576496362,0
2026-05-23T22:48:16.4010210Z,1779576496401,0
2026-05-23T22:48:16.4462660Z,1779576496446,0
2026-05-23T22:48:16.4901630Z,1779576496490,0
2026-05-23T22:48:16.5348550Z,1779576496534,0
2026-05-23T22:48:16.5812670Z,1779576496581,0
2026-05-23T22:48:16.6259470Z,1779576496625,0
2026-05-23T22:48:16.6637810Z,1779576496663,0
2026-05-23T22:48:16.7007210Z,1779576496700,0
2026-05-23T22:48:16.7381240Z,1779576496738,0
2026-05-23T22:48:16.7759410Z,1779576496775,0
2026-05-23T22:48:16.8151740Z,1779576496815,0
2026-05-23T22:48:16.8522760Z,1779576496852,0
2026-05-23T22:48:16.8899220Z,1779576496889,0
2026-05-23T22:48:16.9283900Z,1779576496928,0
2026-05-23T22:48:16.9717200Z,1779576496971,0
2026-05-23T22:48:17.0124790Z,1779576497012,0
2026-05-23T22:48:17.0498030Z,1779576497049,0
2026-05-23T22:48:17.0867330Z,1779576497086,0
2026-05-23T22:48:17.1235430Z,1779576497123,0
2026-05-23T22:48:17.1602960Z,1779576497160,0
2026-05-23T22:48:17.2003670Z,1779576497200,0
2026-05-23T22:48:17.2370920Z,1779576497237,0
2026-05-23T22:48:17.2736240Z,1779576497273,0
2026-05-23T22:48:17.3106190Z,1779576497310,0
2026-05-23T22:48:17.3475520Z,1779576497347,0
2026-05-23T22:48:17.3840730Z,1779576497384,0
2026-05-23T22:48:17.4207990Z,1779576497420,0
2026-05-23T22:48:17.4579820Z,1779576497457,0
2026-05-23T22:48:17.4954980Z,1779576497495,0
2026-05-23T22:48:17.5525120Z,1779576497552,0
2026-05-23T22:48:17.5566390Z,1779576497556,0
2026-05-23T22:48:17.5896310Z,1779576497589,0
2026-05-23T22:48:17.6226730Z,1779576497622,0
2026-05-23T22:48:17.7150940Z,1779576497715,0
2026-05-23T22:48:17.7199300Z,1779576497719,0
2026-05-23T22:48:17.7510640Z,1779576497751,0
2026-05-23T22:48:17.7834490Z,1779576497783,0
2026-05-23T22:48:17.8169820Z,1779576497816,0
2026-05-23T22:48:17.8489580Z,1779576497848,0
2026-05-23T22:48:17.8825090Z,1779576497882,0
2026-05-23T22:48:17.9145100Z,1779576497914,0
2026-05-23T22:48:17.9472820Z,1779576497947,0
2026-05-23T22:48:17.9798040Z,1779576497979,0
2026-05-23T22:48:18.0205590Z,1779576498020,0
2026-05-23T22:48:18.0949540Z,1779576498094,0
2026-05-23T22:48:18.0981450Z,1779576498098,0
2026-05-23T22:48:18.1316230Z,1779576498131,0
2026-05-23T22:48:18.1651780Z,1779576498165,0
2026-05-23T22:48:18.1979560Z,1779576498197,0
2026-05-23T22:48:18.2308540Z,1779576498230,0
2026-05-23T22:48:18.2638910Z,1779576498263,0
2026-05-23T22:48:18.2964450Z,1779576498296,0
2026-05-23T22:48:18.3291110Z,1779576498329,0
2026-05-23T22:48:18.3663360Z,1779576498366,0
2026-05-23T22:48:18.3966210Z,1779576498396,0
2026-05-23T22:48:18.4316110Z,1779576498431,0
2026-05-23T22:48:18.4726340Z,1779576498472,0
2026-05-23T22:48:18.5069840Z,1779576498506,0
2026-05-23T22:48:18.5496330Z,1779576498549,0
2026-05-23T22:48:18.5815810Z,1779576498581,0
2026-05-23T22:48:18.6144850Z,1779576498614,0
2026-05-23T22:48:18.6470520Z,1779576498647,0
2026-05-23T22:48:18.6795040Z,1779576498679,0
2026-05-23T22:48:18.7117710Z,1779576498711,0
2026-05-23T22:48:18.7443990Z,1779576498744,0
2026-05-23T22:48:18.7775420Z,1779576498777,0
2026-05-23T22:48:18.8108050Z,1779576498810,0
2026-05-23T22:48:18.8445290Z,1779576498844,0
2026-05-23T22:48:18.8778820Z,1779576498877,0
2026-05-23T22:48:18.9114270Z,1779576498911,0
2026-05-23T22:48:18.9445400Z,1779576498944,0
2026-05-23T22:48:18.9790600Z,1779576498979,0
2026-05-23T22:48:19.0527860Z,1779576499052,0
2026-05-23T22:48:19.0562710Z,1779576499056,0
2026-05-23T22:48:19.0958700Z,1779576499095,0
2026-05-23T22:48:19.1359360Z,1779576499135,0
2026-05-23T22:48:19.1737400Z,1779576499173,0
2026-05-23T22:48:19.2194040Z,1779576499219,0
2026-05-23T22:48:19.2627830Z,1779576499262,0
2026-05-23T22:48:19.3001880Z,1779576499300,0
2026-05-23T22:48:19.3352330Z,1779576499335,0
2026-05-23T22:48:19.3690690Z,1779576499369,0
2026-05-23T22:48:19.4026630Z,1779576499402,0
2026-05-23T22:48:19.4400730Z,1779576499440,0
2026-05-23T22:48:19.4820460Z,1779576499482,0
2026-05-23T22:48:19.5314990Z,1779576499531,0
2026-05-23T22:48:19.5725080Z,1779576499572,0
2026-05-23T22:48:19.6165140Z,1779576499616,0
2026-05-23T22:48:19.6575690Z,1779576499657,0
2026-05-23T22:48:19.6958130Z,1779576499695,0
2026-05-23T22:48:19.7415640Z,1779576499741,0
2026-05-23T22:48:19.7769540Z,1779576499776,0
2026-05-23T22:48:19.8084830Z,1779576499808,0
2026-05-23T22:48:19.8400400Z,1779576499840,0
2026-05-23T22:48:19.8718670Z,1779576499871,0
2026-05-23T22:48:19.9036180Z,1779576499903,0
2026-05-23T22:48:19.9362170Z,1779576499936,0
2026-05-23T22:48:19.9762580Z,1779576499976,0
2026-05-23T22:48:20.0151410Z,1779576500015,0
2026-05-23T22:48:20.0500550Z,1779576500050,0
2026-05-23T22:48:20.1290000Z,1779576500129,0
2026-05-23T22:48:20.1323910Z,1779576500132,0
2026-05-23T22:48:20.1726450Z,1779576500172,0
2026-05-23T22:48:20.2048920Z,1779576500204,0
2026-05-23T22:48:20.2361070Z,1779576500236,0
2026-05-23T22:48:20.2677560Z,1779576500267,0
2026-05-23T22:48:20.2993820Z,1779576500299,0
2026-05-23T22:48:20.3312490Z,1779576500331,0
2026-05-23T22:48:20.3646920Z,1779576500364,0
2026-05-23T22:48:20.3960800Z,1779576500396,0
2026-05-23T22:48:20.4277530Z,1779576500427,0
2026-05-23T22:48:20.4593480Z,1779576500459,0
2026-05-23T22:48:20.4909700Z,1779576500490,0
2026-05-23T22:48:20.5231420Z,1779576500523,0
2026-05-23T22:48:20.5567140Z,1779576500556,0
2026-05-23T22:48:20.6036010Z,1779576500603,0
2026-05-23T22:48:20.6419530Z,1779576500641,0
2026-05-23T22:48:20.6827460Z,1779576500682,0
2026-05-23T22:48:20.7143980Z,1779576500714,0
2026-05-23T22:48:20.7455870Z,1779576500745,0
2026-05-23T22:48:20.7772000Z,1779576500777,0
2026-05-23T22:48:20.8089830Z,1779576500808,0
2026-05-23T22:48:20.8407470Z,1779576500840,0
2026-05-23T22:48:20.8723070Z,1779576500872,0
2026-05-23T22:48:20.9042890Z,1779576500904,0
2026-05-23T22:48:20.9356850Z,1779576500935,0
2026-05-23T22:48:20.9674250Z,1779576500967,0
2026-05-23T22:48:20.9988790Z,1779576500998,0
2026-05-23T22:48:21.0313170Z,1779576501031,0
2026-05-23T22:48:21.0650260Z,1779576501065,0
2026-05-23T22:48:21.1441730Z,1779576501144,0
2026-05-23T22:48:21.1476290Z,1779576501147,0
2026-05-23T22:48:21.1809600Z,1779576501180,0
2026-05-23T22:48:21.2181580Z,1779576501218,0
2026-05-23T22:48:21.2488470Z,1779576501248,0
2026-05-23T22:48:21.2805000Z,1779576501280,0
2026-05-23T22:48:21.3120400Z,1779576501312,0
2026-05-23T22:48:21.3436570Z,1779576501343,0
2026-05-23T22:48:21.3752770Z,1779576501375,0
2026-05-23T22:48:21.4068160Z,1779576501406,0
2026-05-23T22:48:21.4385080Z,1779576501438,0
2026-05-23T22:48:21.4703060Z,1779576501470,0
2026-05-23T22:48:21.5020650Z,1779576501502,0
2026-05-23T22:48:21.5343020Z,1779576501534,0
2026-05-23T22:48:21.5665060Z,1779576501566,0
2026-05-23T22:48:21.6107280Z,1779576501610,0
2026-05-23T22:48:21.6422840Z,1779576501642,0
2026-05-23T22:48:21.6792010Z,1779576501679,0
2026-05-23T22:48:21.7100270Z,1779576501710,0
2026-05-23T22:48:21.7417070Z,1779576501741,0
2026-05-23T22:48:21.7734160Z,1779576501773,0
2026-05-23T22:48:21.8053730Z,1779576501805,0
2026-05-23T22:48:21.8372650Z,1779576501837,0
2026-05-23T22:48:21.8684670Z,1779576501868,0
2026-05-23T22:48:21.8999670Z,1779576501899,0
2026-05-23T22:48:21.9318930Z,1779576501931,0
2026-05-23T22:48:21.9633600Z,1779576501963,0
2026-05-23T22:48:21.9953030Z,1779576501995,0
2026-05-23T22:48:22.0263950Z,1779576502026,0
2026-05-23T22:48:22.0585010Z,1779576502058,0
2026-05-23T22:48:22.0912800Z,1779576502091,0
2026-05-23T22:48:22.1341570Z,1779576502134,0
2026-05-23T22:48:22.1658720Z,1779576502165,0
2026-05-23T22:48:22.2030460Z,1779576502203,0
2026-05-23T22:48:22.2343860Z,1779576502234,0
2026-05-23T22:48:22.2657630Z,1779576502265,0
2026-05-23T22:48:22.2974660Z,1779576502297,0
2026-05-23T22:48:22.3291010Z,1779576502329,0
2026-05-23T22:48:22.3606400Z,1779576502360,0
2026-05-23T22:48:22.3923470Z,1779576502392,0
2026-05-23T22:48:22.4242290Z,1779576502424,0
2026-05-23T22:48:22.4557570Z,1779576502455,0
2026-05-23T22:48:22.4875420Z,1779576502487,0
2026-05-23T22:48:22.5191870Z,1779576502519,0
2026-05-23T22:48:22.5507080Z,1779576502550,0
2026-05-23T22:48:22.5825810Z,1779576502582,0
2026-05-23T22:48:22.6581180Z,1779576502658,0
2026-05-23T22:48:22.6609500Z,1779576502660,0
2026-05-23T22:48:22.6946650Z,1779576502694,0
2026-05-23T22:48:22.7315940Z,1779576502731,0
2026-05-23T22:48:22.7625630Z,1779576502762,0
2026-05-23T22:48:22.7944060Z,1779576502794,0
2026-05-23T22:48:22.8257800Z,1779576502825,0
2026-05-23T22:48:22.8573930Z,1779576502857,0
2026-05-23T22:48:22.8888600Z,1779576502888,0
2026-05-23T22:48:22.9207280Z,1779576502920,0
2026-05-23T22:48:22.9523910Z,1779576502952,0
2026-05-23T22:48:22.9843910Z,1779576502984,0
2026-05-23T22:48:23.0155850Z,1779576503015,0
2026-05-23T22:48:23.0471150Z,1779576503047,0
2026-05-23T22:48:23.0791720Z,1779576503079,0
2026-05-23T22:48:23.1498510Z,1779576503149,0
2026-05-23T22:48:23.1529360Z,1779576503152,0
2026-05-23T22:48:23.1906740Z,1779576503190,0
2026-05-23T22:48:23.2301060Z,1779576503230,0
2026-05-23T22:48:23.2627170Z,1779576503262,0
2026-05-23T22:48:23.3002830Z,1779576503300,0
2026-05-23T22:48:23.3311490Z,1779576503331,0
2026-05-23T22:48:23.3629360Z,1779576503362,0
2026-05-23T22:48:23.3946480Z,1779576503394,0
2026-05-23T22:48:23.4259620Z,1779576503425,0
2026-05-23T22:48:23.4577090Z,1779576503457,0
2026-05-23T22:48:23.4893330Z,1779576503489,0
2026-05-23T22:48:23.5209770Z,1779576503520,0
2026-05-23T22:48:23.5530060Z,1779576503553,0
2026-05-23T22:48:23.5847670Z,1779576503584,0
2026-05-23T22:48:23.6170200Z,1779576503617,0
2026-05-23T22:48:23.6578690Z,1779576503657,0
2026-05-23T22:48:23.6936140Z,1779576503693,0
2026-05-23T22:48:23.7259770Z,1779576503725,0
2026-05-23T22:48:23.7634010Z,1779576503763,0
2026-05-23T22:48:23.7947380Z,1779576503794,0
2026-05-23T22:48:23.8262610Z,1779576503826,0
2026-05-23T22:48:23.8579110Z,1779576503857,0
2026-05-23T22:48:23.8896740Z,1779576503889,0
2026-05-23T22:48:23.9216230Z,1779576503921,0
2026-05-23T22:48:23.9530900Z,1779576503953,0
2026-05-23T22:48:23.9849550Z,1779576503984,0
2026-05-23T22:48:24.0163730Z,1779576504016,0
2026-05-23T22:48:24.0478430Z,1779576504047,0
2026-05-23T22:48:24.0793860Z,1779576504079,0
2026-05-23T22:48:24.1117290Z,1779576504111,0
2026-05-23T22:48:24.1534200Z,1779576504153,0
2026-05-23T22:48:24.1856490Z,1779576504185,0
2026-05-23T22:48:24.2237980Z,1779576504223,0
2026-05-23T22:48:24.2914200Z,1779576504291,0
2026-05-23T22:48:24.2948850Z,1779576504294,0
2026-05-23T22:48:24.3264460Z,1779576504326,0
2026-05-23T22:48:24.3581420Z,1779576504358,0
2026-05-23T22:48:24.3898160Z,1779576504389,0
2026-05-23T22:48:24.4215620Z,1779576504421,0
2026-05-23T22:48:24.4531710Z,1779576504453,0
2026-05-23T22:48:24.4850370Z,1779576504485,0
2026-05-23T22:48:24.5162470Z,1779576504516,0
2026-05-23T22:48:24.5479600Z,1779576504547,0
2026-05-23T22:48:24.5796600Z,1779576504579,0
2026-05-23T22:48:24.6113610Z,1779576504611,0
2026-05-23T22:48:24.6435810Z,1779576504643,0
2026-05-23T22:48:24.6970000Z,1779576504697,0
2026-05-23T22:48:24.7235570Z,1779576504723,0
2026-05-23T22:48:24.7563290Z,1779576504756,0
2026-05-23T22:48:24.7876830Z,1779576504787,0
2026-05-23T22:48:24.8193050Z,1779576504819,0
2026-05-23T22:48:24.8862690Z,1779576504886,0
2026-05-23T22:48:24.8905450Z,1779576504890,0
2026-05-23T22:48:24.9226790Z,1779576504922,0
2026-05-23T22:48:24.9545700Z,1779576504954,1
2026-05-23T22:48:24.9886240Z,1779576504988,1
2026-05-23T22:48:25.0223670Z,1779576505022,0
2026-05-23T22:48:25.0885620Z,1779576505088,1
2026-05-23T22:48:25.1026350Z,1779576505102,1
2026-05-23T22:48:25.1346010Z,1779576505134,1
2026-05-23T22:48:25.1790370Z,1779576505179,0
2026-05-23T22:48:25.2493070Z,1779576505249,1
2026-05-23T22:48:25.2528810Z,1779576505252,2
2026-05-23T22:48:25.2848350Z,1779576505284,0
2026-05-23T22:48:25.3165490Z,1779576505316,0
2026-05-23T22:48:25.3479720Z,1779576505347,1
2026-05-23T22:48:25.3796470Z,1779576505379,1
2026-05-23T22:48:25.4111350Z,1779576505411,1
2026-05-23T22:48:25.4429960Z,1779576505442,0
2026-05-23T22:48:25.4745060Z,1779576505474,1
2026-05-23T22:48:25.5061230Z,1779576505506,1
2026-05-23T22:48:25.5378520Z,1779576505537,1
2026-05-23T22:48:25.5697340Z,1779576505569,0
2026-05-23T22:48:25.6013130Z,1779576505601,1
2026-05-23T22:48:25.6333270Z,1779576505633,1
2026-05-23T22:48:25.6655630Z,1779576505665,0
2026-05-23T22:48:25.7057480Z,1779576505705,1
2026-05-23T22:48:25.7377680Z,1779576505737,1
2026-05-23T22:48:25.7773360Z,1779576505777,1
2026-05-23T22:48:25.8082360Z,1779576505808,0
2026-05-23T22:48:25.8402320Z,1779576505840,1
2026-05-23T22:48:25.8715050Z,1779576505871,1
2026-05-23T22:48:25.9034080Z,1779576505903,1
2026-05-23T22:48:25.9354470Z,1779576505935,0
2026-05-23T22:48:26.0032740Z,1779576506003,1
2026-05-23T22:48:26.0077710Z,1779576506007,1
2026-05-23T22:48:26.0393330Z,1779576506039,0
2026-05-23T22:48:26.0710440Z,1779576506071,1
2026-05-23T22:48:26.1027300Z,1779576506102,1
2026-05-23T22:48:26.1347240Z,1779576506134,0
2026-05-23T22:48:26.1665790Z,1779576506166,1
2026-05-23T22:48:26.2079540Z,1779576506207,1
2026-05-23T22:48:26.2396860Z,1779576506239,1
2026-05-23T22:48:26.2789540Z,1779576506278,0
2026-05-23T22:48:26.3097710Z,1779576506309,1
2026-05-23T22:48:26.3413950Z,1779576506341,0
2026-05-23T22:48:26.3730520Z,1779576506373,0
2026-05-23T22:48:26.4050470Z,1779576506405,0
2026-05-23T22:48:26.4364490Z,1779576506436,0
2026-05-23T22:48:26.4680750Z,1779576506468,0
2026-05-23T22:48:26.4997090Z,1779576506499,0
2026-05-23T22:48:26.5314880Z,1779576506531,5
2026-05-23T22:48:26.5629100Z,1779576506562,0
2026-05-23T22:48:26.5948080Z,1779576506594,1
2026-05-23T22:48:26.6263230Z,1779576506626,1
2026-05-23T22:48:26.6585660Z,1779576506658,1
2026-05-23T22:48:26.6904860Z,1779576506690,0
2026-05-23T22:48:26.7324130Z,1779576506732,1
2026-05-23T22:48:26.8006410Z,1779576506800,1
2026-05-23T22:48:26.8071390Z,1779576506807,1
2026-05-23T22:48:26.8427340Z,1779576506842,0
2026-05-23T22:48:26.8834640Z,1779576506883,1
2026-05-23T22:48:26.9265870Z,1779576506926,1
2026-05-23T22:48:26.9632640Z,1779576506963,1
2026-05-23T22:48:27.0027480Z,1779576507002,1
2026-05-23T22:48:27.0811960Z,1779576507081,1
2026-05-23T22:48:27.0846910Z,1779576507084,1
2026-05-23T22:48:27.1165400Z,1779576507116,0
2026-05-23T22:48:27.1541500Z,1779576507154,1
2026-05-23T22:48:27.1907440Z,1779576507190,1
2026-05-23T22:48:27.2367900Z,1779576507236,1
2026-05-23T22:48:27.2702420Z,1779576507270,1
2026-05-23T22:48:27.3064860Z,1779576507306,1
2026-05-23T22:48:27.3467050Z,1779576507346,0
2026-05-23T22:48:27.3775670Z,1779576507377,1
2026-05-23T22:48:27.4093320Z,1779576507409,1
2026-05-23T22:48:27.4431720Z,1779576507443,1
2026-05-23T22:48:27.4786270Z,1779576507478,0
2026-05-23T22:48:27.5099530Z,1779576507509,1
2026-05-23T22:48:27.5449520Z,1779576507544,1
2026-05-23T22:48:27.5823050Z,1779576507582,1
2026-05-23T22:48:27.6169370Z,1779576507616,0
2026-05-23T22:48:27.6513030Z,1779576507651,1
2026-05-23T22:48:27.6866930Z,1779576507686,1
2026-05-23T22:48:27.7224760Z,1779576507722,1
2026-05-23T22:48:27.7693940Z,1779576507769,1
2026-05-23T22:48:27.8099460Z,1779576507809,0
2026-05-23T22:48:27.8485640Z,1779576507848,1
2026-05-23T22:48:27.8870700Z,1779576507887,1
2026-05-23T22:48:27.9360670Z,1779576507936,1
2026-05-23T22:48:27.9856680Z,1779576507985,1
2026-05-23T22:48:28.0304790Z,1779576508030,1
2026-05-23T22:48:28.0792570Z,1779576508079,1
2026-05-23T22:48:28.1487730Z,1779576508148,1
2026-05-23T22:48:28.2829900Z,1779576508282,2
2026-05-23T22:48:28.3296820Z,1779576508329,3
2026-05-23T22:48:28.3346270Z,1779576508334,0
2026-05-23T22:48:28.3769330Z,1779576508376,1
2026-05-23T22:48:28.4120970Z,1779576508412,1
2026-05-23T22:48:28.4451100Z,1779576508445,1
2026-05-23T22:48:28.4779920Z,1779576508477,0
2026-05-23T22:48:28.5103240Z,1779576508510,1
2026-05-23T22:48:28.5427910Z,1779576508542,1
2026-05-23T22:48:28.5756240Z,1779576508575,0
2026-05-23T22:48:28.6080150Z,1779576508608,1
2026-05-23T22:48:28.6407810Z,1779576508640,1
2026-05-23T22:48:28.6738040Z,1779576508673,0
2026-05-23T22:48:28.7067930Z,1779576508706,1
2026-05-23T22:48:28.7798310Z,1779576508779,1
2026-05-23T22:48:28.7849100Z,1779576508784,2
2026-05-23T22:48:28.8551100Z,1779576508855,0
2026-05-23T22:48:28.8591820Z,1779576508859,1
2026-05-23T22:48:28.8919080Z,1779576508891,0
2026-05-23T22:48:28.9263180Z,1779576508926,1
2026-05-23T22:48:28.9686550Z,1779576508968,1
2026-05-23T22:48:29.0090800Z,1779576509009,1
2026-05-23T22:48:29.0490840Z,1779576509049,0
2026-05-23T22:48:29.0877200Z,1779576509087,1
2026-05-23T22:48:29.1227000Z,1779576509122,1
2026-05-23T22:48:29.1549360Z,1779576509154,1
