seq,cmd_seq_echo,T0_ms,T1_ms,T3_ns,TQ_ms,T4_ns,T6_ms,T7_ms,RTT_ms,Processing_ns,QueueDelay_ms,Network_ms,RenderDelay_ms,MTP_ms,Jitter_ms
178,2,1779562345446,1779562345451,1779562345467,1779562345476,1779562345476,1779562345461,1779562345484,10,0,9,1,23,33,13.8274
179,3,1779562345446,1779562345484,1779562345499,1779562345509,1779562345509,1779562345495,1779562345525,11,0,10,1,30,41,13.4598
182,6,1779562345446,1779562345597,1779562345613,1779562345636,1779562345636,1779562345622,1779562345630,25,0,23,2,8,33,13.4975
183,7,1779562345446,1779562345629,1779562345645,1779562345675,1779562345675,1779562345661,1779562345662,32,0,30,2,1,33,13.0578
184,9,1779562345446,1779562345699,1779562345715,1779562345728,1779562345728,1779562345713,1779562345736,14,0,13,1,23,37,13.5252
185,10,1779562345446,1779562345735,1779562345751,1779562345762,1779562345762,1779562345748,1779562345772,13,0,11,2,24,37,12.8120
186,11,1779562345446,1779562345771,1779562345787,1779562345801,1779562345801,1779562345788,1779562345809,17,0,14,3,21,38,12.1303
187,12,1779562345446,1779562345809,1779562345824,1779562345854,1779562345854,1779562345840,1779562345845,31,0,30,1,5,36,12.5230
188,13,1779562345446,1779562345844,1779562345860,1779562345892,1779562345892,1779562345878,1779562345881,34,0,32,2,3,37,11.8626
189,15,1779562345446,1779562345913,1779562345929,1779562345934,1779562345934,1779562345920,1779562345945,7,0,5,2,25,32,12.5916
190,16,1779562345446,1779562345945,1779562345960,1779562345987,1779562345988,1779562345973,1779562345978,28,1,27,0,5,33,13.1312
193,20,1779562345446,1779562346084,1779562346099,1779562346114,1779562346114,1779562346100,1779562346116,16,0,15,1,16,32,12.5933
194,21,1779562345446,1779562346116,1779562346131,1779562346147,1779562346147,1779562346133,1779562346148,17,0,16,1,15,32,11.8592
195,22,1779562345446,1779562346148,1779562346163,1779562346188,1779562346188,1779562346174,1779562346181,26,0,25,1,7,33,11.7163
196,24,1779562345446,1779562346212,1779562346228,1779562346242,1779562346242,1779562346227,1779562346245,15,0,14,1,18,33,11.6883
197,25,1779562345446,1779562346245,1779562346260,1779562346277,1779562346277,1779562346262,1779562346282,17,0,17,0,20,37,11.1157
198,26,1779562345446,1779562346282,1779562346298,1779562346316,1779562346316,1779562346302,1779562346317,20,0,18,2,15,35,10.7113
199,28,1779562345446,1779562346349,1779562346364,1779562346368,1779562346368,1779562346354,1779562346382,5,0,4,1,28,33,10.8645
200,29,1779562345446,1779562346381,1779562346397,1779562346403,1779562346403,1779562346388,1779562346414,7,0,6,1,26,33,10.3923
201,30,1779562345446,1779562346413,1779562346429,1779562346442,1779562346442,1779562346428,1779562346445,15,0,13,2,17,32,10.1892
202,32,1779562345446,1779562346478,1779562346493,1779562346495,1779562346495,1779562346480,1779562346511,2,0,2,0,31,33,10.3301
203,33,1779562345446,1779562346511,1779562346526,1779562346527,1779562346527,1779562346513,1779562346551,2,0,1,1,38,40,10.1288
205,35,1779562345446,1779562346582,1779562346597,1779562346619,1779562346619,1779562346604,1779562346623,22,0,22,0,19,41,10.0674
206,36,1779562345446,1779562346623,1779562346638,1779562346652,1779562346653,1779562346638,1779562346653,15,1,14,0,15,30,9.6557
207,37,1779562345446,1779562346653,1779562346669,1779562346693,1779562346693,1779562346678,1779562346686,25,0,24,1,8,33,9.5353
208,39,1779562345446,1779562346718,1779562346733,1779562346745,1779562346745,1779562346731,1779562346750,13,0,12,1,19,32,9.7059
209,40,1779562345446,1779562346750,1779562346765,1779562346778,1779562346778,1779562346763,1779562346782,13,0,13,0,19,32,9.1385
210,41,1779562345446,1779562346782,1779562346798,1779562346817,1779562346817,1779562346802,1779562346815,20,0,19,1,13,33,8.9829
211,43,1779562345446,1779562346846,1779562346862,1779562346869,1779562346869,1779562346855,1779562346879,9,0,7,2,24,33,9.1107
212,44,1779562345446,1779562346879,1779562346894,1779562346903,1779562346903,1779562346889,1779562346911,10,0,9,1,22,32,8.6558
213,45,1779562345446,1779562346911,1779562346926,1779562346943,1779562346943,1779562346929,1779562346943,18,0,17,1,14,32,8.5429
214,47,1779562345446,1779562346975,1779562346991,1779562346996,1779562346996,1779562346981,1779562347008,6,0,5,1,27,33,8.7264
215,48,1779562345446,1779562347007,1779562347023,1779562347030,1779562347030,1779562347015,1779562347041,8,0,7,1,26,34,8.2395
216,49,1779562345446,1779562347040,1779562347056,1779562347078,1779562347078,1779562347064,1779562347081,24,0,22,2,17,41,8.2675
217,51,1779562345446,1779562347111,1779562347127,1779562347146,1779562347146,1779562347131,1779562347145,20,0,19,1,14,34,7.9102
218,52,1779562345446,1779562347145,1779562347161,1779562347191,1779562347191,1779562347177,1779562347184,32,0,30,2,7,39,7.8046
219,54,1779562345446,1779562347215,1779562347231,1779562347235,1779562347235,1779562347221,1779562347250,6,0,4,2,29,35,8.6703
220,55,1779562345446,1779562347250,1779562347265,1779562347301,1779562347301,1779562347286,1779562347288,36,0,36,0,2,38,9.8778
221,57,1779562345446,1779562347319,1779562347335,1779562347335,1779562347335,1779562347321,1779562347351,2,0,0,2,30,32,11.1002
222,58,1779562345446,1779562347351,1779562347367,1779562347379,1779562347379,1779562347364,1779562347384,13,0,12,1,20,33,11.1320
223,60,1779562345446,1779562347416,1779562347431,1779562347432,1779562347432,1779562347417,1779562347448,1,0,1,0,31,32,11.1580
225,62,1779562345446,1779562347480,1779562347496,1779562347504,1779562347504,1779562347489,1779562347513,9,0,8,1,24,33,10.2905
228,65,1779562345446,1779562347588,1779562347603,1779562347629,1779562347629,1779562347615,1779562347620,27,0,26,1,5,32,10.1211
229,67,1779562345446,1779562347660,1779562347675,1779562347681,1779562347681,1779562347666,1779562347691,6,0,6,0,25,31,10.6827
230,68,1779562345446,1779562347691,1779562347706,1779562347713,1779562347713,1779562347698,1779562347723,7,0,7,0,25,32,10.0296
231,69,1779562345446,1779562347723,1779562347738,1779562347751,1779562347751,1779562347737,1779562347755,14,0,13,1,18,32,9.7687
232,71,1779562345446,1779562347787,1779562347803,1779562347805,1779562347805,1779562347791,1779562347819,4,0,2,2,28,32,9.7930
233,72,1779562345446,1779562347819,1779562347834,1779562347837,1779562347837,1779562347823,1779562347851,4,0,3,1,28,32,9.2000
234,73,1779562345446,1779562347851,1779562347866,1779562347875,1779562347876,1779562347861,1779562347884,10,1,9,0,23,33,9.0335
235,74,1779562345446,1779562347883,1779562347899,1779562347929,1779562347929,1779562347915,1779562347916,32,0,30,2,1,33,9.7766
236,75,1779562345446,1779562347915,1779562347931,1779562347962,1779562347962,1779562347948,1779562347980,33,0,31,2,32,65,11.1086
237,77,1779562345446,1779562347980,1779562347995,1779562348001,1779562348001,1779562347987,1779562348012,7,0,6,1,25,32,10.8204
240,80,1779562345446,1779562348086,1779562348102,1779562348126,1779562348126,1779562348112,1779562348118,26,0,24,2,6,32,10.6547
241,81,1779562345446,1779562348118,1779562348133,1779562348179,1779562348179,1779562348164,1779562348189,46,0,46,0,25,71,11.0980
242,83,1779562345446,1779562348192,1779562348207,1779562348212,1779562348212,1779562348197,1779562348224,5,0,5,0,27,32,10.5295
243,84,1779562345446,1779562348224,1779562348239,1779562348250,1779562348250,1779562348236,1779562348256,12,0,11,1,20,32,10.2269
244,85,1779562345446,1779562348256,1779562348271,1779562348302,1779562348302,1779562348287,1779562348293,31,0,31,0,6,37,10.5416
245,87,1779562345446,1779562348327,1779562348343,1779562348346,1779562348346,1779562348331,1779562348360,4,0,3,1,29,33,11.3169
246,88,1779562345446,1779562348360,1779562348375,1779562348386,1779562348386,1779562348371,1779562348392,11,0,11,0,21,32,11.1220
247,90,1779562345446,1779562348424,1779562348440,1779562348440,1779562348440,1779562348425,1779562348456,1,0,0,1,31,32,11.0726
248,91,1779562345446,1779562348456,1779562348471,1779562348473,1779562348473,1779562348458,1779562348488,2,0,2,0,30,32,10.4347
249,92,1779562345446,1779562348488,1779562348503,1779562348511,1779562348511,1779562348496,1779562348520,8,0,8,0,24,32,10.1477
