seq,cmd_seq_echo,T0_ms,T1_ms,T3_ns,TQ_ms,T4_ns,T6_ms,T7_ms,RTT_ms,Processing_ns,QueueDelay_ms,Network_ms,RenderDelay_ms,MTP_ms,Jitter_ms
255,2,1779561909829,1779561909834,1779561909849,1779561909868,1779561909868,1779561909855,1779561909875,21,0,19,2,20,41,8.4883
256,3,1779561909829,1779561909875,1779561909890,1779561909918,1779561909918,1779561909904,1779561909916,29,0,28,1,12,41,8.4646
257,4,1779561909829,1779561909916,1779561909931,1779561909952,1779561909952,1779561909938,1779561909956,22,0,21,1,18,40,8.3308
258,5,1779561909829,1779561909956,1779561909971,1779561909990,1779561909990,1779561909976,1779561909998,20,0,19,1,22,42,8.0684
259,6,1779561909829,1779561909998,1779561910013,1779561910039,1779561910039,1779561910025,1779561910039,27,0,26,1,14,41,8.1614
260,7,1779561909829,1779561910039,1779561910053,1779561910073,1779561910073,1779561910059,1779561910082,20,0,20,0,23,43,8.3093
261,8,1779561909829,1779561910082,1779561910097,1779561910111,1779561910111,1779561910097,1779561910122,15,0,14,1,25,40,7.9125
262,9,1779561909829,1779561910122,1779561910137,1779561910160,1779561910160,1779561910146,1779561910159,24,0,23,1,13,37,8.1914
263,10,1779561909829,1779561910159,1779561910173,1779561910193,1779561910193,1779561910179,1779561910205,20,0,20,0,26,46,8.5213
264,11,1779561909829,1779561910205,1779561910220,1779561910231,1779561910231,1779561910217,1779561910240,12,0,11,1,23,35,8.2371
265,12,1779561909829,1779561910239,1779561910254,1779561910281,1779561910281,1779561910267,1779561910275,28,0,27,1,8,36,8.6537
266,13,1779561909829,1779561910274,1779561910289,1779561910314,1779561910314,1779561910300,1779561910315,26,0,25,1,15,41,8.5940
267,14,1779561909829,1779561910315,1779561910330,1779561910351,1779561910351,1779561910337,1779561910354,22,0,21,1,17,39,8.1589
268,15,1779561909829,1779561910353,1779561910368,1779561910402,1779561910402,1779561910388,1779561910391,35,0,34,1,3,38,8.5043
