seq,cmd_seq_echo,T0_ms,T1_ms,T3_ns,TQ_ms,T4_ns,T6_ms,T7_ms,RTT_ms,Processing_ns,QueueDelay_ms,Network_ms,RenderDelay_ms,MTP_ms,Jitter_ms
277,2,1779561002249,1779561002249,1779561002263,1779561002289,1779561002289,1779561002276,1779561002283,27,0,26,1,7,34,20.7474
278,4,1779561002324,1779561002324,1779561002338,1779561002344,1779561002344,1779561002331,1779561002360,7,0,6,1,29,36,20.8074
279,5,1779561002360,1779561002360,1779561002374,1779561002385,1779561002385,1779561002372,1779561002395,12,0,11,1,23,35,19.8920
280,6,1779561002395,1779561002395,1779561002409,1779561002425,1779561002426,1779561002413,1779561002428,18,1,16,1,15,33,19.1225
283,8,1779561002463,1779561002463,1779561002477,1779561002480,1779561002551,1779561002538,1779561002539,75,71,3,1,1,76,23.1871
284,10,1779561002544,1779561002544,1779561002558,1779561002605,1779561002605,1779561002592,1779561002618,48,0,47,1,26,74,23.2995
285,12,1779561002623,1779561002623,1779561002636,1779561002638,1779561002638,1779561002625,1779561002656,2,0,2,0,31,33,22.1448
286,13,1779561002656,1779561002656,1779561002669,1779561002677,1779561002677,1779561002664,1779561002691,8,0,8,0,27,35,21.0377
287,14,1779561002691,1779561002691,1779561002704,1779561002732,1779561002732,1779561002719,1779561002725,28,0,28,0,6,34,20.9998
288,15,1779561002725,1779561002725,1779561002739,1779561002766,1779561002766,1779561002753,1779561002759,28,0,27,1,6,34,19.6978
289,16,1779561002759,1779561002759,1779561002773,1779561002805,1779561002805,1779561002792,1779561002794,33,0,32,1,2,35,18.7350
290,18,1779561002828,1779561002828,1779561002842,1779561002859,1779561002859,1779561002847,1779561002863,19,0,17,2,16,35,18.4797
291,19,1779561002863,1779561002863,1779561002877,1779561002892,1779561002892,1779561002880,1779561002897,17,0,15,2,17,34,17.3747
292,20,1779561002897,1779561002897,1779561002911,1779561002931,1779561002931,1779561002919,1779561002931,22,0,20,2,12,34,16.5356
294,22,1779561002967,1779561002967,1779561002981,1779561002986,1779561003019,1779561003006,1779561003042,39,33,5,1,36,75,19.8594
295,23,1779561003042,1779561003042,1779561003056,1779561003058,1779561003058,1779561003046,1779561003056,4,0,2,2,10,14,20.1806
297,25,1779561003091,1779561003091,1779561003105,1779561003113,1779561003146,1779561003133,1779561003135,42,33,8,1,2,44,21.1712
298,27,1779561003167,1779561003167,1779561003180,1779561003185,1779561003185,1779561003172,1779561003201,5,0,5,0,29,34,21.5640
299,28,1779561003201,1779561003201,1779561003215,1779561003239,1779561003239,1779561003226,1779561003236,25,0,24,1,10,35,21.4124
300,29,1779561003236,1779561003236,1779561003250,1779561003272,1779561003272,1779561003259,1779561003270,23,0,22,1,11,34,20.1282
301,30,1779561003270,1779561003270,1779561003284,1779561003310,1779561003310,1779561003297,1779561003305,27,0,26,1,8,35,19.0579
302,32,1779561003348,1779561003348,1779561003362,1779561003364,1779561003364,1779561003351,1779561003382,3,0,2,1,31,34,19.2740
303,33,1779561003382,1779561003382,1779561003396,1779561003400,1779561003400,1779561003387,1779561003416,5,0,4,1,29,34,18.1690
304,34,1779561003416,1779561003416,1779561003429,1779561003440,1779561003440,1779561003427,1779561003450,11,0,11,0,23,34,17.3966
305,35,1779561003450,1779561003450,1779561003464,1779561003493,1779561003493,1779561003480,1779561003485,30,0,29,1,5,35,17.4412
306,36,1779561003485,1779561003485,1779561003499,1779561003527,1779561003527,1779561003514,1779561003520,29,0,28,1,6,35,16.4102
307,37,1779561003520,1779561003520,1779561003534,1779561003565,1779561003565,1779561003552,1779561003564,32,0,31,1,12,44,15.7519
308,39,1779561003597,1779561003597,1779561003612,1779561003620,1779561003620,1779561003607,1779561003634,10,0,8,2,27,37,15.6269
309,40,1779561003633,1779561003633,1779561003648,1779561003654,1779561003654,1779561003642,1779561003676,9,0,6,3,34,43,15.2613
310,41,1779561003676,1779561003676,1779561003690,1779561003693,1779561003693,1779561003680,1779561003709,4,0,3,1,29,33,14.7075
311,42,1779561003709,1779561003709,1779561003723,1779561003747,1779561003747,1779561003735,1779561003744,26,0,24,2,9,35,14.9953
312,43,1779561003744,1779561003744,1779561003758,1779561003780,1779561003780,1779561003767,1779561003778,23,0,22,1,11,34,14.1437
313,44,1779561003778,1779561003778,1779561003793,1779561003819,1779561003820,1779561003807,1779561003812,29,1,26,2,5,34,13.6177
314,46,1779561003847,1779561003847,1779561003863,1779561003874,1779561003874,1779561003861,1779561003881,14,0,11,3,20,34,13.7065
315,47,1779561003881,1779561003881,1779561003895,1779561003907,1779561003907,1779561003894,1779561003916,13,0,12,1,22,35,12.9447
