seq,cmd_seq_echo,T0_ms,T1_ms,T3_ns,TQ_ms,T4_ns,T6_ms,T7_ms,RTT_ms,Processing_ns,QueueDelay_ms,Network_ms,RenderDelay_ms,MTP_ms,Jitter_ms
43,2,1779558770792,1779558770799,1779558770807,1779558770814,1779558770814,1779558770807,1779558770831,8,0,7,1,24,32,10.4967
44,3,1779558770792,1779558770831,1779558770839,1779558770847,1779558770847,1779558770839,1779558770863,8,0,8,0,24,32,9.9107
45,4,1779558770792,1779558770863,1779558770871,1779558770885,1779558770885,1779558770877,1779558770896,14,0,14,0,19,33,9.6329
46,5,1779558770792,1779558770895,1779558770903,1779558770935,1779558770935,1779558770928,1779558770960,33,0,32,1,32,65,9.9170
47,7,1779558770792,1779558770959,1779558770968,1779558770968,1779558770968,1779558770960,1779558770992,1,0,0,1,32,33,9.3096
48,8,1779558770792,1779558770992,1779558771001,1779558771005,1779558771005,1779558770998,1779558771033,6,0,4,2,35,41,8.8785
49,9,1779558770792,1779558771033,1779558771041,1779558771056,1779558771056,1779558771048,1779558771064,15,0,15,0,16,31,9.5348
50,10,1779558770792,1779558771063,1779558771071,1779558771088,1779558771088,1779558771081,1779558771097,18,0,17,1,16,34,9.0179
51,11,1779558770792,1779558771097,1779558771105,1779558771126,1779558771126,1779558771119,1779558771138,22,0,21,1,19,41,8.6632
52,13,1779558770792,1779558771168,1779558771176,1779558771177,1779558771177,1779558771169,1779558771201,1,0,1,0,32,33,8.8343
53,14,1779558770792,1779558771200,1779558771208,1779558771210,1779558771210,1779558771203,1779558771232,3,0,2,1,29,32,8.3617
54,15,1779558770792,1779558771232,1779558771240,1779558771248,1779558771248,1779558771240,1779558771265,8,0,8,0,25,33,8.1939
55,16,1779558770792,1779558771264,1779558771273,1779558771300,1779558771300,1779558771292,1779558771296,28,0,27,1,4,32,8.9486
56,17,1779558770792,1779558771296,1779558771304,1779558771333,1779558771333,1779558771325,1779558771328,29,0,29,0,3,32,8.4606
57,19,1779558770792,1779558771360,1779558771369,1779558771370,1779558771370,1779558771363,1779558771393,3,0,1,2,30,33,9.6057
58,20,1779558770792,1779558771393,1779558771401,1779558771422,1779558771422,1779558771414,1779558771425,21,0,21,0,11,32,10.1914
59,21,1779558770792,1779558771425,1779558771433,1779558771454,1779558771454,1779558771447,1779558771457,22,0,21,1,10,32,9.5651
60,22,1779558770792,1779558771457,1779558771465,1779558771492,1779558771492,1779558771485,1779558771489,28,0,27,1,4,32,9.3277
61,23,1779558770792,1779558771489,1779558771497,1779558771543,1779558771543,1779558771536,1779558771561,47,0,46,1,25,72,9.9869
64,27,1779558770792,1779558771638,1779558771646,1779558771668,1779558771668,1779558771661,1779558771671,23,0,22,1,10,33,10.0384
65,28,1779558770792,1779558771670,1779558771678,1779558771703,1779558771703,1779558771696,1779558771703,26,0,25,1,7,33,9.5844
66,29,1779558770792,1779558771703,1779558771711,1779558771742,1779558771742,1779558771735,1779558771736,32,0,31,1,1,33,9.3703
67,31,1779558770792,1779558771766,1779558771775,1779558771794,1779558771794,1779558771787,1779558771799,21,0,19,2,12,33,9.4231
68,32,1779558770792,1779558771799,1779558771807,1779558771831,1779558771831,1779558771824,1779558771831,25,0,24,1,7,32,9.0915
69,33,1779558770792,1779558771831,1779558771839,1779558771869,1779558771869,1779558771863,1779558771863,32,0,30,2,0,32,8.9593
70,35,1779558770792,1779558771895,1779558771904,1779558771920,1779558771920,1779558771913,1779558771927,18,0,16,2,14,32,9.2493
71,36,1779558770792,1779558771927,1779558771935,1779558771954,1779558771954,1779558771946,1779558771960,19,0,19,0,14,33,8.7202
72,37,1779558770792,1779558771959,1779558771968,1779558771992,1779558771992,1779558771985,1779558771992,26,0,24,2,7,33,8.5811
73,39,1779558770792,1779558772025,1779558772033,1779558772044,1779558772044,1779558772036,1779558772067,11,0,11,0,31,42,9.5237
76,42,1779558770792,1779558772147,1779558772155,1779558772165,1779558772165,1779558772158,1779558772183,11,0,10,1,25,36,9.4160
77,43,1779558770792,1779558772183,1779558772191,1779558772201,1779558772201,1779558772194,1779558772220,11,0,10,1,26,37,8.9008
78,44,1779558770792,1779558772220,1779558772228,1779558772238,1779558772238,1779558772231,1779558772258,11,0,10,1,27,38,8.3468
79,45,1779558770792,1779558772258,1779558772266,1779558772289,1779558772289,1779558772281,1779558772295,23,0,23,0,14,37,8.6470
80,46,1779558770792,1779558772295,1779558772303,1779558772326,1779558772326,1779558772319,1779558772332,24,0,23,1,13,37,8.1645
81,47,1779558770792,1779558772332,1779558772340,1779558772364,1779558772364,1779558772356,1779558772367,24,0,24,0,11,35,7.7854
82,49,1779558770792,1779558772401,1779558772410,1779558772416,1779558772416,1779558772409,1779558772437,8,0,6,2,28,36,8.4307
