seq,cmd_seq_echo,T0_ms,T1_ms,T3_ns,TQ_ms,T4_ns,T6_ms,T7_ms,RTT_ms,Processing_ns,QueueDelay_ms,Network_ms,RenderDelay_ms,MTP_ms,Jitter_ms
157,2,1779561608670,1779561608670,1779561608685,1779561608699,1779561608699,1779561608686,1779561608705,16,0,14,2,19,35,27.7127
158,3,1779561608705,1779561608705,1779561608720,1779561608737,1779561608738,1779561608724,1779561608747,19,1,17,1,23,42,26.2172
159,4,1779561608747,1779561608747,1779561608762,1779561608792,1779561608792,1779561608778,1779561608780,31,0,30,1,2,33,25.8755
160,5,1779561608780,1779561608780,1779561608795,1779561608825,1779561608825,1779561608812,1779561608814,32,0,30,2,2,34,24.3300
161,6,1779561608814,1779561608814,1779561608829,1779561608863,1779561608863,1779561608850,1779561608883,36,0,34,2,33,69,24.7459
162,8,1779561608883,1779561608883,1779561608898,1779561608918,1779561608918,1779561608905,1779561608918,22,0,20,2,13,35,24.4879
163,9,1779561608918,1779561608918,1779561608933,1779561608951,1779561608951,1779561608938,1779561608952,20,0,18,2,14,34,23.0163
164,10,1779561608952,1779561608952,1779561608967,1779561608990,1779561608990,1779561608976,1779561608986,24,0,23,1,10,34,21.8821
165,12,1779561609021,1779561609021,1779561609036,1779561609044,1779561609045,1779561609031,1779561609064,10,1,8,1,33,43,21.9584
167,13,1779561609064,1779561609064,1779561609079,1779561609116,1779561609116,1779561609102,1779561609109,38,0,37,1,7,45,22.3684
169,15,1779561609151,1779561609151,1779561609166,1779561609170,1779561609204,1779561609190,1779561609209,39,34,4,1,19,58,24.4770
170,16,1779561609209,1779561609209,1779561609224,1779561609242,1779561609242,1779561609228,1779561609283,19,0,18,1,55,74,25.1670
172,18,1779561609286,1779561609286,1779561609301,1779561609331,1779561609331,1779561609317,1779561609330,31,0,30,1,13,44,25.7243
173,19,1779561609330,1779561609330,1779561609344,1779561609369,1779561609370,1779561609356,1779561609375,26,1,25,0,19,45,24.4848
174,20,1779561609375,1779561609375,1779561609390,1779561609425,1779561609425,1779561609412,1779561609417,37,0,35,2,5,42,23.7604
175,21,1779561609417,1779561609417,1779561609431,1779561609458,1779561609458,1779561609445,1779561609461,28,0,27,1,16,44,23.0087
176,22,1779561609461,1779561609461,1779561609476,1779561609498,1779561609498,1779561609484,1779561609507,23,0,22,1,23,46,21.9131
177,23,1779561609507,1779561609507,1779561609522,1779561609553,1779561609553,1779561609540,1779561609550,33,0,31,2,10,43,21.2989
178,24,1779561609550,1779561609550,1779561609565,1779561609587,1779561609587,1779561609573,1779561609596,23,0,22,1,23,46,20.7053
179,25,1779561609596,1779561609596,1779561609611,1779561609626,1779561609626,1779561609612,1779561609636,16,0,15,1,24,40,19.4992
180,26,1779561609636,1779561609636,1779561609651,1779561609680,1779561609680,1779561609667,1779561609671,31,0,29,2,4,35,19.4669
181,27,1779561609671,1779561609671,1779561609686,1779561609714,1779561609714,1779561609701,1779561609713,30,0,28,2,12,42,18.7320
182,28,1779561609713,1779561609713,1779561609728,1779561609752,1779561609752,1779561609739,1779561609786,26,0,24,2,47,73,19.7846
183,30,1779561609790,1779561609790,1779561609805,1779561609807,1779561609807,1779561609794,1779561609824,4,0,2,2,30,34,19.6568
184,31,1779561609824,1779561609824,1779561609838,1779561609840,1779561609840,1779561609827,1779561609859,3,0,2,1,32,35,18.5750
185,32,1779561609859,1779561609859,1779561609874,1779561609879,1779561609879,1779561609865,1779561609893,6,0,5,1,28,34,17.7449
186,33,1779561609893,1779561609893,1779561609908,1779561609933,1779561609934,1779561609920,1779561609927,27,1,25,1,7,34,17.9173
187,34,1779561609927,1779561609927,1779561609942,1779561609967,1779561609967,1779561609953,1779561609962,26,0,25,1,9,35,16.9028
188,35,1779561609962,1779561609962,1779561609977,1779561610005,1779561610005,1779561609992,1779561609996,30,0,28,2,4,34,16.1609
189,37,1779561610031,1779561610031,1779561610046,1779561610060,1779561610060,1779561610047,1779561610072,16,0,14,2,25,41,16.5362
190,38,1779561610072,1779561610072,1779561610087,1779561610097,1779561610097,1779561610084,1779561610112,12,0,10,2,28,40,15.7139
191,39,1779561610112,1779561610112,1779561610127,1779561610133,1779561610133,1779561610119,1779561610158,7,0,6,1,39,46,15.3541
193,40,1779561610158,1779561610158,1779561610173,1779561610187,1779561610223,1779561610209,1779561610238,51,36,14,1,29,80,17.1195
194,42,1779561610243,1779561610243,1779561610257,1779561610262,1779561610262,1779561610248,1779561610285,5,0,5,0,37,42,16.5583
