seq,cmd_seq_echo,T0_ms,T1_ms,T3_ms,TQ_ms,T4_ms,T6_ms,T7_ms,RTT_ms,Processing_ms,QueueDelay_ms,Network_ms,RenderDelay_ms,MTP_ms,Jitter_ms
125,2,1779575154504,1779575154504,1779575154511,1779575154514,1779575154515,1779575154537,1779575154569,33,1,3,29,32,65,26.8485
126,3,1779575154536,1779575154536,1779575154543,1779575154556,1779575154556,1779575154569,1779575154603,33,0,13,20,34,67,25.8234
127,5,1779575154603,1779575154603,1779575154610,1779575154623,1779575154623,1779575154634,1779575154667,31,0,13,18,33,64,24.2530
128,6,1779575154634,1779575154634,1779575154641,1779575154659,1779575154659,1779575154667,1779575154700,33,0,18,15,33,66,23.0181
129,7,1779575154667,1779575154667,1779575154674,1779575154701,1779575154701,1779575154700,1779575154733,33,0,27,6,33,66,22.1215
130,9,1779575154733,1779575154733,1779575154739,1779575154762,1779575154762,1779575154766,1779575154808,33,0,23,10,42,75,21.4944
131,10,1779575154766,1779575154766,1779575154773,1779575154800,1779575154800,1779575154808,1779575154879,42,0,27,15,71,113,22.1661
132,11,1779575154808,1779575154808,1779575154815,1779575154842,1779575154842,1779575154879,1779575154883,71,0,27,44,4,75,22.9619
133,13,1779575154883,1779575154883,1779575154890,1779575154904,1779575154904,1779575154915,1779575154948,32,0,14,18,33,65,21.6276
134,14,1779575154915,1779575154915,1779575154922,1779575154939,1779575154939,1779575154948,1779575154981,33,0,17,16,33,66,20.3288
135,15,1779575154948,1779575154948,1779575154955,1779575154985,1779575154985,1779575155013,1779575155046,65,0,30,35,33,98,20.1392
136,17,1779575155013,1779575155013,1779575155020,1779575155047,1779575155047,1779575155046,1779575155079,33,0,27,6,33,66,20.7358
137,19,1779575155078,1779575155078,1779575155086,1779575155118,1779575155118,1779575155145,1779575155177,67,0,32,35,32,99,21.1525
138,21,1779575155144,1779575155144,1779575155151,1779575155159,1779575155159,1779575155177,1779575155209,33,0,8,25,32,65,20.4265
139,23,1779575155209,1779575155209,1779575155216,1779575155227,1779575155227,1779575155242,1779575155317,33,0,11,22,75,108,21.6321
141,24,1779575155242,1779575155242,1779575155249,1779575155263,1779575155306,1779575155317,1779575155321,75,43,14,18,4,79,24.8680
142,27,1779575155354,1779575155354,1779575155361,1779575155368,1779575155368,1779575155396,1779575155435,42,0,7,35,39,81,26.5473
143,28,1779575155395,1779575155395,1779575155402,1779575155404,1779575155404,1779575155435,1779575155468,40,0,2,38,33,73,25.1378
144,29,1779575155435,1779575155435,1779575155442,1779575155447,1779575155447,1779575155468,1779575155501,33,0,5,28,33,66,24.0854
145,31,1779575155501,1779575155501,1779575155508,1779575155509,1779575155509,1779575155534,1779575155567,33,0,1,32,33,66,22.7460
146,32,1779575155534,1779575155534,1779575155541,1779575155545,1779575155545,1779575155567,1779575155599,33,0,4,29,32,65,21.5588
147,33,1779575155567,1779575155567,1779575155573,1779575155586,1779575155586,1779575155599,1779575155632,32,0,13,19,33,65,20.7701
148,35,1779575155632,1779575155632,1779575155640,1779575155648,1779575155648,1779575155665,1779575155698,33,0,8,25,33,66,19.6942
149,36,1779575155665,1779575155665,1779575155672,1779575155683,1779575155683,1779575155698,1779575155731,33,0,11,22,33,66,18.6517
150,37,1779575155697,1779575155697,1779575155704,1779575155724,1779575155724,1779575155731,1779575155764,34,0,20,14,33,67,18.0004
151,39,1779575155763,1779575155763,1779575155770,1779575155786,1779575155786,1779575155796,1779575155839,33,0,16,17,43,76,18.0215
152,40,1779575155796,1779575155796,1779575155803,1779575155821,1779575155821,1779575155839,1779575155870,43,0,18,25,31,74,17.3093
153,41,1779575155838,1779575155839,1779575155845,1779575155862,1779575155862,1779575155870,1779575155903,31,0,17,14,33,64,16.7589
154,43,1779575155903,1779575155903,1779575155910,1779575155923,1779575155924,1779575155944,1779575155976,41,1,13,27,32,73,16.6160
155,44,1779575155944,1779575155944,1779575155951,1779575155959,1779575155959,1779575155976,1779575156009,32,0,8,24,33,65,15.7980
156,45,1779575155976,1779575155976,1779575155983,1779575156001,1779575156002,1779575156009,1779575156041,33,1,18,14,32,65,15.3875
157,47,1779575156041,1779575156041,1779575156048,1779575156064,1779575156065,1779575156074,1779575156107,33,1,16,16,33,66,14.4654
158,48,1779575156074,1779575156074,1779575156081,1779575156100,1779575156100,1779575156107,1779575156139,33,0,19,14,32,65,13.7782
159,49,1779575156107,1779575156107,1779575156114,1779575156144,1779575156145,1779575156176,1779575156209,69,1,30,38,33,102,14.5595
160,51,1779575156175,1779575156176,1779575156182,1779575156207,1779575156208,1779575156209,1779575156242,33,1,25,7,33,66,15.5325
161,52,1779575156209,1779575156209,1779575156215,1779575156245,1779575156245,1779575156242,1779575156274,33,0,30,3,32,65,14.8231
163,54,1779575156274,1779575156274,1779575156281,1779575156286,1779575156348,1779575156347,1779575156396,73,62,5,6,49,122,15.0864
164,55,1779575156346,1779575156346,1779575156353,1779575156383,1779575156383,1779575156395,1779575156399,49,0,30,19,4,53,16.2159
165,57,1779575156399,1779575156399,1779575156406,1779575156425,1779575156425,1779575156436,1779575156468,37,0,19,18,32,69,16.9702
166,59,1779575156468,1779575156468,1779575156475,1779575156487,1779575156487,1779575156501,1779575156534,33,0,12,21,33,66,16.0070
167,60,1779575156501,1779575156501,1779575156508,1779575156522,1779575156522,1779575156534,1779575156567,33,0,14,19,33,66,15.2728
168,61,1779575156534,1779575156534,1779575156541,1779575156564,1779575156564,1779575156567,1779575156600,33,0,23,10,33,66,14.8965
